sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
"In 2024, 89 percent of the materials were either recycled or sustainably sourced, of which 29.5 percent were recycled.",14,Circular customer journeys,attribute,,89 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
We have also launched a new ambition for 50 percent recycled materials by 20301.,14,Circular customer journeys,target,hedged,50 percent,,2030,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"The investments are complementing H&M Group’s customer offering, including business models, enablers, direct-to-consumer brands and new recycled materials.",18,Singular Society Welcome to the next generation of retail,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Looper Textile In 2023, we launched Looper Textile Co., an independent joint venture with Remondis that provides local municipalities and retailers with collecting and sorting solutions to extend the useful life of no longer used garments via reuse and recycling.",18,Driving entrepreneurship and innovation,achievement,achievement,"2023,",,,,0.33,data/raw/hm/2024_sustainability_report.pdf,False,False
"To complement these efforts, new growth & ventures invests in pioneering startups that share our vision of sustainable fashion and retail technology.",18,Driving entrepreneurship and innovation,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"This year’s Global Change Award Summit ­gathered changemakers, systems thinkers, suppliers, brands, industry experts, investors and more in ­Mumbai, India, under the theme ‘How can we accelerate innovation and what actions can we take today to create the net zero industry of tomorrow?’.",18,Innovation initiatives > H&M Foundation,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Recycled and sustainably sourced ­materials As we are very reliant on materials, our commitment to investing in startups focused on new innovative materials remains steadfast.",19,Building an even more ­ responsive and responsible value chain,attribute,firm,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Our long-term ambition is to only use recycled or sustainably sourced materials and in 2024 we took decisive steps to increase use of recycled and sustain­ably sourced materials, such as organic cotton, recycled polyester and innovative fibres made from re­­ newable sources.",19,Building an even more ­ responsive and responsible value chain,target,hedged,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"The company’s focus recycled and sustainably sourced materials, use of innovative materials, further improved planning accuracy, and growth in new and circular business models will improve the resilience of H&M Group’s business and supply chain by reducing dependence on limited natural resources.",27,Employee representative profiles > SOFIA ALMBRANDT,attribute,firm,,,,supply chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"The company’s focus is to further accelerating investments in shifting towards circular design principles, recycled and sustainably sourced materials, optimising production and resource use, and scaling circular business models and solutions across our value chain.",27,Employee representative profiles > SOFIA ALMBRANDT,attribute,,,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"We aim to support the transition towards a sustainable design and ­fashion industry by offering our ­customers responsibly made products, designed to be used, reused and recycled.",29,Our approach to sustainability,attribute,hedged,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Product quality, design and durability, ­product transparency and traceability, ­sustainably sourced materials, garment ­collecting and ­recycling, overall impacts of products and business models on ­people and the ­environment.",29,Our approach to sustainability,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Therefore, we aim to build a resilient ­business and value chain that supports the transition towards a sustainable fashion industry.",30,Our value chain,attribute,hedged,,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
Transitioning to a net zero value chain Our climate transition plan functions as a strategic action plan for our organisation to reach our 2030 climate targets.,31,Our value chain > • Monitoring and reporting prioritised sustainability matters. Relevant,attribute,,,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"While climate change poses a risk to our current business model, it also creates opportunities for us to accelerate the transition towards a sustainable fashion industry and adapt our strategy by decoupling our growth from resource use and extraction.",31,Our value chain > • Monitoring and reporting prioritised sustainability matters. Relevant,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Targets and actions To reach our ambition and limit global warming to 1.5°C we have set targets related to our GHG emissions and energy consumption across our value chain.,32,Our climate action framework,target,hedged,1.5,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Reducing absolute GHG emssions H&M Group has set targets to reduce absolute scope 1 and 2 GHG emissions by 56 percent by 2030, against a 2019 baseline, and to reduce absolute scope 3 GHG emissions by 56 percent by 2030, against a 2019 baseline.",32,Our climate action framework,target,,56 percent,2019,2030,Scope 1; Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In addition, we have set targets to reduce absolute scope 1 and 2 GHG ­emissions by 90 percent by 2040, and to reduce absolute scope 3 GHG ­emissions by 90 percent by 2040, against a 2019 baseline.",32,Our climate action framework,target,,90 percent,2019,2040,Scope 1; Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2040, our ­overall target is to reach net zero by balancing out any remaining emissions through the use of permanent carbon dioxide removal.",32,Our climate action framework,attribute,,"2040,",,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
These targets have been validated against Science Based Targets initiative (SBTi) net zero standard and were formally approved by the SBTi during 2022 as being in line with what the latest climate science regards as necessary to limit global warming to 1.5°C above pre-industrial levels.,32,Our climate action framework,attribute,,1.5,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"For our stores, we have set a target to achieve a 36 percent reduction in electricity consumption per square metre and opening hour by 2030, against a 2016 baseline.",32,Our climate action framework,target,,36 percent,2016,2030,,0.75,data/raw/hm/2024_sustainability_report.pdf,False,False
"For our own operations as a whole, we have set a target to source 100 percent renewable electricity, including at least 50 percent from power purchase agreements with new renewable electricity generation by 2030.",32,Our climate action framework,target,,100 percent,2030,2030,own operations,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
We have also set a target to completely phase out coal from our garment supply chain by 2026.,32,Our climate action framework,target,,,,2026,supply chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"At the end of 2024, five PPAs were operational and covered 20 percent of our total electricity consumption, up from 10 percent last year.",32,Our climate action framework,other,,20 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"The total capacity secured through the signed PPAs is 380 MW, and is expected to generate 600 GWh of renewable electricity annually when operational.",32,Our climate action framework,other,,600 GWh,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, we sourced renewable electricity equal to 96 percent of the group’s total electricity use.",32,Our climate action framework,other,,96 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
100 percent of minimum boundary scope 3 emissions (which excludes ­indirect emissions from use of sold products).,32,Our climate action framework > H&M Group’s GHG emission reduction targets,other,,100 percent,,,Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Production of goods and materials in the supply chain In 2024, the production of goods in tier 1, 2 and 3 accounted for about 48 percent of H&M Group’s total GHG emissions.",32,Our climate action framework > Our supply chain,other,,48 percent,,,supply chain; supply chain (tier 1),1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, the energy efficiency programme enrolled 78 new facilities, identifying potential reductions of more than 656,000 tonnes CO2e throughout the year.",32,Our climate action framework > • Energy efficiency. Our team of energy experts provides suppliers with free,other,,"656,000 tonnes",,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Since its launch in 2021, the programme has initiated 1027 projects, which have been or are being implemented by suppliers, resulting in total expected annual reductions of 350,000 tonnes CO2e.",32,Our climate action framework > • Energy efficiency. Our team of energy experts provides suppliers with free,other,,"350,000 tonnes",,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Since the start, we have funded a total of 23 projects with the potential emission reduction of 148,000 tonnes Co2e annually, of which 67,000 tonnes CO2e can be attributed to H&M Group’s efforts.",32,Our climate action framework > • Energy efficiency. Our team of energy experts provides suppliers with free,other,,"148,000 tonnes",,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"During 2024, the operational projects resulted in a reduction of 98,000 tonnes CO2e, of which 45,000 tonnes CO2e can be attributed to H&M Group, as specified in note 1.",32,Our climate action framework > • Energy efficiency. Our team of energy experts provides suppliers with free,other,,"98,000 tonnes",,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
This highlights the need for collaborative financing to accelerate the transition towards net zero.,33,Green investment initiatives > • Driving innovation. Driving innovation to enhance resource efficiency,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, our total spend on decarbonisation activities across the value chain was approximately SEK 1.7 billion.",33,Green investment initiatives > • Driving innovation. Driving innovation to enhance resource efficiency,other,,1.7 billion,,,value chain,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"This includes various initiatives aimed at phasing out fossil fuels, supporting energy efficiency, and replacing conventional materials with recycled or sustainably sourced alternatives.",33,Green investment initiatives > • Driving innovation. Driving innovation to enhance resource efficiency,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
With CLG Europe we had the opportunity to meet the Executive Vice President of the European Commission to discuss setting an EU climate target of at least a 90 percent reduction by 2040.,33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,target,,90 percent,2040,2040,,0.75,data/raw/hm/2024_sustainability_report.pdf,False,False
"Internal carbon pricing scheme Our internal carbon pricing supports our work to reduce GHG emissions from raw materials, production processes and transports, covering about 66 percent of our total scope 3 emissions in 2024.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,66 percent,,,Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Preparing for net zero Permanent carbon dioxide removal methods are designed to remove and store carbon dioxide durably.,33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"To achieve global net zero emissions by midcentury, this technology must be expanded.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,attribute,firm,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
We need carbon dioxide removal to achieve our 2040 net zero target to balance out any GHG emissions that remain after we have achieved at least 90 percent absolute reductions.,33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,achievement,achievement,90 percent,,,,0.33,data/raw/hm/2024_sustainability_report.pdf,False,False
Progress towards targets in 2024 Our absolute scope 1 and 2 emissions decreased by 41 percent compared with our 2019 baseline.,33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,41 percent,2019,,Scope 1,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Compared to last year, this is a decrease of 25 percent or 13,607 tonnes CO2e.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,25 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"During 2024, we added the Philippines and Colombia to the countries we source renewable electricity for, bringing the total to 96 percent.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,96 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Our absolute scope 3 emissions (excluding use-phase emissions) decreased by 23.7 percent compared with our 2019 baseline, a reduction of 2,160,000 tonnes CO2e.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,23.7 percent,2019,,Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Compared to 2023, emissions increased by 201,000 tonnes CO2e, or about 3 percent.This can be attributed largely to two factors.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,"201,000 tonnes",2023,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
Our ongoing efforts to shift to cleaner energy in our supply chain is showing results as emissions from fabric production increased less (3 percent) than the total garment material weight (8 percent) all compared to 2023.,33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,,3 percent,2023,,supply chain,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Reductions since the base year have primarily been driven by an increased share of recycled and sustainably sourced ­materials for garments and packaging, and the shift to cleaner energy and energy efficiency improvements in our supply chain.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,attribute,,,,,supply chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Under the agreement, LEAF Coalition buyers, including H&M Group, have committed to purchasing over 4 million emissions reduction credits.",33,Green investment initiatives > • Supply chain projects. Financing projects that enable factories to invest in,other,firm,4 million,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
Progress towards targets in 2024 We have achieved a 32 percent reduction in electricity intensity in our stores (measured per square metre and opening hour) compared with our 2016 baseline.,35,Total GHG emissions (tonnes CO2e),achievement,achievement,32 percent,2016,,,0.67,data/raw/hm/2024_sustainability_report.pdf,False,False
"96 percent of the electricity purchased for our operations was ­re­newable (94 percent in 2023), including 20 percent from power ­purchase agreements with new renewable electricity generation, which supply us with long-term renewable energy at a fixed price and increase the amount of renewable electricity on electrical grids.",35,Total GHG emissions (tonnes CO2e),other,,96 percent,,,own operations,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"These changes led to a decrease in emissions from end-of-life treatment by 30 percent or 26,613 tonnes CO2e for 2023, compared to what was reported in our 2023 sustainability disclosure.",35,Total GHG emissions (tonnes CO2e),other,,30 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"These changes led to a combined increase in emissions within other expenditures by 25 percent or 119,792 tonnes CO2e for 2023, compared to what was reported in our last year report.",35,Total GHG emissions (tonnes CO2e),other,,25 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"This led to a decrease in emissions from these activities of 5 percent or 188,290 tonnes of CO2e for 2023.",35,Total GHG emissions (tonnes CO2e),other,,5 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"This led to an increase of emissions from these activities by 1 percent or by 42,546 tonnes CO2e for 2023, ­compared to what was reported in our 2023 sustainability disclosure.",35,Total GHG emissions (tonnes CO2e),other,,1 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"We will include these in the reporting scope in the future, as well as in our target to phase out on-site coal entirely from all garment suppliers, in tiers 1, 2 and 3.",35,Total GHG emissions (tonnes CO2e),target,firm,"1,",,,,0.25,data/raw/hm/2024_sustainability_report.pdf,False,False
"For our full scope 3 emissions, including the use-phase all these changes corresponds to a decrease of 1 percent or 119,159 tonnes CO2e for 2023 and a 2 percent or 275,732 tonnes CO2e increase for 2019, and an additional absolute decrease between 2019 and 2023 of 394,890 tonnes CO2e compared to what was reported in our 2023 sustainability disclosure.",35,Total GHG emissions (tonnes CO2e),other,,1 percent,,,Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
This update results in an increase in scope 1 & 2 emissions by 1 percent or 457 tonnes CO2e for 2023 compared to what was reported in our 2023 sustainability disclosure.,35,Total GHG emissions (tonnes CO2e),other,,1 percent,,,Scope 1,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"For the baseline year, we have adjusted refrigerants data due to incorrect square meter data used for stores in 2019, resulting in a decrease of 2 percent or 1,458 tonnes CO2e in scope 1 and 2 for that year compared to what was reported in 2023.",35,Total GHG emissions (tonnes CO2e),other,,2 percent,,,Scope 1,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Safe products free from harmful chemicals We aim for 100 percent compliance with ZDHC MRSL across all chemical inputs and wastewater.,35,Chemicals and water pollution,other,hedged,100 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"In addition, we have maintained steady progress toward our target of 100 percent MRSL compliance for chemical inputs and wastewater in tier 1 and 2 production factories, where we have similar results as last year.",36,Our chemical roadmap > • Best available chemistries promoting innovation and,other,,100 percent,,,supply chain (tier 1),1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Investment We invest in innovations to improve water management, introduce new recycled materials and regenerative landscape projects.",36,Our chemical roadmap > • Development of roadmaps. We assist our key suppliers in creating cus­,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Water recycling in our supply chain ramped up to 19.6 percent in 2024, compared to 12.2 percent in 2022.",37,Our focus areas for water,other,,19.6 percent,,,supply chain,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Reduce We are reducing our impact by increasing the recycled content of our products and using greater amounts of certified materials such as responsible wool and wood from FSC certified forests.,37,"Biodiversity, ecosystems and land-use",attribute,firm,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Our actions related to ­minimising land conversion therefore include efforts to increase the use of sustainably sourced and recycled materials when planning our collections.,37,Our biodiversity focus areas and the ARRRT framework,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Re-Down (recycled down and feathers) collection from ARKET.,38,Our biodiversity focus areas and the ARRRT framework,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"We aim to achieve this by shifting towards recycled or sustainably sourced materials, and by optimising our production and resource use, and scaling circular business models and solutions across our value chain.",38,Resource use and circularity,attribute,hedged,,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Increase the share of recycled or sustainably sourced materials Our material targets are set by evaluating the risk, impact and availability of recycled or sustainably sourced material alternatives and by considering the sustainability criteria set by external organisations such as Textile Exchange.",38,Resource use and circularity,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Some of our detailed material targets are also part of an external commitment, for example the 2025 Recycled Polyester Challenge ­(Textile Exchange).",38,Resource use and circularity,attribute,firm,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Our target is to use 100 percent recycled or sustainably sourced materials in our commercial products by 2030, ideally with at least half coming from ­recycled sources.",38,Resource use and circularity,target,,100 percent,,2030,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"We have set targets to reduce our plastic packaging volume by 25 percent by 2025, against a 2018 baseline, and use 100 percent recycled or sustainably sourced packaging materials by 2030.",38,Resource use and circularity,target,,25 percent,2018,2025,,0.75,data/raw/hm/2024_sustainability_report.pdf,False,False
"To reach these targets, we use materials for our products and packaging that are recycled or sustainably sourced.",38,Resource use and circularity,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Finally, we collaborate with our suppliers and the wider fashion industry to promote the production and sourcing of recycled and sustainably sourced materials.",38,Resource use and circularity,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
We focus on increasing the use of recycled or sustainably sourced materials across our value chain.,38,Resource use and circularity,attribute,,,,,value chain,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"We aim for zero waste to end up in landfills, and that we recirculate products and materials at their highest value.",38,Resource use and circularity > Waste prevention and ­management,attribute,hedged,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Investing in new sourcing and recycling technologies To increase the availability of recycled or sustainably sourced materials and make them more affordable, we support the development, testing and scaling of alternative materials and recycling infrastructure at various stages.",39,Our focus areas for resource use and circularity,attribute,hedged,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, H&M Group spent SEK 1.7 billion on decarbonisation activities across the value chain, for example replacing conventional materials with recycled or sustainably sourced materials which stand for the bigger part of the spend, as well as phasing out fossil fuels and supporting energy efficiency initiatives.",39,Our focus areas for resource use and circularity,attribute,,1.7 billion,,,value chain,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In addition, together with Vargas Holding, we launched Syre, a venture to scale textile-to-textile recycled polyester.",39,Our focus areas for resource use and circularity,attribute,achievement,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"For packaging, we have already made significant progress towards our ­target to design all our plastic packaging for reuse and recycling by 2025.",39,Our focus areas for resource use and circularity,target,,,,2025,,0.25,data/raw/hm/2024_sustainability_report.pdf,False,False
"Guided by the Ellen MacArthur Foundation’s ­circular economy principles and the EU Waste Hierarchy, we aim to circulate products and materials at their highest value, and ultimately, for zero waste to end up in landfills.",39,The way our strategy aligns with the EU waste hierarchy > Waste disposal,attribute,hedged,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Not all sustainably sourced materials can be naturally grown or cultivated, i.e. minerals or stones.",40,Our product materials > Share of recycled or sustainably sourced material in packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
Progress towards targets in 2024 We continued to increase the share of recycled and sustainably sourced materials.,40,Our product materials > Share of material in plastic packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, 89 percent of the materials used for our commercial products were recycled or sustainably sourced, which is well on track towards our 2030 goal.",40,Our product materials > Share of material in plastic packaging,attribute,,89 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
We continued to increase the shares of recycled or sustainably sourced materials and plastic packaging designed for reuse and ­recycling.,40,Our product materials > Share of material in plastic packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, 29.5 percent of materials used in our commercial products came from recycled sources, almost reaching our 30 percent target a year early.",40,Our product materials > Share of material in plastic packaging,attribute,,29.5 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
This success was mainly due to an increase in the share of recycled polyester.,40,Our product materials > Share of material in plastic packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"In 2024, 94 percent of all polyester used was re­­ cycled, showing significant progress towards our 2025 target of using 100 percent recycled materials.",40,Our product materials > Share of material in plastic packaging,attribute,,94 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"For packaging, we increased the share of recycled materials to 52 percent.",40,Our product materials > Share of material in plastic packaging,attribute,,52 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
This increase was mainly driven by our continued priority to use recycled plastic.,40,Our product materials > Share of material in plastic packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"For sustainably sourced materials we continued to increase the share of wool certified to the Responsible Wool Standard (RWS) as well as the share of sustainably sourced man-made cellulosic fibres and FSC certified wood and wood-based materials, for both commercial products and for packaging.",40,Our product materials > Share of material in plastic packaging,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
The packaging used by Sellpy meets the requirement of at least 65 percent of recycled material.,42,Our product materials > • Climate Change Mitigation (CCM) 7.7 Acquisition and ownership of build­,attribute,,65 percent,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"Less severe climate impacts within the net zero and delayed ­transition scenarios, coupled with improved resilience, mean that cotton prices are less severely impacted in these scenarios, but overall risks are still judged to be high.",45,TCFD climate risk analysis > PHYSICAL RISK 1 – INCREASED PRICE OF COTTON,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"By 2040, many of H&M Group’s major production markets may have developed their emission ­trading schemes further.",46,TCFD climate risk analysis > TRANSITION RISK 1 – CARBON TAXES OR TOLLS INCREASING SOURCING COSTS,target,hedged,"2040,",,2040,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"In this time-horizon, carbon pricing materialises most significantly in a Net Zero scenario, with later and lower carbon prices in the delayed transition, and hot house scenarios.",46,TCFD climate risk analysis > TRANSITION RISK 1 – CARBON TAXES OR TOLLS INCREASING SOURCING COSTS,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"It is very likely that H&M Group’s exposure to carbon pricing will materialise prior to reaching the net zero 2040 target, but by reducing emissions the impact of any pricing schemes would be mitigated, and earlier decarbonisation leads to less ­exposure to any pricing scheme.",46,TCFD climate risk analysis > Risk Mitigation,target,firm,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
"Furthermore, the company focuses on innovative solutions aimed at increasing use of recycled materials.",46,TCFD climate risk analysis > • New solutions and innovations. Climate change increases the need for,attribute,,,,,,0.0,data/raw/hm/2024_sustainability_report.pdf,False,False
H&M Group also has a EUR 500 million sustainability-linked bond outstanding since 2021 focused on increasing recycled material in commercial goods and GHG emission reduction.,46,TCFD climate risk analysis > • Financing sustainable investments. Reducing climate impact requires,attribute,,500 million,,,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"GHG emissions by 56 percent by 2030, and a target to reach net zero by 2040, with a minimum absolute GHG emission reduction of 90 percent.",46,TCFD climate risk analysis > • Financing sustainable investments. Reducing climate impact requires,target,,56 percent,,2030,,0.5,data/raw/hm/2024_sustainability_report.pdf,False,False
"The group is making good progress towards these targets, having re­duced scope 3 emissions by 24 percent in 2024, against a 2019 baseline.",46,TCFD climate risk analysis > • Financing sustainable investments. Reducing climate impact requires,other,,24 percent,2019,,Scope 3,1.0,data/raw/hm/2024_sustainability_report.pdf,False,False
