sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"With the Hub’s support, these companies are committing to halve their emissions by 2030 and to reach net-zero by 2050.",12,Our Carbon Footprint > Decarbonizing the Supply Chain,target,hedged,,,2030,,0.25,data/raw/amazon/2021_sustainability_report.pdf
The challenges we collectively face on the path to net-zero carbon are considerable.,12,Our Carbon Footprint > We Thrive on Big Challenges,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we reached 85% renewable energy across our operations, and we are on a path to achieve 100% by 2025—five years ahead of the original target of 2030.",12,Our Carbon Footprint > We Thrive on Big Challenges,target,achievement,85%,,2025,own operations,0.75,data/raw/amazon/2021_sustainability_report.pdf
"And as one of more than 300 signatories to The Climate Pledge, we say to the innovators, scientists, builders, and entrepreneurs: Our door is open.",12,Our Carbon Footprint > We Thrive on Big Challenges,target,firm,300,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
It’s encouraging that 300 companies are committed to working together to achieve net-zero carbon by 2040 or sooner through The Climate Pledge.,14,Reach net-zero carbon emissions across our operations by 2040,target,firm,300,2040,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, 253 companies joined Amazon as signatories of The Climate Pledge—an increase of over 700% in signatories over the previous year.",14,Reach net-zero carbon emissions across our operations by 2040 > Progress in 2021,target,firm,700%,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
The Climate Pledge is a commitment to reach net-zero carbon emissions by 2040—10 years ahead of the Paris Agreement.,14,Growing The Climate Pledge,target,firm,10,2040,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf
"Amazon co‑founded The Climate Pledge in 2019 to build a cross-sector community of companies, organizations, individuals, and partners working together to address the climate crisis and solve the challenges of decarbonizing our economy.",14,Growing The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
Signatories commit to reaching net-zero carbon emissions by 2040 and play a critical role in stimulating investment in the development of low-carbon products and services.,14,Growing The Climate Pledge > Our Approach,target,firm,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"The Climate Pledge joins leading organizations like the We Mean Business Coalition, Race to Zero, TED Countdown, and the Science Based Targets initiative (SBTi) to provide resources and support to mobilize the private sector to reach net-zero carbon by 2040.",14,Growing The Climate Pledge > Our Approach,target,firm,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Credible Offsets: Neutralize any remaining emissions with additional, quantifiable, real, permanent, and socially beneficial offsets to achieve net-zero annual carbon emissions by 2040.",14,Growing The Climate Pledge > The Pledge Commitments,target,,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Named by Amazon and opened in 2021, Seattle’s history-making Climate Pledge Arena embodies the spirit of the Pledge and aims to set a new sustainability bar for the sports and events industry.",15,Growing The Climate Pledge > Putting Principles Into Practice,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"In November 2020, the arena submitted its net-zero carbon registration to the International Living Future Institute.",15,Growing The Climate Pledge > Putting Principles Into Practice,attribute,,"2020,",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"If certification is achieved, Climate Pledge Arena will be the first net-zero carbon certified arena in the world.",15,Growing The Climate Pledge > Putting Principles Into Practice,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
Renewable electricity from on-site solar panels and off-site renewable energy powers 100% of the arena’s operations.,15,Growing The Climate Pledge > Putting Principles Into Practice,other,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
The arena is also aiming to divert over 97% of waste and eliminate 100% of single-use plastics by 2024.,15,Growing The Climate Pledge > Putting Principles Into Practice,target,hedged,97%,,2024,,0.5,data/raw/amazon/2021_sustainability_report.pdf
The Climate Pledge Fund is a $2 billion venture investment program supporting the development of sustainable technologies and services that will enable Amazon to meet our netzero carbon goal.,16,Investing in Innovation Through The Climate Pledge Fund,target,firm,2 billion,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"Amazon’s investment in BETA Technologies advances our path to zero-emissions package delivery and builds on our previous investment in ZeroAvia, the developers of hydrogen-electric aviation solutions.",16,Investing in Innovation Through The Climate Pledge Fund,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"These include fertilizer and land use, transportation, and landfill methane from wasted produce, which account for roughly 30% of the emissions from crops grown for human consumption.",16,Investing in Innovation Through The Climate Pledge Fund,other,,30%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Infinium is a renewable electrofuels solution provider that focuses on converting captured carbon dioxide and hydrogen feedstocks into net-zero carbon fuels for use in today’s air transport, marine freight, and heavy truck fleets.",17,Investing in Innovation Through The Climate Pledge Fund,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, The Climate Pledge Fund joined Greentown Labs , the largest climate tech startup incubator in North America.",17,Investing in Innovation Through The Climate Pledge Fund > Collaborating to Accelerate Invention,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"Together, Elemental Excelerator and Amazon are working to accelerate a pathway to decarbonization that mitigates the impact of climate change more quickly and equitably by identifying and supporting technology startups at the forefront of clean energy, mobility, agriculture, and the circular economy.",17,Investing in Innovation Through The Climate Pledge Fund > Collaborating to Accelerate Invention,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"Climate science is telling us that, even with aggressive decarbonization efforts, companies will need to go beyond their own operations to reach netzero emissions by 2050.",18,Supporting Nature-Based Solutions,target,firm,,,2050,own operations,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In 2019, Amazon created the Right Now Climate Fund, a $100 million fund for nature-based solutions to restore and conserve forests, wetlands, and grasslands around the world.",18,Supporting Nature-Based Solutions > Our Approach,other,,100 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Protecting the World’s Tropical Rainforests In 2021, Amazon helped to create the Lowering Emissions by Accelerating Forest finance (LEAF) Coalition , a global initiative of governments and leading companies that has already mobilized $1 billion to protect the world’s tropical rainforests .",18,Supporting Nature-Based Solutions > Reducing Emissions From Deforestation,other,,1 billion,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"As part of our Right Now Climate Fund, Amazon has committed €20 million toward nature-based projects in communities across Europe.",19,Supporting Nature-Based Solutions > Nature-Based Investments in Communities Across Europe,other,firm,20 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Urban Greening in Germany In 2020, Amazon committed €3.75 million to The Nature Conservancy’s Urban Greening Program in Germany, which promotes biodiversity, reduces urban heat islands, and improves stormwater management in the face of climate change.",19,Supporting Nature-Based Solutions > Nature-Based Investments in Communities Across Europe,other,firm,3.75 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
Learn more about Amazon’s science-driven approach to carbon neutralization and nature-based solutions .,19,Supporting Nature-Based Solutions > Nature-Based Investments in Communities Across Europe,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"With 274 renewable projects announced as of the end of 2021, Amazon is the world’s largest corporate purchaser of renewable energy and is on a path to powering our operations with 100% renewable energy by 2025—five years ahead of our original target of 2030.",20,Supporting Nature-Based Solutions > Nature-Based Investments in Communities Across Europe,target,,100%,,2025,own operations,0.75,data/raw/amazon/2021_sustainability_report.pdf
These projects also help meet Amazon’s commitment to produce the clean energy equivalent of the electricity used by every customer’s Echo device.,20,Supporting Nature-Based Solutions > Our Approach,attribute,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"We are making additional large-scale investments in wind and solar farm capacity, which will produce the clean energy equivalent to the electricity used by all Echo, Fire TV, and Ring devices worldwide by 2025.",20,Supporting Nature-Based Solutions > Our Approach,target,firm,,,2025,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we reached 85% renewable energy across our business, with more than 12 gigawatts (GW) of renewable energy production capacity across our global portfolio.",20,Supporting Nature-Based Solutions > Our Journey,achievement,achievement,85%,,,,0.33,data/raw/amazon/2021_sustainability_report.pdf
"Once these projects are fully operational, they are expected to deliver up to 33,700 gigawatt-hours of energy annually— the electricity output equivalent to powering more than 3 million U.S. homes for one year.",20,Supporting Nature-Based Solutions > Our Journey,other,,3 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
These projects helped power more than 30 million megawatt-hours (MWh) of electricity used by Amazon in 2021 and led to a 23% reduction in our carbon emissions from purchased electricity from 2020 to 2021.,20,Supporting Nature-Based Solutions > Our Journey,other,,30 million,2021,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Once online, Amazon’s renewable projects in Canada will produce more than 1 million MWh each year—enough to power more than 100,000 Canadian homes.",20,Utility-scale wind and solar projects 169,other,firm,1 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Located in the Northern Cape province, the 10-megawatt (MW) solar project is expected to generate up to 28,000 MWh of renewable energy per year, which is equivalent to the annual electricity consumption of over 8,000 average South African homes.",21,Utility-scale wind and solar projects 169 > A South African Solar Farm,other,,"28,000 MWh",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
Keeping the power grid supplied when the sun isn’t shining and the wind isn’t blowing demands innovative solutions to continually generate carbon-free electricity.,21,Utility-scale wind and solar projects 169 > Energy Storage Solutions,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"By 2025, we expect these optimizations will deliver the same amount of additional clean energy as a new 150-MW wind farm.",21,Utility-scale wind and solar projects 169 > Making the Grid Greener Through Renewable Energy Optimization,target,firm,"2025,",,2025,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"We use proven technologies to enhance efficiency across our facilities and pilot new ideas, including innovations supported by The Climate Pledge Fund, to transition our buildings to net-zero carbon.",22,Incorporating Sustainability Into Our Buildings > Our Approach,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we conducted pilot projects at several new fulfillment facilities using a low-carbon concrete technology produced by CarbonCure, a company Amazon has invested in through The Climate Pledge Fund.",22,Incorporating Sustainability Into Our Buildings > In Fulfillment Facilities,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"In addition, many of our fulfillment facilities throughout the U.S., Europe, and India are powered by on-site solar, where a rooftop installation can power up to 80% of the facility’s energy use.",22,Incorporating Sustainability Into Our Buildings > In Fulfillment Facilities,other,,80%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"More than a dozen upgrades were incorporated throughout the development of the store, including transitioning to a CO2-based refrigeration system that reduces greenhouse gas emissions by 38 metric tons per year compared to a conventional system.",23,Incorporating Sustainability Into Our Buildings > In Our Stores,other,,38 metric tons,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
The store also uses steel byproducts in the concrete floor to reduce embodied carbon by nearly 40% compared to a standard concrete floor.,23,Incorporating Sustainability Into Our Buildings > In Our Stores,other,,40%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Other key features include a fully electric kitchen space that reduces the need for fossil fuel combustion in the store, electrifying the store using 100% renewable electricity sourced from Amazon’s renewable energy projects, incorporation of low-flow fixtures in restrooms and kitchens to reduce water use, and free EV charging for customers.",23,Incorporating Sustainability Into Our Buildings > In Our Stores,other,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"The event drew 13,000 registrations across 23 virtual sessions in 2021 and featured speakers from Amazon’s sustainability leadership team, Sustainability Ambassador chapters, and signatories of The Climate Pledge.",23,Incorporating Sustainability Into Our Buildings > Amazon Sustainability Ambassadors,target,firm,"13,000",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"Decarbonizing our transportation network is a key part of meeting The Climate Pledge by 2040 and making 50% of Amazon shipments net-zero carbon by 2030, which is why we are actively transforming our fleet network and operations.",24,Decarbonizing Transportation,target,firm,50%,2030,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf
"We are preparing our systems and facilities to accommodate the largescale adoption of zero-emission vehicles in the coming years, which will require new refueling infrastructure and operating patterns.",24,Decarbonizing Transportation > Our Approach,attribute,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"Achieving our net-zero carbon goal will also demand longterm solutions that have not yet been invented, along with an abundant supply of clean energy sources to power those technologies.",24,Decarbonizing Transportation > Our Approach,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"We expanded our European electric delivery fleet with an order for 1,800 electric vans from Mercedes-Benz, a signatory of The Climate Pledge.",24,Decarbonizing Transportation > Deploying Solutions Across Our Network,target,firm,"1,800",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, more than 100 million packages were delivered to our customers’ doorsteps across Europe with a fleet of over 3,000 electric delivery vans and other zero-emission vehicles.",24,Decarbonizing Transportation > Deploying Solutions Across Our Network,achievement,achievement,100 million,,,,0.33,data/raw/amazon/2021_sustainability_report.pdf
"We announced in November 2021 that, in the city of Paris, two-thirds of our shipments are delivered using zero-emission transportation.",24,Decarbonizing Transportation > Zero-Emission Transportation in Paris,attribute,achievement,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"This purchase was estimated to have reduced emissions by approximately 20,000 metric tons of CO2e in 2021, which will be continued in 2022.",25,Packages delivered across Europe with zero-emission vehicles 30M,other,firm,"20,000 metric tons",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we helped launch Cargo Owners for Zero Emission Vessels (coZEV) with the Aspen Institute.",25,Packages delivered across Europe with zero-emission vehicles 30M > Partnering to Support Solutions of the Future,attribute,,"2021,",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Through coZEV, Amazon is supporting initiatives to increase the availability of zero-emission technologies and fuels while gaining support from shipping lines, cargo owners, ports, and other organizations that can enable energy transition.",25,Packages delivered across Europe with zero-emission vehicles 30M > Partnering to Support Solutions of the Future,attribute,hedged,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
The coalition brings global companies together to harness their purchasing power and supply chains to create early markets for innovative clean energy technologies that are key for tackling the climate crisis.,25,Packages delivered across Europe with zero-emission vehicles 30M > Partnering to Support Solutions of the Future,attribute,,,,,supply chain,0.5,data/raw/amazon/2021_sustainability_report.pdf
"With this launch, we announced our commitment to use ships with zero-emission fuels for at least 10% of the volume of our goods shipped internationally by 2030 and 100% by 2040.",25,Packages delivered across Europe with zero-emission vehicles 30M > Partnering to Support Solutions of the Future,target,firm,10%,,2030,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In May 2021, we supported a policy proposal to the Japanese government for the adoption of zero-emission vehicles in the delivery industry by the Japan Climate Leaders’ Partnership .",25,Packages delivered across Europe with zero-emission vehicles 30M > Partnering to Support Solutions of the Future,attribute,hedged,"2021,",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"We are investing in alternative fuels, such as sustainable aviation fuel, which reduces carbon emissions in flight up to 20% over standard aviation fuel.",25,Packages delivered across Europe with zero-emission vehicles 30M > Amazon FASTforward,attribute,,20%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
Amazon secured more than 5 million gallons of low-carbon aviation fuel in 2020 and agreed to purchase up to 6.5 million gallons in 2021 and 2022.,25,Packages delivered across Europe with zero-emission vehicles 30M > Amazon FASTforward,other,,5 million,2020,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
We also joined the Sustainable Aviation Buyers Alliance in 2021 and became one of the group’s founding members to drive investment and send market signals in support of sustainable aviation fuel.,25,Packages delivered across Europe with zero-emission vehicles 30M > Amazon FASTforward,attribute,hedged,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"Traded-in Amazon devices are processed and resold to new owners, and any devices not qualified for resale are recycled through an Amazon-approved recycler.",26,Avoiding and Managing Waste > How to recycle or trade in products:,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
These programs route electronic equipment to recycling partners and verify that they are recycled and repurposed.,26,Avoiding and Managing Waste > How to recycle or trade in products:,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"At our Whole Foods Market stores, we have active composting programs at nearly 470 locations and collectively diverted more than 155,000 tons of food waste by the end of 2021.",27,Avoiding and Managing Waste > Redirecting Food Waste,target,,470,,2021,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"As a result, we have prevented nearly 9,000 metric tons of CO2e from entering the atmosphere and produced enough clean, renewable energy to power over 2,500 U.S. homes for a month.",27,Avoiding and Managing Waste > Redirecting Food Waste,other,,"9,000 metric tons",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Many of these haulers also supply Amazon with the packaging materials that we use for customer shipments, converting waste material recovered from Amazon operations into new, recycled packaging.",27,Avoiding and Managing Waste > Recycling Solutions Across Our Operations,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"Not all the materials we use can be easily recycled with current systems, so we look for innovative solutions to recycle these challenging materials.",27,Avoiding and Managing Waste > Recycling Solutions Across Our Operations,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"We have on-site plastic film recycling systems at many Amazon operations facilities across North America and Europe, enabling us to convert plastic film into bags made of 100% recycled material.",27,Avoiding and Managing Waste > Recycling Solutions Across Our Operations,attribute,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we completed a pilot to recycle and repair damaged bags used to sort and stow items in our fulfillment operations into reusable materials.",27,Avoiding and Managing Waste > Recycling Solutions Across Our Operations,achievement,achievement,"2021,",,,,0.33,data/raw/amazon/2021_sustainability_report.pdf
"Since 2015, we have invested in materials, processes, and technologies that have reduced per-shipment packaging weight by 38% and eliminated over 1.5 million tons of packaging.",28,Improving Our Packaging,achievement,achievement,38%,,,,0.33,data/raw/amazon/2021_sustainability_report.pdf
"Amazon customers want right-sized, recyclable packaging that minimizes waste and ensures damage-free delivery.",28,Improving Our Packaging > Our Approach,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"FFP products offer more-sustainable packaging that is easy to open, fully recyclable, and capable of shipping without additional packaging protection.",28,Improving Our Packaging > Eliminating Packaging Where Possible,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
The result is a fully recyclable package that uses 83% less material weight and 78% less volume without compromising protection of the item inside.,28,Improving Our Packaging > Partnering for Better Packaging,attribute,,83%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In the U.S., we expanded the use of our recyclable paper padded mailer, replacing nearly 70% of our mixed material bubble mailers in 2021.",29,Improving Our Packaging > Optimizing Materials Where Packaging Is Necessary,attribute,,70%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
We also improved the composition of our single-use plastic packaging to use less material and incorporate more recycled content.,29,Improving Our Packaging > Optimizing Materials Where Packaging Is Necessary,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, we increased the recycled content of our plastic film bags from 25% to 50% and that of our plastic padded bags from 15% to over 40%.",29,Improving Our Packaging > Optimizing Materials Where Packaging Is Necessary,attribute,,25%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In Europe, we switched from single-use plastic delivery bags to recyclable paper delivery bags and cardboard envelopes for orders shipped from fulfillment centers in 2021.",29,Improving Our Packaging > Our Fulfillment Packaging Breakdown in 2021,attribute,achievement,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf
"In Australia, we replaced all single-use air pillows with 100% recyclable paper material to protect goods during shipping.",29,Improving Our Packaging > Our Fulfillment Packaging Breakdown in 2021,attribute,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"Since we launched Climate Pledge Friendly in 2020, the number of products included in the program has grown from 75,000 to more than 250,000 by the end of 2021.",30,Product Sustainability > Our Journey,target,firm,"2020,",,2021,,0.5,data/raw/amazon/2021_sustainability_report.pdf
"In 2021, more than 370 million Climate Pledge Friendly units were shipped to Amazon customers and we welcomed 20 new third-party sustainability certifications to the program.",30,Product Sustainability > Our Journey,target,firm,370 million,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
"Additionally, in 2021, we launched 17 features and experiments to increase the discoverability of Climate Pledge Friendly products.",30,Product Sustainability > Our Journey,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf
