sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
In 2025 our Scope 1 (direct) emissions were 33.7MtCO2e – an overall increase from 32.8MtCO2e in 2024.,14,Our net zero aims > Performance and actions in 2025,other,,33.7MtCO2e,,,Scope 1,1.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Of these Scope 1 emissions, 32.8MtCO2e were carbon dioxide and 0.9MtCO2e were from methane.",14,Our net zero aims > Performance and actions in 2025,other,,32.8MtCO2e,,,Scope 1,1.0,data/raw/bp/2025_sustainability_report.pdf,False,False
Any opportunities identified are screened through existing business processes and plans that support our net zero ambition.,14,Our net zero aims > Operational efficiency in 2025,target,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
This change has a less than 1% impact on reported operational emissions.,14,Our net zero aims > Operational efficiency in 2025,other,,1%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
Emissions reduction projects and actions implemented by our businesses in 2025 totalled 0.27MtCO2e.,15,Our aim for net zero operations«,other,,0.27MtCO2e,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"We report operational (Scope 1 and 2) GHG emissions in the bp ESG Datasheet 2025, with reference to two boundaries – operational controla and bp equity share. bp equity share covers 100% of emissions from subsidiaries« and the percentage of emissions equivalent to our share of joint arrangements and associatesb.",15,Our aim for net zero operations« > bp equity share emissions,other,,100%,,,Scope 1,1.0,data/raw/bp/2025_sustainability_report.pdf,False,False
Our investments and activities in CCS and hydrogen can be expected to contribute towards delivery of our net zero operations aim.,15,Our aim for net zero operations« > Carbon capture and storage (CCS) and hydrogen,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"This included the green hydrogen« project adjacent to our refinery in Lingen, Germany, which will help decarbonize our own operations.",15,Our aim for net zero operations« > Carbon capture and storage (CCS) and hydrogen,attribute,firm,,,,own operations,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"Examples of actions supporting delivery of our net zero operations aim As different activities drive a reduction in the absolute emissions from our operations, the chart below shows an outlook of the potential relative scale of contribution of several specific activities towards our 2030 aim, compared to each other.",15,Our aim for net zero operations« > Portfolio optimization,attribute,hedged,,,,own operations,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"It is not intended to indicate actual impacts or contributions to delivery of our net zero operations aim, which is enabled by supportive government policies.",15,Our aim for net zero operations« > Portfolio optimization,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,True,False
"Using this approach, methane intensity was 0.04% in 2025 (2024 0.07%a) and the methane emissions from our upstream operations used to calculate this intensity were 25kt (2024 46kt).",16,Our aim for net zero operations« > Our progress and actions on methane emissions,other,,0.04%,,,upstream,1.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Our aim is to reduce to net zero the average lifecycle carbon intensity« of the energy products we sella by 2050 or sooner, enabled by supportive government policies and the decarbonization of energy demand.",17,Our aim for net zero operations« > Collaborating with NOJVs,target,hedged,,,2050,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
Our target for net zero sales was a reduction in intensity of 5% by the end of 2025.,17,Our aim for net zero operations« > Collaborating with NOJVs,target,,5%,,2025,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
We have exceeded our 2025 target to reduce carbon intensity by 5%.,17,Our aim for net zero operations« > Our progress in 2025,achievement,achievement,5%,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
Energy included under our net zero sales aim was 7.9EJ and the associated lifecycle emissions were 621MtCO2e.,17,Our aim for net zero operations« > Our progress in 2025,attribute,hedged,621MtCO2e,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
Further details of our net zero sales methodology are described in the bp Basis of Reporting 2025.,17,Our aim for net zero operations« > Net volume accounting figures for 2025 reporting,attribute,,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Consistent with net volume accounting principles, this volume has been included within the 2025 calculation of the lifecycle carbon intensity of our sold energy products. • Volumes in this table are collected for use solely for the purpose of the net zero sales metric and as such may not be directly reconcilable with disclosures of volumes made for different purposes.",17,Our aim for net zero operations« > Gas and NGL production 1.1mmboe/d,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,True,False
"See the bp Basis of Reporting 2025 for further information. b At the point of net zero, our net zero carbon intensity aim also means we will be net zero on an absolute basis. c The percentage change is calculated from the source data instead of the rounded carbon intensity number. d Estimated based on available customer information.",17,Our aim for net zero operations« > Gas and NGL production 1.1mmboe/d,attribute,firm,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Our net zero sales progress and reductions in the average carbon intensity of sold energy products are directly linked to the implementation of our strategy, including our efforts to decarbonize the products we currently sell and our investments in EV charging, bioenergy, renewables, power and hydrogen in line with the decarbonization of our activities and global demand over time.",18,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,attribute,,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
The chart is not intended to indicate actual impacts or contributions to delivery of our net zero sales aim.,18,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,True,False
"In working towards our net zero sales aim, we recognize that benefits arise over the longer term – for example, as the bioenergy market develops or as utilization rates for EV charge points« increase in future as EV uptake grows.",19,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Our renewable natural gas (RNG)« business, Archaea Energy, continued its growth throughout 2025.",19,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,target,,,,2025,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
We improved biogas supply volumes« by around 5% year on year reflecting the growth from Archaea Energy.,19,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,other,,5%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
We continue to increase the volumes of sustainable aviation fuel (SAF) we sell and have delivered SAF to over 60 locations across 22 countries in support of customer demand and our obligations to meet UK and EU SAF mandates.,19,Our aim for net zero sales« > Examples of actions supporting delivery of our net zero sales aim,attribute,hedged,60,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"In January 2026 we launched Etlas, a 50:50 joint venture« (JV) with Corteva Inc, to develop crop-based feedstocks for biofuels such as sustainable aviation fuel and renewable diesel.",19,bp launches biofuels joint venture with Corteva,achievement,achievement,50,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"In 2025 we focused on delivering two green hydrogen« projects sanctioned in 2024: our 50:50 JV with Iberdrola at our Castellón refinery in Spain, and next to our refinery in Lingen, Germany.",19,bp launches biofuels joint venture with Corteva,attribute,,50,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"In Teesside, alongside our partners, we continued to work with government and regulators to progress two projects: the Northern Endurance Partnership, which will provide CO2 transport and storage, and Net Zero Teesside Power, which could become the world’s first gas-fired power station with carbon capture technology.",19,bp launches biofuels joint venture with Corteva,attribute,firm,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"Sustainability training and development Our sustainability-related training supports our three focus areas – getting to net zero, improving people’s lives and caring for our planet.",23,Our people > Training and development,attribute,,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
This measure covers Scope 1 and 2 emissions based on our net zero operations« aim.,23,Our people > Linking remuneration to sustainability,attribute,hedged,,,,Scope 1,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
Our 2023-25 long-term incentive plan scorecard was linked to emissions reductions against our 2019 baseline (15%).,23,Our people > Linking remuneration to sustainability,other,,15%,2019,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
For 2026 progress towards our aim to achieve net zero operations by 2050 or sooner will continue to be rewarded through our long-term performance share plans rather than the annual bonus.,23,Our people > Linking remuneration to sustainability,target,firm,,,2050,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
For 2026-28 the scorecard measure will focus on reducing Scope 1 and 2 operational emissions (20%).,23,Our people > Linking remuneration to sustainability,other,firm,20%,,,Scope 1,1.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"We also track the development of metrics and targets, including the work of the Nature Positive Initiative and the Science Based Targets Network for Nature.",31,A biodiversity enhancement plan in action > International policy and external engagement,attribute,,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
Target description • All new in-scope bp projects have NPI plans in place prior to final project approval. • 100% of major operating sites (MOS) in sensitive areas have developed or started to implement biodiversity enhancement plans. • Five biodiversity restoration projects supported to deliver measurable benefits for biodiversity and people.,31,A biodiversity enhancement plan in action > Our 2025 targets for biodiversity,other,,100%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
Since 2020 we have reduced freshwater withdrawals (excluding once through cooling water) by 15% and freshwater consumption by 15% against the baselineb.,32,A biodiversity enhancement plan in action > Our water consumption in 2025,achievement,achievement,15%,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"At our major operating sites, 13% (2024 11%) of our total freshwater withdrawals and 22% (2024 20%) of freshwater consumption, were from regions with high or extremely high water stress in 2025.",32,A biodiversity enhancement plan in action > Our water consumption in 2025,other,,13%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"From 2018-24 the plant achieved a 69% reduction in freshwater use, thanks to several key actions, including the installation of digital water meters, reuse of treated wastewater for on-site irrigation, installation of a rooftop rainwater harvesting system, and awareness campaigns to engage employees.",32,Water management in India,achievement,achievement,69%,2018,,,0.67,data/raw/bp/2025_sustainability_report.pdf,False,False
Target description To be 20% towards water positive by 2025c.,32,Water management in India > Our 2025 water target,target,,20%,,2025,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"Update In 2025 we achieved 26% towards water positive, primarily with contributions from catchment collaboration projects (10.95Mm³) and operational water efficiency initiatives (4.48Mm³).",32,Water management in India > Our 2025 water target,achievement,achievement,26%,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"Thanks to advanced irrigation systems and new water storage facilities the project delivered more than 1.04Mm3 of clean water to irrigate 85 hectares of land planted with fruit trees provided by the government, early in 2025.",33,Water management in India > Collaborating to replenish freshwater,achievement,achievement,85 hectares,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"In 2025 it delivered approximately 18,220m3 of clean water along with associated health and economic benefits.",33,Water management in India > Collaborating to replenish freshwater,achievement,achievement,18,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"Using this approach, we have recycled 20,000 barrels of drilling fluids since 2023, achieved cost savings of around $3 million and reduced the time vessels wait in dock while fluids are being tested.",34,Water management in India > Oil and gas,achievement,achievement,3 million,,,,0.33,data/raw/bp/2025_sustainability_report.pdf,False,False
"We are also supporting our partner, Green Era, with its work to turn a vacant site in Chicago into a $35 million renewable energy facility and urban farming campus. bp trading already purchases and resells RNG derived from Green Era’s biodigestor.",34,Water management in India > Oil and gas,other,,35 million,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"Target description All bp-owned food brand packaging in Europe to be reusable, recyclable or biodegradable by 2025.",34,"Water management in India > Our 2025 reusable, recyclable or biodegradable packaging target",target,,,,2025,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
"Update We made progress towards this target and, by the end of 2025, over half of in-scope packaging was recyclable.",34,"Water management in India > Our 2025 reusable, recyclable or biodegradable packaging target",target,,"2025,",,2025,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"For example, in some markets we now offer recyclable cups (with less than 5% polyethylene content).",34,"Water management in India > Our 2025 reusable, recyclable or biodegradable packaging target",attribute,,5%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"We disposed of 323kt of hazardous and nonhazardous waste from our operated businesses in 2025, a 17% increase from 2024 (2024 276kt) and we recycled or recovered 213kt of waste, a 14% decrease from 2024 (2024 247kt).",35,Circularity and waste > Waste disposed(kt),attribute,,17%,2024,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
Our recycling and recovery ratea was 40%.,35,Circularity and waste > Waste disposed(kt),other,,40%,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
In Germany – We worked with the Federal Ministry for Economic Affairs and Climate Action to secure EU funding for a green hydrogen« project at Lingen refinery.,38,Government and regulators $8.3bn corporate income and production tax paid,attribute,,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
This resulted in savings in excess of $2 million and enhanced circularity.,39,Partners and suppliers $142.5bn in payments to suppliers for goods and services > Supply chain partners,other,,2 million,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
"Throughout 2025 we continued our active engagement with the OGDC, focusing on accelerating emissions reductions across our sector.",39,Partners and suppliers $142.5bn in payments to suppliers for goods and services > Oil & Gas Decarbonization Charter (OGDC),target,,,,2025,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
"Cardiff University and the University of Manchester – Together with Johnson Matthey, we are working with researchers at both universities to advance catalyst technologies and chemical processes that support the transition to net zero«.",40,Partners and suppliers $142.5bn in payments to suppliers for goods and services > Non-governmental organizations (NGOs) and civil society,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"In the latest Climate Action 100+ net zero company benchmarkb, published October 2025, we were assessed to be aligned on four indicators covering our ambition, long-term goals, climate governance and TCFD disclosures.",43,Caring for our planet > TCFD disclosures,target,hedged,100,,,,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
For the purposes of our 2025 disclosures relating to net zero sales« we consider an energy product to be one that is emissive or provides energy in its end-use case.,44,About our reporting > Energy products,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
For further information on products included in bp’s 2025 net zero sales aim reporting see the bp Basis of Reporting 2025.,44,About our reporting > Energy products,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"References to global net zero in the phrase, ‘to help the world get to net zero’, means achieving ‘...a balance between anthropogenic emissions by sources and removals by sinks of greenhouse gases...on the basis of equity, and in the context of sustainable development and efforts to eradicate poverty’, as set out in Article 4(1) of the Paris Agreement.",44,About our reporting > Net zero,attribute,,4,,,,0.5,data/raw/bp/2025_sustainability_report.pdf,False,False
References to net zero for bp in the context of our ambition and net zero operations and net zero sales aims mean achieving a balance between (a) the relevant Scope 1 and 2 emissions (for net zero operations) and product lifecycle emissions (for net zero sales) and (b) the aggregate of applicable deductions from qualifying activities such as sinks under our methodology at the applicable time.,44,About our reporting > Net zero,target,hedged,,,,Scope 1,0.25,data/raw/bp/2025_sustainability_report.pdf,False,False
Any interim target or aim in respect of bp’s net zero operations aim is defined in terms of absolute reductions relative to the baseline year of 2019.,44,About our reporting > Net zero operations,target,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
Any interim target or aim in respect of bp’s net zero sales aim is defined in terms of reductions in the carbon intensity of the energy products we sell (in grams CO2e/MJ) relative to the baseline year of 2019.,44,About our reporting > Net zero sales,target,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
"For the purposes of bp’s net zero sales aim, sold energy products represent sales by a bp group subsidiary, joint operation or bp equity accounted entity (EAE).",45,About our reporting > Sold energy products,attribute,hedged,,,,,0.0,data/raw/bp/2025_sustainability_report.pdf,False,False
