sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
"Non-operated joint ventures (NOJVs) are an important part of bp’s business strategy, including with respect to methane management and net zero.",22,How will we influence NOJVs to support our aims?,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
We do not plan to rely on offsetting to meet our 2030 net zero aims.,22,Will we rely on offsetting to meet our net zero aims?,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,True,False
"Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",24,Our progress in 2021,other,hedged,35.6MtCO2e,2019,,Scope 1; Scope 2,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,24,Our progress in 2021,other,,19MtCO2e,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",24,Our progress in 2021,other,,45.5MtCO2e,2020,,Scope 1,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"This means that while we have exceeded our 2025 target, we have more work to do to achieve our overall net zero aim by reducing emissions while bringing new projects online.",24,Our progress in 2021,target,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"Scope 1 (direct) emissions, covered by aim 1, were 33.2MtCO2e in 2021, a decrease of 20% from 41.7MtCO2e in 2020.",24,Our progress in 2021,other,hedged,33.2MtCO2e,,,Scope 1,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"Scope 2 (indirect) emissions decreased by 1.4MtCO2e, to 2.4MtCO2e in 2021, a 37% reduction compared with 2020.",24,Our progress in 2021,other,,1.4MtCO2e,2020,,Scope 2,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Operational control boundary broadly covers bp-operated assetsa. bp equity share covers 100% of emissions from subsidiaries and the percentage of emissions equivalent to our share of joint arrangements and associatesd.,24,Our progress in 2021 > bp equity share emissions,other,,100%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Reductions are reportable for a 12-month period from the start of the intervention/action. c Due to rounding some totals may not agree exactly with the sum of their component parts. d bp equity share data comprises 100% of emissions from subsidiaries and the percentage of emissions equivalent to our share of joint arrangements and associates, other than bp’s share of Rosneft.",24,Our progress in 2021 > Read more: bp.com/ESGdata,other,hedged,100%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,True,False
Our aim 1 is to be net zero across our entire operations on an absolute basis by 2050 or sooner.,24,Net zero operations,target,hedged,1,,2050,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
These emissions were 54.4MtCO2e in 2019.,24,Net zero operations,other,,54.4MtCO2e,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
We’re targeting a 20% reduction in our aim 1 operational emissions by 2025 and will aim for a 50% reduction by 2030 against our 2019 baseline.,24,Net zero operations,target,firm,20%,2019,2025,,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
"Becoming net zero on an absolute basis across the carbon in our upstream oil and gas production is in part linked to reducing oil and gas production, which we expect to reduce by around 40% by 2030, against our 2019 baseline.",25,Our progress in 2021,target,,40%,2019,2030,upstream,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"The estimated Scope 3 emissions from the carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of approximately 7% from 328MtCO2 in 2020, mainly associated with portfolio changes, including divestments and existing field decline.",25,Our progress in 2021,other,,7%,2020,,Scope 3; upstream,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Since 2019 estimated Scope 3 emissions have reduced by 16%.,25,Our progress in 2021,achievement,achievement,16%,,,Scope 3,0.67,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,25,Net zero production,target,hedged,2,,2050,upstream,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
Our investments in low carbon as part of our aim 5 have increased from around $750 million in 2020 to nearly $2.2 billion in 2021.,26,Our progress in 2021,other,hedged,750 million,2020,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 3 is to reduce to net zero the carbon intensity of the energy products we sell by 2050 or sooner.,26,Net zero sales,target,hedged,3,,2050,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Our methane emissions intensity is currently calculated using a generally accepted industry methodology and, while it reflects progress in reducing intensity, it will not directly correlate with progress towards delivering our 2025 target, which is based on our new measurement approach.",27,Net zero sales > Our progress in 2021,target,firm,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,True,False
"Throughout 2021, we continued working to reduce our operational methane emissions – from upgrades in our current operations to advancing the design and use of new technology.",27,Net zero sales > Our progress in 2021,target,,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Our methane intensity in 2021 was 0.07%, an improvement from 0.12% in 2020b.",27,Net zero sales > Our progress in 2021,other,,0.07%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Methane emissions from upstream operations, used to calculate our intensity, decreased by 40% to around 43.0kt, from 71.6kt in 2020.",27,Net zero sales > Our progress in 2021,other,,40%,,,upstream,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"In 2021, bp joined forces with five other operators in the North Sea and with the Net Zero Technology Centre to develop a method for offshore methane measurements using autonomous aircraft.",27,Net zero sales > Autonomous methane measurement,attribute,,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Our aim 4 is to install methane measurement at all our existing major oil and gas processing sites by 2023, publish the data, and then drive a 50% reduction in methane intensitya of our operations.",27,Reducing methane,target,hedged,50%,,2023,own operations,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
And we will work to influence our joint ventures to set their own methane intensity targets of 0.2%.,27,Reducing methane,other,firm,0.2%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We are working to influence them to set their own methane intensity targets of 0.2% and take action to reduce methane emissions, directly and through industry bodies such as Methane Guiding Principles (MGP) and the new OGMP 2.0.",28,Reducing methane > NOJV activities,other,,0.2%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"According to the Intergovernmental Panel on Climate Change (IPCC), methane was the second largest contributor to warming over the last decade to 2019, with almost 60% of the impact of carbon dioxide.",28,Reducing methane > Why methane reduction is important in slowing the rate of temperature increase,other,,60%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"During the COP26 climate change conference in Glasgow, UK, 103 countries signed the Global Methane Pledge to reduce global methane emissions by 30% by 2030 against a 2020 baseline.",28,Reducing methane > Why methane reduction is important in slowing the rate of temperature increase,target,firm,30%,2020,2030,,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
This is a critical step toward helping the US reach net zero by 2050 or sooner and we look forward to continuing to engage with the Agency as it develops methane rules.,28,Reducing methane > Why methane reduction is important in slowing the rate of temperature increase,target,,,,2050,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
"As we continue towards our net zero ambition, we target increasing our low carbon investment to $3-4 billion per year in 2025, and aim to increase it to at least $5 billion per year in 2030.",28,More $ for new energies > Our progress in 2021,target,hedged,4 billion,,,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
"In 2021, low carbon capital expenditure increased from around $750 million in 2020 to nearly $2.2 billion.",28,More $ for new energies > Our progress in 2021,other,,750 million,2020,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We completed the formation of a 50-50 strategic US offshore wind partnership with Equinor to jointly develop up to 4.4GW generating capacity from two major lease areas off the US East Coast through two projects, Empire Wind and Beacon Wind.",28,More $ for new energies > Offshore wind,achievement,achievement,50,,,,0.33,data/raw/bp/2021_sustainability_report.pdf,False,False
"Lightsource bp is further accelerating growth, now targeting up to 25GW by 2025 and will be exclusively developing a potential 9GW solar pipeline for bp following the acquisition of 7X Energy in 2021.",28,More $ for new energies > Offshore wind,target,firm,,,2025,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
And we have awarded the first engineering contracts for Northern Endurance Partnership and Net Zero Teesside power station.,29,More $ for new energies > Offshore wind,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
HyGreen Teesside could deliver up to 500MW of low carbon electrolyticenabled hydrogen production by 2030.,29,More $ for new energies > HyGreen Teesside,target,hedged,,2030,2030,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"In the UK, we have made several recent announcements, including our plan to build a hydrogen production facility at Teesside in the North East of England, intended to deliver up to 1GW of blue hydrogen by 2030, and the HyGreen Teesside project targeting 60MWe of green hydrogen production by 2025.",29,More $ for new energies > HyGreen Teesside,target,hedged,"2030,",2025,2030,,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
Hydrogen production is also set to play a part in the strategic partnership we have formed with ADNOC and Masdar to provide clean energy solutions for the UK and UAE as well as in our collaboration with Valencia regional government to explore decarbonization opportunities in the region.,29,More $ for new energies > HyGreen Teesside,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"We launched our five aims to help the world get to net zero in February 2020, alongside five aims to get bp to net zero.",30,Assessed association memberships > Five aims to help the world get to net zero,attribute,hedged,"2020,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Our aim 6 is to more actively advocate for policies that support net zero, including carbon pricing.",31,Assessed association memberships > Five aims to help the world get to net zero,attribute,hedged,6,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"In future, any corporate advertising will be to advocate for progressive climate policy; communicate our net zero ambition; invite ideas; or build collaborations.",31,Assessed association memberships > Five aims to help the world get to net zero,target,firm,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"In addition, our CEO publicly welcomed the ‘Fit for 55’ legislative package – to help the EU to cut its emissions by at least 55% by 2030, compared with 1990 levels.",31,Assessed association memberships > Our progress in 2021,target,achievement,55%,1990,2030,,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False
"We have responded to multiple consultations on these proposals, for example, on the ramp-up of production of sustainable aviation fuel and increasing the overall share of renewables to at least 40%.",31,Assessed association memberships > Our progress in 2021,attribute,,40%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 7 is to incentivize our global workforce to deliver on our aims and mobilize them to become advocates for net zero.,32,Incentivizing employees,attribute,hedged,7,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"To help our employees deliver our strategy and sustainability aims, we are educating them about the importance of net zero, incentivizing them to become advocates and providing the support they need to do so.",32,Incentivizing employees > Our progress in 2021,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"We will expand sustainability measures in the long-term incentive plan scorecard for group leaders, through two social measures on employee engagement and improved ethnic minority representation within our senior level leader population, along with the inclusion of an aim 1 net zero operations measure.",32,Incentivizing employees > Our progress in 2021,attribute,firm,1,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"In addition from 2022, over 40% of the performance-based share awards for our senior leaders will be related to low carbon actions and delivering our strategy.",32,Incentivizing employees > Read more in our bp Annual Report 2021 on page 122,other,firm,40%,2022,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"In 2021, we launched our new digital training course ‘Net Zero + Me’, which we developed to show how employees across bp contribute to our ambition.",32,Incentivizing employees > Education and advocacy,target,hedged,"2021,",,,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
We also appointed our first low carbon skills and learning team to help our people build the capability they need as we pursue our net zero ambition and scale our low carbon businesses.,32,Incentivizing employees > Education and advocacy,target,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"Throughout 2021, these advocates supported a number of progressive climate policy campaigns, including the rEV index campaign, which measures the UK’s progress in transitioning to electric vehicles.",32,Incentivizing employees > Education and advocacy,target,,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Throughout 2021, we pushed for constructive engagement on climate policy proposals in the US, with API, the US Chamber of Commerce, the National Association of Manufacturers, and other organizations.",33,Aligning associations > Our progress in 2021,target,,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
We have actively participated in the development of carbon and net zero standards and benchmarks.,33,Aligning associations > Read the report here: bp.com/tax,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"We, alongside some of our peers, are currently piloting the new Net Zero Standard developed by the Institutional Investors Group for Climate Change for Oil & Gas.",33,Aligning associations > Read the report here: bp.com/tax,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 10 is to launch a new team to create integrated clean energy and mobility solutions.,34,Clean cities and corporates,attribute,hedged,10,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We launched our regions, cities and solutions team in 2020, to help countries, cities and corporations around the world decarbonize.",34,Clean cities and corporates,achievement,achievement,"2020,",,,,0.33,data/raw/bp/2021_sustainability_report.pdf,False,False
"This builds on our plans to transform our Castellon refinery to be capable of producing green hydrogen, biofuels and renewable energy.",34,Clean cities and corporates > Our progress in 2021,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"We signed an MoU with CEMEX, a global leader in the building materials industry, to support its 2050 ambition to deliver net zero concrete.",34,Clean cities and corporates > Heavy industry,target,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
We also progressed our strategic partnership with Qantas to supply sustainable aviation fuel to the airline from 2022 for selected flights from London to Australia departing from London’s Heathrow Airport.,34,Clean cities and corporates > Heavy transport,attribute,,,2022,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"In Aberdeen, we have formed a joint venture with Aberdeen City Council to build and operate Scotland’s first green hydrogen hub, supplying hydrogen for the city’s mobility and heating needs.",34,Clean cities and corporates > Partnership updates,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Microsoft and bp are also working together to find innovative low carbon solutions – exploring concepts such as the development of clean energy parks powered by next-generation technologies.,34,Clean cities and corporates > Partnership updates,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 11 is to develop enough clean energy to benefit more than 36 million people.,37,More clean energy,attribute,hedged,36 million,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"By 2030 we aim to have developed 50GW of renewable generating capacitya – broadly enough to meet the power needs of 36 million peopleb, including exploring ways to make clean energy accessible to those who need it mostc.",37,More clean energy,target,hedged,36 million,,2030,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
We have set two objectives for this aim: 50GW renewable energy equivalent developed to final investment decision (FID) by 2030; and programmes to support access and affordability.,37,More clean energy > Our progress in 2021,target,hedged,,,2030,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
We set a target of 20GW of renewable energy generating capacity to be developed to FID by 2025 with an aim of 50GW by 2030.,37,More clean energy > Developing more renewable energy,target,hedged,,,2025,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False
"Throughout 2021, we reviewed ways in which we can support access to affordable energy and in 2022, we are set to develop and outline an approach to meeting this objective.",37,More clean energy > Access and affordability programmes,target,hedged,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Throughout 2021, we supported the development of the Energy for a Just Transition collaboration led by Business for Social Responsibility (BSR) and The B Team and are now active participants.",37,Just transition > Enabling a just transition,target,,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
We also engaged extensively with the local community in Teesside to help us develop our plans for H2Teesside and Net Zero Teesside Power projects.,38,Just transition > Just transition for local communities,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
The 2021 UN Biodiversity Conference (COP15) Part 1 emphasized the need for action to put biodiversity on a path to recovery by 2030.,45,New waste metrics piloted > Read more: Aims and objectives summary,target,,1,,2030,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"To inform how the methodology might work in practice we evaluated it on three major projects and eight smaller ones – including the Tangguh LNG expansion in Indonesia, Net Zero Teesside in the UK, and Greater Tortue Ahmeyim Phase 1 in Mauritania and Senegal.",45,New waste metrics piloted > Net positive impact in bp projects,attribute,hedged,1,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"For example, at our Castellon refinery, water consumption was reduced by approximately 176,000 m3, by feeding osmosis water to the cooling towers.",46,Enhancing biodiversity > Our water consumption in 2021,achievement,achievement,"176,000",,,,0.33,data/raw/bp/2021_sustainability_report.pdf,False,False
"Based on anticipated changes in the areas WRI marks as water stressed, this number may increase to 12 by 2040, assuming a business-asusual scenario with no portfolio changes.",46,Enhancing biodiversity > Our water consumption in 2021,target,hedged,12,,2040,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,True
"At major operating sites, 0.1% of our total freshwater withdrawals and 0.6% of freshwater consumption were from regions with high or extremely high water stress in 2021 (compared with 4% and 8% respectively in 2020).",46,Enhancing biodiversity > Our water consumption in 2021,other,,0.1%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"Our onshore business in Oman, which completed a detailed Water Value Improvement process in 2017/18, is already undertaking water assessments and others are due to start soon, including our Castellon refinery in Spain.",46,Enhancing biodiversity > Improving water efficiency,achievement,achievement,"18,",,,,0.33,data/raw/bp/2021_sustainability_report.pdf,False,False
"The project has involved extending and renovating the N’diago water supply network, including construction of a 200 m³ water tower and a distribution network.",46,Enhancing biodiversity > Water replenishment collaboration,other,,200 m³,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
Our aim 17 is becoming water positive by 2035.,46,Water positive,target,hedged,17,,2035,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We will also support the development of scalable markets for certified natural climate solutions that help the world reduce deforestation, get to net zero and deliver environmental and social benefits.",47,Championing nature-based solutions,attribute,firm,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"In November 2021, Finite Carbon launched a forest carbon offset programme in Canada that offers forestland owners and First Nations an opportunity to manage their lands to remove and store carbon dioxide, using a methodology approved by the American Carbon Registry.",47,Championing nature-based solutions > Natural climate solutions,achievement,achievement,"2021,",,,,0.33,data/raw/bp/2021_sustainability_report.pdf,False,False
"The strategy embraces circular economy thinking – looking at the lifecycle of products to see how they can be improved, extended, reused or recycled.",48,Unlock circularity > Increasing circularity across bp,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
"By 2030, Castrol aims to reduce its plastic footprint by half, halve the net carbon intensity per litre of its products, and help its commercial customers towards their sustainability goals by saving energy, waste and water.",48,Unlock circularity > Increasing circularity across bp,target,hedged,"2030,",,2030,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"The workshop aimed to help integrate carbon into business processes and management systems across our operations, and included a focus on net zero carbon culture.",50,In this section > Sustainability in our culture,attribute,,,,,own operations,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"And in 2021, more than 1,500 sustainability awards were made through our energize recognition platform, celebrating progress in our three focus areas: net zero, people and planet.",50,In this section > Sustainability in our culture,attribute,,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False
"We are also integrating net zero considerations into decision-making across area development plans, business improvement plans and projects.",51,Embedding sustainability > Read more in our bp Annual Report 2021 on pages 30-36,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False
