sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional
"In 2023 our engagements with selected NOJV partners were focused on net zero operations, biodiversity, water scarcity and human rights.",15,‘Who we are’ > Policies and practices,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"The set includes a case’s potential impact on our net zero aims 1-3, along with any significant impacts on, or contributions to, certain of our people and planet aims.",16,Sustainability in our processes,attribute,hedged,1,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our destination is unchanged — to be a net zero company by 2050 or sooner, and to help the world get to net zero.",17,In this section,target,,,,2050,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"We launched our five aims to get bp to net zero in February 2020, alongside five aims to help the world get to net zero.",18,Getting to net zero > See the glossary on pages 59-61,attribute,hedged,"2020,",,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"The combination of near-term and longer-timeline opportunities is the basis of our biofuels strategy, giving us huge momentum on the pathway to net zero.",18,Getting to net zero > Net zero operations,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
We have worked consistently to deliver our 10 net zero aims since their launch in 2020.,19,More $ into transition $3.8bn,attribute,hedged,10,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"By setting a path that enables us to make a positive contribution, working to build and participate in many of the new net zero value chains the world will need, and by decarbonizing our own operations, our ambition and aims support the world’s progress towards the goals of the Paris Agreement.",19,More $ into transition $3.8bn > Our net zero targets and aims,target,firm,,,,own operations; value chain,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zeroa.",19,More $ into transition $3.8bn > Our net zero targets and aims,target,hedged,,,2050,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"We are aiming to be net zero across our operations, production and sales.",19,More $ into transition $3.8bn > Our net zero targets and aims,attribute,hedged,,,,own operations,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"In a world heading for net zero, we believe bp is best positioned for success if we also head for net zero – working to build and participate in net zero value chains, using our capabilities to integrate along and across them, and decarbonizing our own operations.",20,More $ into transition $3.8bn > Our net zero targets and aims,attribute,,,,,own operations; value chain,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"We believe that our net zero ambition and aims, taken together, set out a path for bp that is consistent with the goals of the Paris Agreement.",20,More $ into transition $3.8bn > Our net zero targets and aims,target,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
When we refer to ‘consistency with Paris’ we consider this to mean consistency with the world meeting the temperature goal set out in Articles 2.1(a) and 4.1 of the Paris Agreement on Climate Change.,20,More $ into transition $3.8bn > Our net zero targets and aims,target,hedged,2.1,,,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
We believe our ambition and our 10 net zero aims need to be considered as a package for consistency with the Paris goals.,20,More $ into transition $3.8bn > Our net zero targets and aims,target,hedged,10,,,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"This is because they combine to set bp’s direction for net zero, supporting society’s drive towards the Paris goals and enabling bp to succeed in a Parisconsistent world.",20,More $ into transition $3.8bn > Our net zero targets and aims,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
It includes three main scenarios – two of which we regard as Paris-consistent (Accelerated and Net Zero scenarios) – which we use along with other sources to inform our strategy.,20,More $ into transition $3.8bn > Informed by Paris-consistent energy transition scenarios,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
We believe our strategy enables us to make a positive contribution to the world achieving net zero GHG emissions and meeting the Paris goals – outcomes we believe to be in our best interests as well as beneficial to society generally.,20,Consistency of our ambition and aims with the Paris goals > Contributes to net zero,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
In addition to investing in and scaling our own lower carbon businesses there are many ways a company at the heart of the energy sector can make a meaningful contribution to the world getting to net zero.,20,Consistency of our ambition and aims with the Paris goals > Contributes to net zero,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"We seek to advance these areas through our aims 1-5 in support of our ambition to be a net zero company by 2050, or sooner, and aims 6-10 which are focused on activities that can help the world get to net zero.",20,Consistency of our ambition and aims with the Paris goals > Contributes to net zero,target,hedged,1,,2050,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Methane intensity is currently calculated using our existing methodology. h The 50% reduction we are aiming for is against a new baseline which we plan to set based on the new measurement approach.,21,Aims 1-5 update,other,hedged,50%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"We also plan to increase the use of blue and green hydrogen at our refineries, reducing the emissions associated with the use of natural gas and grey hydrogen.",22,Our actions,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"We continued on our path towards our operational emissions reduction target in 2023, although compared with 2022 (31.9MtCO2e), Scope 1 and 2 emissions remained broadly flat.",22,Our progress in 2023,other,,31.9MtCO2e,2023,,Scope 1,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our combined Scope 1 and 2 emissions, covered by aim 1 were 32.1MtCO2e – a decrease of 41% from our 2019 baseline of 54.5MtCO2ec.",22,Our progress in 2023,other,hedged,32.1MtCO2e,2019,,Scope 1,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
The total decrease includes 17.9MtCO2e attributable to divestments and 5.0MtCO2e in sustainable emission reductions (SERs).,22,Our progress in 2023,other,,17.9MtCO2e,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
We have already exceeded our 2025 target of 20% emission reductions against our 2019 baseline.,22,Our progress in 2023,achievement,achievement,20%,2019,,,0.67,data/raw/bp/2023_sustainability_report.pdf,False,False
"They should not be taken to represent specific expectations of actual impacts of actions driving delivery. c Scope 2 emissions on a market basis. d Operational control data comprises 100% of emissions from activities operated by bp, going beyond the Ipieca guidelines by including emissions from certain other activities such as contracted drilling activities.",22,Our progress in 2023,other,hedged,100%,,,Scope 2,1.0,data/raw/bp/2023_sustainability_report.pdf,True,False
Our aim 1 is to be net zero across our entire operations on an absolute basis by 2050 or sooner.,22,Net zero operations,target,hedged,1,,2050,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
These emissions were 54.5MtCO2e in 2019a.,22,Net zero operations,other,,54.5MtCO2e,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
We are targeting a 20% reduction in our aim 1 operational emissions by 2025 and will aim for a 50% reduction by 2030 against our 2019 baseline.,22,Net zero operations,target,firm,20%,2019,2025,,0.75,data/raw/bp/2023_sustainability_report.pdf,False,False
"In 2023 our Scope 1 (direct) emissions, covered by aim 1, were 31.1MtCO2e – an overall increase from 30.4MtCO2e in 2022.",23,Net zero operations,other,hedged,31.1MtCO2e,,,Scope 1,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Of these Scope 1 emissions, 30.2MtCO2e were carbon dioxide and 1.0MtCO2e methanea.",23,Net zero operations,other,,30.2MtCO2e,,,Scope 1,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"In 2023 our Scope 2b (indirect) emissions, covered by aim 1, decreased by 0.4MtCO2e, to 1.0MtCO2e, compared with 2022.",23,Net zero operations,other,hedged,0.4MtCO2e,2022,,Scope 2,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
Operational control boundary covers bp-operated assetsc. bp equity share covers 100% of emissions from subsidiaries and the percentage of emissions equivalent to our share of joint arrangements and associatesd.,23,Net zero operations,other,,100%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"This does not affect the underlying values. b Scope 2 emissions on a market basis. c Operational control data comprises 100% of emissions from activities operated by bp, going beyond the Ipieca guidelines by including emissions from certain other activities such as contracted drilling activities.",23,Net zero operations,other,,100%,,,Scope 2,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
Portfolio optimization Becoming net zero on an absolute basis across the carbon in our upstream oil and gas production is partly linked to reducing that production.,23,Net zero operations > Our actions,attribute,,,,,upstream,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Since 2019 our estimated Scope 3 emissions covered by aim 2 have reduced by 13%, which is around the mid-range of our 2025 target of a 10-15% reduction against our 2019 baseline.",23,Net zero operations > Our progress in 2023,target,hedged,13%,2019,,Scope 3,0.75,data/raw/bp/2023_sustainability_report.pdf,False,False
Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,23,Net zero production,target,hedged,2,2050,2050,upstream,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our methodology is aligned with the Oil and Gas Climate Initiative’s (OGCI). b Methane intensity is currently calculated using our existing methodology and, while it reflects progress in reducing methane emissions, will not directly correlate with progress towards delivering the 2025 target under aim 4. c The 0.20% methane intensity target is based on our new measurement approach.",26,Product lifecycle > Our actions,target,firm,0.20%,,,,0.25,data/raw/bp/2023_sustainability_report.pdf,True,False
Methane intensity is currently calculated using our existing methodology. d The 50% reduction we are aiming for is against a new baseline which we plan to set based on the new measurement approach.,26,Product lifecycle > Our actions,other,hedged,50%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our aim 4 is to install methane measurement at all our existing major oil and gas processing sites by 2023, publish the data, and then drive a 50% reduction in methane intensity of our operations.",26,Reducing methane,target,hedged,50%,,2023,own operations,0.75,data/raw/bp/2023_sustainability_report.pdf,False,False
And we will work to influence our joint ventures to set their own methane intensity targets of 0.2%.,26,Reducing methane,other,firm,0.2%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our methodology is aligned with the Oil and Gas Climate Initiative’s (OGCI). b Methane intensity is currently calculated using our existing methodology and, while it reflects progress in reducing methane emissions, will not directly correlate with progress towards delivering the 2025 target under aim 4.",27,Reducing methane,target,firm,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,True,False
"We are part of a group of more than 50 companies that have signed the Oil & Gas Decarbonization Charter, launched at COP28 in December 2023.",27,Reducing methane > Oil & Gas Decarbonization Charter,achievement,achievement,50,,,,0.33,data/raw/bp/2023_sustainability_report.pdf,False,False
"The Charter includes aims to achieve net zero operations by or before 2050, and zero routine flaring and near-zero methane emissions by 2030.",27,Reducing methane > Oil & Gas Decarbonization Charter,target,hedged,"2050,",,2050,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
We also intend to donate $25 million to the Global Flaring and Methane Reduction trust fund – a World Bank initiative to boost financing mechanisms and technical solutions that enable methane emissions reduction.,27,Reducing methane > Oil & Gas Decarbonization Charter,other,hedged,25 million,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
We maintained our methane intensity at 0.05% in 2023b.,27,Reducing methane > Our progress in 2023,other,,0.05%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Methane emissions from upstream operations, used to calculate our intensity, increased by around 10% from 28kt in 2022 to 31kt in 2023.",27,Reducing methane > Our progress in 2023,other,,10%,2022,,upstream,1.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"In 2022 we acquired Archaea Energy, which continued its growth throughout 2023.",28,Our actions,target,,,,2023,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"Archaea Energy has a development pipeline of around 80 projects, and expects to start up 15-20 new plants per year through 2025.",28,Our actions,target,,80,,2025,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"This portfolio will support the development of our green hydrogen, e-fuels, EV charging and power trading businesses.",29,More$ into transition > In 2023 we continued to grow our EV charging network:,attribute,firm,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"As part of this agreement, we have acquired a 55% stake in Deep Wind Offshore’s early-stage offshore wind portfolio, which includes four projects across the Korean peninsula with a combined potential generating capacity of up to 6GW. y In the US, Lightsource bp started construction work on the Arche solar project in Ohio, secured by a power-purchase agreement with Meta.",29,More$ into transition > In 2023 we continued to grow our EV charging network:,other,,55%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"This technology is expected to help reduce the cost of, and electricity requirements for, green hydrogen production.",29,More$ into transition > In 2023 we continued to grow our EV charging network:,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"In Spain, we announced plans for a low carbon green hydrogen cluster (HyVal) in Spain’s Valencia region.",29,More$ into transition > In 2023 we continued to grow our EV charging network:,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
This planned initiative is set to be based around the phased development of electrolysis capacity to produce green hydrogen at our Castellón refinery.,29,More$ into transition > In 2023 we continued to grow our EV charging network:,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
We also plan to triple the refinery’s production of biofuels to help meet the growing demand for low carbon fuels such as sustainable aviation fuel.,29,More$ into transition > In 2023 we continued to grow our EV charging network:,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Low carbon activity capital expenditure In 2023 low carbon activity investment, a subset of our total transition growth investment, accounted for 67% of our total aim 5 investment.",29,More$ into transition > Read more in the bp Annual Report 2023 page 30,other,hedged,67%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
It decreased from more than $4 billion in 2022 to more than $2.5 billion reflecting the impact of large low carbon acquisitions in 2022.,29,More$ into transition > Read more in the bp Annual Report 2023 page 30,other,,4 billion,2022,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Our current business plans see low carbon activity comprising more than 80% of our aim 5 spend by 2030.,29,More$ into transition > Read more in the bp Annual Report 2023 page 30,target,hedged,80%,,2030,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our aim 6 is to more actively advocate for policies that support net zero, including carbon pricing.",30,More$ into transition > Read more in the bp Annual Report 2023 page 30,attribute,hedged,6,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"In the future, any corporate advertising will be to push for progressive climate policy, communicate our net zero ambition or support delivery of our strategy, invite ideas, or build collaborations.",30,More$ into transition > Read more in the bp Annual Report 2023 page 30,target,firm,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"These include pathways for advanced leak detection technologies and limitations on routine flaring. y Continuing our support of the US Inflation Reduction Act, including its role in backing opportunities for hydrogen and sustainable aviation fuel (SAF). y Advocating for legislation in Washington state, US, that provides incentives for the production and use of SAF.",30,More$ into transition > Our progress in 2023,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
Our aim 7 is to incentivize our global workforce to deliver on our aims and mobilize them to become advocates for net zero.,30,Incentivizing employees,attribute,hedged,7,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"To help our employees contribute to the delivery of our strategy and sustainability aims, we are educating them about the importance of net zero and supporting them to become advocates for net zero.",30,Incentivizing employees > Our progress in 2023,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
This measure covers the same Scope 1 and 2 emissions reported under aim 1 (net zero operations).,31,Incentivizing employees > Our progress in 2023,attribute,hedged,,,,Scope 1,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Throughout 2023 we made a case for action in support of our position on climate with these 10 ‘partially aligned’ groups.,31,Incentivizing employees > Read more in the bp Annual Report 2023 pages 105-132,target,hedged,10,,2023,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Updates to our climate policy positions As the world continues working towards net zero, our policy positions and expectations of the trade associations we belong to will naturally evolve.",31,Incentivizing employees > Read more in the bp Annual Report 2023 pages 105-132,attribute,firm,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Our voice is one among many, but we believe everyone needs to work together to achieve net zero.",31,Aligning associations > Our progress in 2023,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
We have actively participated in the development of carbon and net zero standards and benchmarks.,32,Transparency leader > Our progress in 2023,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Alongside some of our peers, we participated in the new Net Zero Standard for Oil & Gas developed by the Institutional Investors Group for Climate Change.",32,Transparency leader > Our progress in 2023,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
Our aim 10 is to provide integrated clean energy and mobility solutions.,33,Clean cities and corporates,attribute,hedged,10,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"There is potential to store up to 23 million tonnes of carbon dioxide a year in the Southern North Sea, by 2035. y Remediation work on the former Redcar steelworks commenced, with plans to locate Net Zero Teesside Power there.",33,Clean cities and corporates > Our progress in 2023,target,,23 million,,2035,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"We launched plans for a low carbon green hydrogen cluster called HyVal, at our Castellón refinery in the Valencia region of Spain.",33,Clean cities and corporates > Our progress in 2023,attribute,achievement,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Led by bp, this planned public-private collaborative initiative is set to be based around the phased development of electrolysis capacity for producing green hydrogen.",33,Clean cities and corporates > Our progress in 2023,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"We also signed a global mobility agreement with Uber to help accelerate their commitment to become a zero-tailpipe emissions mobility platform in the US, Canada and Europe by 2030 and globally by 2040.",33,Clean cities and corporates > Our progress in 2023,target,firm,,,2030,global,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
We are aiming to be a leading supplier of sustainable aviation fuel (SAF).,33,Clean cities and corporates > Our progress in 2023,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Preparing for jobs in low carbon industries In Teesside, UK we are funding the Teesside Clean Energy Technician Scholarship to help people from diverse backgrounds prepare for employment in low carbon industries.",35,"Early careers employees, Gelsenkirchen refinery, Germany Improving people’s lives > In this section",attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
Our aim 11 is to develop enough clean energy to benefit more than 36 million people.,36,More clean energy,attribute,hedged,36 million,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"By 2030 we aim to have developed 50GW of renewable generating capacitya – broadly enough to meet the power needs of 36 million peopleb, including exploring ways to make clean energy accessible to those who need it most.",36,More clean energy,target,hedged,36 million,,2030,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"We have set a target to develop 20GW of renewable energy generating capacity to FID by 2025, with an aim of developing 50GW by 2030.",36,More clean energy > Developing more renewable energy,target,hedged,"2025,",,2025,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"CQC projects are designed to support several UN Sustainable Development Goals, including improved health, gender equality and affordable and clean energy.",36,More clean energy > Access and affordability programmes,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"These include the Teesside Clean Energy Technician scholarships, with around 40 students expected to be enrolled by the end of 2024.",37,More clean energy > Enabling a just transition,target,,40,,2024,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Water assessments to improve efficiency We conducted assessments at four refineries, which account for around 51% of our water consumption, to help identify areas where we can create efficiencies in water consumption.",46,In this section,other,,51%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Based on anticipated changes in the areas WRI identifies as water stressed, this number is expected to remain largely unchanged by 2030, assuming a business as-usual scenario with no portfolio changes.",48,Enhancing biodiversity > Our water consumption in 2023,target,,"2030,",,2030,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"At major operating sites, 73% of our total freshwater withdrawals and 36% of freshwater consumption were from regions with high or extremely high water stress in 2023.",48,Enhancing biodiversity > Our water consumption in 2023,other,,73%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"In 2023 we continued detailed, site-based water assessments at four refineries – Rotterdam in the Netherlands, Lingen in Germany and Cherry Point and Whiting in the US – representing approximately 51% of our total consumption in 2023.",48,Enhancing biodiversity > Improving water efficiency,other,,51%,2023,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Our aim 17 is becoming water positive by 2035.,48,Water positive,target,hedged,17,,2035,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"Together, these resulted in the loss of over 36 million litres of potable water at a cost of NZ$85,000 to the bp business.",48,Water positive > Tackling water leaks in Australia and New Zealand,other,,36 million,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
This contributed to a 25% decrease in monthly network water use in New Zealand from January to September 2023 and an associated 28% reduction in invoiced spend.,48,Water positive > Tackling water leaks in Australia and New Zealand,other,,25%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"We will also support the development of scalable markets for certified natural climate solutions that help the world reduce deforestation, get to net zero and deliver environmental and social benefits.",50,Championing nature-based solutions,attribute,firm,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"At Warm Spring Ponds, Montana, an environmental remediation site is managed to provide over 1,300 acres of wildlife habitat that supports a large rainbow trout population and attracts thousands of migratory waterfowl that stop at the ponds.",50,Championing nature-based solutions > Nature-based solutions in action,other,,"1,300 acres",,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"For example, the five-litre bottle uses up to 20% less plastic by weight compared to the previous packaging. y Our high-density polyethylene bottles in India now include 30% post-consumer recycled content.",51,Unlock circularity > Increasing circularity across bp,attribute,,20%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"In 2023 we have diverted more than one million kilograms of surplus food from waste. y In Australia, together with OzHarvest, we avoided food waste and supported local communities by delivering around 54,000 meals to those in need instead of disposing of the food.",51,Unlock circularity > Increasing circularity across bp,achievement,achievement,"54,000",,,,0.33,data/raw/bp/2023_sustainability_report.pdf,False,False
"For example, we responded to the EU’s open consultation on the development of the EU 2040 Climate Target – expressing our support for a dedicated target for carbon removals and highlighting the importance of including nature-based removals, which can play an important role in meeting the EU’s climate ambitions.",51,Unlock circularity > Increasing circularity across bp,target,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"We are making progress towards our target for all bp own-brand food packaging in Europe to be reusable, recyclable or biodegradable by 2025.",52,Unlock circularity > Increasing circularity across bp,target,,,,2025,,0.25,data/raw/bp/2023_sustainability_report.pdf,False,False
"The blades and nacelles, which house power generation equipment and transformers at the top of the wind towers, were replaced on 40 turbines, which are consequently expected to generate up to 40% more energy from the same wind resource.",52,Circularity in action at Fowler Ridge,other,,40%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"In line with our new endeavour to send zero blades to landfill, the business anticipates sending all metal resulting from future repower projects to a disposal yard to be repurposed or recycled.",52,Circularity in action at Fowler Ridge,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Waste data for 2023 We disposed of around 240kt of hazardous and non-hazardous waste in 2023, a 21% decrease from 2022 (2022 305kt) and we recycled or recovered around 250kt of waste, a 4% increase from 2022.",52,Circularity in action at Fowler Ridge,attribute,,21%,2022,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Our recycling and recovery ratea was 51%.,52,Circularity in action at Fowler Ridge,other,,51%,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
"The position comprises two parts: our objectives across decarbonization, social sustainability and environmental sustainability – aligning with our net zero, people and planet aims; and our core principles for achieving our objectives, including prioritization, collaboration, industry action, and capability building.",53,Sustainable purchasing > Sustainable purchasing position,attribute,hedged,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"For example, our procurement activities support the delivery of aim 19 – unlock circularity and aim 1 – net zero operations, because we source goods and services that support efforts towards our operational decarbonization.",53,Sustainable purchasing > Supporting our sustainability aims,attribute,hedged,19,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Decarbonizing the future of aviation: Our senior asset director from Air bp discusses the potential to scale up sustainable aviation fuel during a keynote panel event at Dubai Airshow.,54,Sustainable purchasing > Supporting our sustainability aims,attribute,,,,,,0.0,data/raw/bp/2023_sustainability_report.pdf,False,False
"Environmental Defense Fund (EDF) – Through our memorandum of understanding with EDF, which runs until 2025, we are working together to drive the reduction of global methane emissions across the oil and gas value chain.",56,Local communities $117m,target,,"2025,",,2025,value chain,0.75,data/raw/bp/2023_sustainability_report.pdf,False,False
"Breakout sessions provided an update to investors on safety and delivery against our net zero aims, in particular aim 1– net zero operations and aim 4 – reducing methane.",56,Investors and shareholders $4.8bn,attribute,hedged,1,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
Climate Action 100+ (CA100+) – Our score improved in the CA100+ Net Zero Company Benchmark in 2023.,56,Investors and shareholders $4.8bn,attribute,,100,,,,0.5,data/raw/bp/2023_sustainability_report.pdf,False,False
