sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"In addition, we also launched our “Amazon Sustainability Exchange”—a free, publicly available website that democratizes our guidelines, playbooks, science models, and other resources to help other companies make meaningful progress toward net-zero carbon emissions.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,attribute,achievement,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"We know the path to net-zero carbon by 2040 will be challenging, but we are making investments, creating new ways of working, and inventing new solutions to help us decarbonize now and in the future.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,2040,2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"At the end of 2023, The Climate Pledge included 473 signatories focused on achieving net-zero carbon emissions by 2040.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,"2023,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"One way we do this is through The Climate Pledge Fund, Amazon’s $2 billion venture investment program, which supports the advancement of sustainabilityfocused technologies and services that will enable us to meet our net-zero carbon emissions goal.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,2 billion,,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"We will continue to innovate, collaborate, and do the work needed to deliver the best for our customers, progress toward net-zero carbon emissions by 2040, and most importantly, contribute to a healthier planet.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,"2040,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"Zero-emission fuel: Along with opting for more efficient shipping routes, we also prioritize lower-carbon marine biofuels.",14,Delivery and Logistics > Ocean Freight,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2021, we were a founding member of the First Movers Coalition, a global coalition of companies leveraging their purchasing power to decarbonize the world’s heavyemitting sectors, such as ocean transportation.",14,Delivery and Logistics > Ocean Freight,achievement,achievement,"2021,",,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"Through our active participation, we are supporting First Movers Coalition’s goal to use maritime ships with zero-emission fuels for at least 10% of cargo shipped internationally by 2030.",14,Delivery and Logistics > Ocean Freight,target,,10%,,2030,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Zero Emission Vessels (coZEV) with the Aspen Institute to support initiatives that increase the availability of zeroemission technologies and fuels while gaining support from shipping lines, cargo owners, ports, and other organizations that can help to enable the energy transition.",15,Delivery and Logistics > Ocean Freight,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Through our membership, we are supporting coZEV’s goal to use maritime ships with zero-emission fuels for 100% of ocean cargo by 2040.",15,Delivery and Logistics > Ocean Freight,target,,100%,,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Biofuel: Our investment in maritime biofuel helps to accelerate the shipping industry’s transition to zero-emission fuels by demonstrating demand for lower-carbon fuel alternatives to bunker fuel.,15,Delivery and Logistics > Ocean Freight,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"As availability increases, we will continue to increase the percentage of cargo we transport on these types of ships and leverage additional lower-carbon fuels in 2024 and beyond.",15,Delivery and Logistics > Ocean Freight,other,firm,2024,2024,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In early 2023, we co-founded the Zero Emission Maritime Buyers Alliance (ZEMBA) with the Aspen Institute, Patagonia, and Tchibo.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"ZEMBA seeks to accelerate commercial deployment of zero-emission shipping, enable economies of scale, and reduce maritime emissions.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
This was the first major buyer-led initiative for the transition to zero-emission fuels in maritime shipping—one of the most challenging sectors to decarbonize.,15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,achievement,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Aviation is also considered a hard-to-abate sector, which is why we are sourcing lower-carbon aviation fuels such as sustainable aviation fuel (SAF) and using SAF credits to reduce our own airfreight emissions as well as working with peers on innovative industry-wide solutions.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Lower-carbon aviation fuel, such as SAF, currently represents less than 0.1% of global aviation fuel and remains cost-prohibitive for most companies.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,other,,0.1%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"To help address these challenges, Amazon is a founding member of the Sustainable Aviation Buyers Alliance (SABA) and played a critical role in launching the Sustainable Aviation Fuel certificates (SAFc) Registry at the 28th meeting of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP28).",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Moving products by rail or sea—instead of on the road, by conventional trucks—reduces carbon emissions by an average of nearly 50%.",15,Delivery and Logistics > Middle Mile Efficiency,other,,50%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Additionally, in 2023, The Climate Pledge and C40 Cities (C40) developed Laneshift, a partnership to accelerate the transition to zero-emission electric trucks and charging infrastructure across major cities in India and Latin America.",16,Journey of a Kindle through Our Transportation Network,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"Amazon began mobile fueling diesel-powered vehicles— including trucks that operate short, local routes and vehicles that operate within our facilities—with renewable diesel at all California and Oregon fulfillment and sort centers in 2023.",16,Journey of a Kindle through Our Transportation Network > Last Mile Electric Delivery Vehicles,other,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
They can reduce carbon emissions by at least 75% compared to diesel when refueled with RNG.,16,Journey of a Kindle through Our Transportation Network > Last Mile Electric Delivery Vehicles,other,,75%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"This growth was driven by the opening of seven permanent RNG fueling stations across our North American logistics network in partnership with Clean Energy, the largest provider of RNG for the transportation industry in North America.",16,Journey of a Kindle through Our Transportation Network > Last Mile Electric Delivery Vehicles,attribute,achievement,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, Amazon participated in the Smart Freight Centre (SFC) Exchange Network, a nonprofit organization whose mission is to accelerate the reduction of logistics emissions by fostering collaboration.",16,Journey of a Kindle through Our Transportation Network > Partnerships Accelerating Middle Mile Decarbonization,other,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Our sustainable rail freight solutions were recognized by BNSF Railway, which selected Amazon as one of the recipients of its 2023 Sustainability Award.",16,Journey of a Kindle through Our Transportation Network > Partnerships Accelerating Middle Mile Decarbonization,achievement,achievement,2023,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, Amazon Day delivery avoided the use of more than 200 million boxes (up from nearly 115 million in 2022) and 226,000 metric tons of CO2e.",17,Journey of a Kindle through Our Transportation Network > Amazon Day Delivery,achievement,achievement,200 million,2022,,,0.67,data/raw/amazon/2023_sustainability_report.pdf
"The construction, operation, and decommissioning of these buildings accounted for one fifth of Amazon’s total carbon emissions in 2023, which is why we’re committed to implementing and scaling decarbonization solutions and processes to reduce the footprint of this sector of our business.",17,Building Construction and Operations,other,firm,"2023,",2023,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In August 2023, we began transporting packages in London using both zero-emission middle mile vehicles (electric heavy-duty trucks) and last mile vehicles (electric vans).",17,Building Construction and Operations > United States,attribute,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Lighting retrofits alone have saved 1.23 billion megawatthours (MWh) of energy and avoided more than 873,000 metric tons of CO2e from 2017 to 2023.",18,Building Construction and Operations > Implementing Foundational Efficiency Initiatives,achievement,achievement,1.23 billion,2017,,,0.67,data/raw/amazon/2023_sustainability_report.pdf
"We built our second headquarters (HQ2) in Arlington, Virginia, with sustainability in mind.",18,Building Construction and Operations > Validating Our Progress,other,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Opened in May 2023, HQ2 runs on 100% renewable electricity and achieves energy savings of 24% relative to a comparable Leadership in Energy and Environmental Design (LEED) baseline.",18,Building Construction and Operations > Validating Our Progress,other,hedged,100%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
More than 40 Amazon sites globally now use this same CarbonCure technology.,18,Building Construction and Operations > Validating Our Progress,other,,40,,,global,1.0,data/raw/amazon/2023_sustainability_report.pdf
"Design elements at HQ2 incorporate native flora and fauna and use earth tones and natural materials, such as wood and stone, to create a warm and inviting atmosphere.",18,Building Construction and Operations > Sustainability at Our Second Headquarters,other,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"At the end of 2023, Amazon had 270 rooftop solar projects at our facilities around the globe.",19,Building Construction and Operations > Scaling Renewable Energy,other,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"We brought 50 new on-site solar energy systems online in 2023, for a total capacity of 58 MW.",19,Building Construction and Operations > Scaling Renewable Energy,other,,50,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"These on-site solar energy systems are estimated to generate 123,000 MWh annually—enough energy to power over 33,600 European homes—and avoid the equivalent of roughly 47,400 metric tons of CO2e each year compared to nonrenewable electricity sources.",19,Building Construction and Operations > Scaling Renewable Energy,other,,"123,000 MWh",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Refrigerants with high GWP—such as hydrofluorocarbons (HFCs)—contribute to climate change by trapping more heat in the atmosphere than CO2.,19,Building Construction and Operations > Lower-Emission Refrigerants,other,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"That’s why Amazon Fresh and Whole Foods Market use low-GWP refrigerants, such as CO2 refrigerants, to help grocery stores reduce emissions.",19,Building Construction and Operations > Lower-Emission Refrigerants,other,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Together, Amazon and Whole Foods Market donated to the North American Sustainable Refrigeration Council in 2023 to accelerate the council’s efforts to train the next generation of skilled technicians needed to install and maintain sustainable refrigeration systems.",19,Building Construction and Operations > Lower-Emission Refrigerants,other,,2023,2023,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, 29 Amazon building projects were constructed with lower-carbon concrete and steel, collectively reducing embodied carbon by over 79,000 metric tons of CO2e.",19,Building Construction and Operations > Using Lower-Carbon Materials,achievement,achievement,"79,000 metric tons",,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, AWS built 36 data centers with lower-carbon concrete, up from 16 in 2022.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,"2023,",2022,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"AWS also tested a low-carbon, performance-based ASTM C1157 Hydraulic Cement by Ozinga, a concrete, bulk materials, and logistics solutions supplier, which achieved a 64% reduction in embodied carbon compared to the industry average.",19,Building Construction and Operations > Using Lower-Carbon Materials,achievement,achievement,64%,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"In January 2024, AWS updated its design standards to require the use of concrete with 35% less embodied carbon than the industry average in new data centers around the world.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,35%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"By incorporating higher-strength steel into its data center structural designs, AWS has reduced steel content by 70 tons for each two-story data center and 137 tons for each three-story data center, decreasing emissions by 63 and 124 metric tons of CO2e, respectively.",19,Building Construction and Operations > Using Lower-Carbon Materials,achievement,achievement,124 metric tons,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, AWS built 31 data centers with lower-carbon steel, up from 10 in 2022.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,"2023,",2022,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Using lower-carbon steel and concrete enabled AWS to avoid over 46,700 metric tons of CO2e in 2023—equivalent to the carbon emissions generated from driving over 11,100 cars in the U.S. for one year.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,"46,700 metric tons",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, we worked with the UK Chartered Institution of Building Services Engineers (CIBSE) and our supply chain partners to create public-facing embodied carbon baselining guidance for the logistics sector.",19,Building Construction and Operations > Partnering to Develop Industry Standards for Measuring Embodied Carbon,other,,"2023,",,,supply chain,1.0,data/raw/amazon/2023_sustainability_report.pdf
"This guidance, called Technical Memorandum 65.3 , seeks to help professionals across Europe assess and understand the embodied carbon of material handling and mechanical, electrical, and plumbing equipment.",19,Building Construction and Operations > Partnering to Develop Industry Standards for Measuring Embodied Carbon,other,,65.3,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Using data that is new to the industry, Technical Memorandum 65.3 will enable Amazon, our supply chain partners, and our peers to establish a baseline understanding of carbon emissions from industrial equipment, paving the way to ultimately identifying additional carbon reduction opportunities.",19,Building Construction and Operations > Partnering to Develop Industry Standards for Measuring Embodied Carbon,other,firm,65.3,,,supply chain,1.0,data/raw/amazon/2023_sustainability_report.pdf
Inferentia2 is up to 50% more energy-efficient and can reduce costs by up to 40% against comparable Amazon Elastic Compute Cloud (EC2) instances.,20,Servers and Hardware,other,,50%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Meanwhile, AWS Graviton4 is the latest generation of chips designed by AWS and the most powerful and energyefficient chip AWS has built as of 2023.",20,Servers and Hardware,other,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Graviton4 provides up to 30% better computing performance, 50% more cores, and 75% more memory bandwidth than Graviton3 processors while being more energy efficient.",20,Servers and Hardware,other,,30%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, AWS joined the Semiconductor Climate Consortium (SCC), an organization focused on reducing carbon emissions across the global semiconductor supply chain.",20,Servers and Hardware > Partnering to Reduce Carbon Emissions in the Semiconductor Industry,other,,"2023,",,,supply chain,1.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, AWS purchased over 6 million liters of SAF, which avoided approximately 15,600 metric tons of CO2e compared to conventional aviation fuel.",20,Products and Devices > Amazon Private Brands,achievement,achievement,6 million,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"Research shows that in North America, AWS can lower its customers’ workload carbon footprints by up to 96% compared to on-premises computing workloads when the electricity AWS uses is matched with 100% renewable energy—a goal that Amazon, including AWS, achieved in 2023.",20,Products and Devices > Reducing Emissions from the Transportation of Data Center Hardware,achievement,achievement,96%,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
Carbon emissions from the materials and manufacturing of these products are part of our Scope 3 carbon footprint.,20,Products and Devices > Enhancing Chip Efficiency,other,,3,,,Scope 3,1.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, we worked with our top suppliers to develop carbon footprints for the products responsible for over half the greenhouse gas (GHG) emissions of our private brands.",20,Products and Devices > Enhancing Chip Efficiency,other,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"These insights informed the creation of joint abatement plans, which help avoid future product emissions through actions including moving to recycled materials, using renewable energy to power manufacturing facilities, and reducing packaging.",20,Products and Devices > Enhancing Chip Efficiency,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"For example, we began using recycled polyester certified by Textile Exchange’s Global Recycled Standard, which now represents 16% of the polyester we use for Amazon Essentials apparel products.",20,Products and Devices > Enhancing Chip Efficiency,attribute,,16%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
We also worked with Amazon Private Brands battery suppliers to reduce product packaging weight by 13%.,20,Products and Devices > Enhancing Chip Efficiency,other,,13%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2024, we aim to expand our product carbon measurement activities to a larger group of suppliers.",20,Products and Devices > Enhancing Chip Efficiency,other,hedged,"2024,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, we published the carbon footprint of newly launched Echo, eero, Ring, Fire TV, and Fire tablet devices on the product detail pages of our U.S. Amazon.com site, along with product sustainability fact sheets for each device.",21,Products and Devices > Amazon Grocery and Whole Foods Market,achievement,achievement,"2023,",,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"By the end of 2022, we had contracted enough renewable energy capacity through new wind and solar farms to equal the expected electricity used by all active Echo, Fire TV, and Ring devices globally by 2025.",21,Products and Devices > Amazon Grocery and Whole Foods Market,target,,"2022,",,2022,global,0.75,data/raw/amazon/2023_sustainability_report.pdf
