sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"Additionally, as of January 2025, we had invested in 621 renewable energy projects—including 124 new projects in 2024 alone— representing 34 GW of carbon-free energy capacity.",10,Direct Emissions > Indirect Emissions from Purchased Electricity,attribute,,"2025,",,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"For example, new AWS data center components introduced in 2024 deliver 12% more computing power and reduce peak cooling energy consumption by 46% compared to previous designs, all without increasing water usage.",10,Direct Emissions > Indirect Emissions from Purchased Electricity,other,,12%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"For the past two years, 100% of the electricity consumed by Amazon was matched with renewable energy sources.",10,Direct Emissions > Indirect Emissions from Purchased Electricity,other,,100%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"We saw a 1% increase in our indirect emissions from purchased electricity in 2024, in part due to the higher electricity usage required to support advanced technologies.",10,Direct Emissions > Indirect Emissions from Purchased Electricity,other,hedged,1%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
This underscores why it’s important to scale carbon-free energy sources to continue to deliver the advanced technologies our customers need.,10,Direct Emissions > Indirect Emissions from Purchased Electricity,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"To enable that, we are open-sourcing information and making playbooks available through the Sustainability Exchange , a free, publicly available website offering previously proprietary information to help other companies seeking to make meaningful progress toward net-zero carbon emissions.",10,Direct Emissions > Indirect Emissions from Other Sources,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Indirect emissions from other sources, which made up 74% of our total carbon footprint in 2024, increased 6% from 2023, primarily from data center construction and fuel consumption by third-party delivery service providers.",10,Direct Emissions > Indirect Emissions from Other Sources,other,,74%,2024,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Our partnerships with organizations such as the Clean Energy Buyers Association (CEBA), RMI’s Sustainable Steel Buyers Platform, the Smart Freight Centre, and The Center for Green Market Activation support innovation and decarbonization across multiple industries.",10,Direct Emissions > Engaging Others on the Path to Net-Zero Carbon by 2040,attribute,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"This work extends through The Climate Pledge, which had reached 549 signatories by the end of 2024 and is working on 11 joint action projects to address critical climate challenges.",10,Direct Emissions > Engaging Others on the Path to Net-Zero Carbon by 2040,target,firm,549,,2024,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"The Climate Pledge Fund, which marked its fifth year of investing in 2024, enables us to invest in companies operating in hard-to-abate sectors.",10,Direct Emissions > Engaging Others on the Path to Net-Zero Carbon by 2040,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
We aim to deliver the best for our customers and communities while progressing toward our goal of net-zero carbon emissions across our operations by 2040.,10,Direct Emissions > Engaging Others on the Path to Net-Zero Carbon by 2040,target,hedged,,,2040,own operations,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, Prime members in the U.S. saved an estimated 452 million deliveries due to consolidating their Prime deliveries, which helped avoid the use of more than 494 million boxes and 335,000 metric tons of carbon dioxide equivalent (MTCO₂e).",11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,other,,452 million,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"More than 5 million products are expected to travel on the UK’s electric rail network in 2025, avoiding traffic congestion and reducing carbon emissions, with plans to expand across further electric rail routes before the end of 2025.",11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,target,,5 million,,2025,,0.5,data/raw/amazon/2024_sustainability_report.pdf
These system optimizations helped reduce energy consumption by 92 million kilowatt hours and helped avoid 24 million metric tons of CO₂e compared to 2023.,11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,other,,92 million,2023,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Research estimates AWS infrastructure is up to 4.1 times more efficient than on-premises computing, and when workloads are optimized on AWS, the associated carbon footprint can be reduced by up to 99%.",11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,achievement,achievement,99%,,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
These components reduce mechanical energy consumption by up to 46% during peak cooling—without increasing water usage.,11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,other,,46%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"For example, Graviton-based instances use up to 60% less energy than comparable instances for the same performance.",11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,other,,60%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Other efficiency savings include Inferentia2-based instances, which offer up to 50% better performance/watt over comparable Amazon Elastic Compute Cloud (EC2) instances, and AWS Trainium3 chips are designed to be up to 40% more energy efficient than AWS Trainium2 chips.",11,Embedding Decarbonization Efforts Across Our Business > Driving Efficiency Across Our Global Operations,other,,50%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"When we develop Amazon devices, we aim for each generation to be more carbon-efficient than the last by integrating efficiency features directly into product design and incorporating recycled materials into our products where feasible.",12,Embedding Decarbonization Efforts Across Our Business > Sourcing Better Materials and Designing More Efficient Products,attribute,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"We support the First Movers Coalition goal of using maritime ships with zero-emission fuels for at least 10% of cargo shipped internationally by 2030, and ZEMBA’s goal that freight buyers can purchase third-party verified zero-emission shipping for 100% of ocean cargo by 2040.",12,Embedding Decarbonization Efforts Across Our Business > • Lower-carbon marine fuels: As a member of the First,target,hedged,10%,,2030,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, we purchased lower-emission biofuel services representing the maritime transportation of more than 10% of our ocean cargo.",12,Embedding Decarbonization Efforts Across Our Business > • Lower-carbon marine fuels: As a member of the First,other,,10%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In January 2024, AWS updated its design standards to require the use of concrete with 35% less embodied carbon than the industry average in new data centers around the world.",13,Embedding Decarbonization Efforts Across Our Business > • Lower-carbon concrete: We piloted lower-carbon,other,,35%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Department of Energy’s Better Buildings Commercial Building Heat Pump Accelerator, which aims to drive the development and adoption of the next generation of heat pump packaged RTUs by 2027.",13,"Embedding Decarbonization Efforts Across Our Business > • Mass timber: In 2024, we developed Mass Timber",target,hedged,,,2027,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"As the energy needs of our business and customers continue to grow, we are continuing to invest in renewables and new sources of carbon-free energy that can both help power our operations and bring new sources of energy to the grid.",13,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,,,,own operations,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Our energy portfolio includes renewable energy sources such as solar and wind, as well as nuclear power, which can be brought online at scale, and has a decades-long record of providing a reliable source of safe, carbon-free energy for communities around the world.",13,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
We recognize that making the transition to carbon-free energy will require embracing and advancing a range of technologies and innovations—there is not a one-size-fits-all approach.,13,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,firm,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"In addition to lowering emissions, the transition to carbon-free energy can create real economic growth in communities where energy projects are built and operate, while encouraging the modernization and better management of energy infrastructure.",13,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Amazon became the world’s largest corporate buyer of offshore wind energy in 2024.18 One of the most impactful ways we have done this is by enabling nearly 1.3 GW of carbon-free energy across five offshore wind farms along the coasts of Germany, the Netherlands, and the UK.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,2024.18,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Once each project becomes operational, they are expected to produce 5.8 GW hours of carbon-free energy annually— enough to power 1.6 million average European homes.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,1.6 million,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"These on-site rooftop solar energy systems are estimated to generate 45 GWh annually and avoid the equivalent of nearly 17,000 metric tons of CO₂e annually.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,other,,45 GWh,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, we continued to match 100% of electricity consumed in all data center regions with renewable energy sources and worked with utilities and regulators on green tariffs so that more companies can buy carbon-free energy directly from renewable energy projects.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,100%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, as part of a $10 billion investment for building two new data center complexes in Mississippi, AWS announced a first-of-its-kind agreement with utility company Entergy Mississippi to enable 650 MW of new renewable energy projects in the state over the next three years.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,other,,10 billion,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Delta Wind, a utility-scale wind farm along the Mississippi Delta, is expected to bring a total of 834 MW of new carbon-free energy to Mississippi, the equivalent of powering over 200,000 U.S. homes.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,834,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"By the end of 2024, Amazon had eight solar energy projects paired with battery energy storage systems, representing 2.1 GW of capacity, up from 1.9 GW in 2023.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,target,,"2024,",,2024,,0.5,data/raw/amazon/2024_sustainability_report.pdf
This BESS initiative is expected to yield nearly 500 metric tons of CO₂e avoided annually and enhanced energy resilience.,14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,achievement,achievement,500 metric tons,,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
"Nuclear power is an important part of our carbon-free energy strategy, as it can be brought online at scale and has a decades-long record of providing reliable, safe, and abundant carbon-free energy for communities globally.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,,,,,global,0.5,data/raw/amazon/2024_sustainability_report.pdf
X-energy is targeting deployment of up to 960 MW of carbon-free energy to the U.S. grid by 2039—which would be the largest SMR implementation in the industry.,14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,target,,960,,2039,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"X-energy’s Xe-100 SMR technology delivers scalable, cost-effective carbon-free energy generation for high-demand industrial customers and aims to establish a commercial framework for advanced nuclear energy deployment in the private sector.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,hedged,100,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"We have signed an agreement to build a data center facility near Talen Energy’s nuclear facility in Pennsylvania, which will help power our operations with carbon-free energy.",14,Embedding Decarbonization Efforts Across Our Business > Transitioning to Carbon-Free Energy,attribute,firm,,,,own operations,0.5,data/raw/amazon/2024_sustainability_report.pdf
"We’ve identified our high-emitting suppliers, which represent 50% of our Scope 3 emissions, and mobilized our business units to drive key supplier decarbonization actions—such as setting credible targets, measuring and sharing progress, and actively reducing emissions.",14,Embedding Decarbonization Efforts Across Our Business > Engaging With Suppliers,other,,50%,,,Scope 3,1.0,data/raw/amazon/2024_sustainability_report.pdf
"Topics include carbon measurement, transitioning to carbon-free energy, decarbonizing buildings and transportation, reducing operational waste, and how to purchase high-quality carbon credits.",15,Engaging Our Suppliers on Our Decarbonization Journey > What does this look like?,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Credits are only available to companies that have set a net-zero carbon emissions target for no later than 2050, covering Scope 1, 2, and 3 emissions; measure and publicly report their carbon footprint on a regular basis; and commit to implementing decarbonization strategies in line with climate science.",15,Engaging Our Suppliers on Our Decarbonization Journey > What does this look like?,target,firm,"2050,",,2050,Scope 1,0.75,data/raw/amazon/2024_sustainability_report.pdf
"IPG, a packaging and protective solutions provider, matched 100% of the electricity to power the majority of products sold to Amazon in 2024.",15,Engaging Our Suppliers on Our Decarbonization Journey > • We developed pilot projects to make it easier for,other,,100%,2024,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Pregis, a packaging supplier and Climate Pledge signatory, matched 100% of the electricity consumed to power operations that produce recyclable paper mailers provided to Amazon in 2024.",15,Engaging Our Suppliers on Our Decarbonization Journey > • We developed pilot projects to make it easier for,target,firm,100%,2024,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"We also supported 38 Device suppliers—representing 80% of our direct manufacturing spend for Echo, Kindle, Fire tablet, Fire TV, Ring, Blink, and eero devices and accessories—in developing renewable energy plans.",15,Engaging Our Suppliers on Our Decarbonization Journey > • Amazon Devices received commitments from 93 suppliers,other,,80%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
AWS is also a member of SEMI’s Semiconductor Climate Consortium (SCC) and worked to increase access to carbon-free power and decarbonization standards and tools for the semiconductor industry.,15,Engaging Our Suppliers on Our Decarbonization Journey > • AWS partnered with suppliers across semiconductor and,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"The Climate Pledge, which we co-founded in 2019, is a commitment to reach net-zero carbon emissions across our global operations by 2040.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,"2019,",,2040,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, two of Amazon’s high-emitting suppliers, Crane Worldwide Logistics and Shorr Packaging, signed The Climate Pledge, along with STS Group.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"With a growing number of signatories, the focus of the Climate Pledge shifted in 2024 to working on joint action, small working groups, and addressing shared industry challenges.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, The Climate Pledge supported the launch of six new joint action projects , with participation from 16 signatories.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"Laneshift , a public-private initiative under The Climate Pledge, was launched in 2023 with C40 Cities through a $10 million investment.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,10 million,,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"The Climate Pledge joined with the Center for Green Market Activation and RMI in 2024 to launch a new lower-carbon concrete buyers alliance.21 The alliance aims to use a book-and-claim system to decouple the physical product from its environmental attributes, allowing companies to claim those benefits in advance of delivery.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"The Climate Pledge announced project JOULE (Joint Operations Unifying Last-Mile Electrification) in 2024, aiming to build a network of electric vehicle (EV) charging stations in Bengaluru, India.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"By 2030, all the electricity used by the charging stations is expected to be matched with renewable energy, amounting to an estimated 6.2 MW of renewable energy capacity.",16,Accelerating Decarbonization beyond Our Own Business > Catalyzing Industry Action and Innovation through The Climate Pledge,target,,"2030,",,2030,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"The Climate Pledge Fund , a $2 billion venture investment program that specifically targets companies operating in hard-to-abate sectors, is central to our approach.",17,Accelerating Decarbonization beyond Our Own Business > Investing in Innovation through The Climate Pledge Fund,target,firm,2 billion,,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, The Climate Pledge Fund reached a milestone of five years of investments, making 12 new and follow-on investments in multiple industry sectors that affect climate change: transportation and logistics; energy generation, storage, and utilization; buildings; manufacturing and materials; the circular economy; food and agriculture; carbon removal; and water.",17,Accelerating Decarbonization beyond Our Own Business > Investing in Innovation through The Climate Pledge Fund,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
This brings The Climate Pledge Fund’s total investment portfolio to 32 companies.,17,Accelerating Decarbonization beyond Our Own Business > Investing in Innovation through The Climate Pledge Fund,target,firm,32,,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"As part of The Climate Pledge Fund’s broader commitment to invest $50 million in climate initiatives led by women, we invested in three new female-founded and female-led companies in 2024, one of which is Paebbl.",17,Accelerating Decarbonization beyond Our Own Business > Investing in Innovation through The Climate Pledge Fund,target,firm,50 million,,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, we continued our advocacy for expanding the deployment of carbon-free energy and creating pathways for corporate procurement of carbon-free energy.",17,Accelerating Decarbonization beyond Our Own Business > Supporting Policies That Drive Decarbonization,attribute,,"2024,",,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Amazon’s carbon neutralization efforts are currently focused on three priorities: reducing deforestation, advancing the removal of carbon from the atmosphere with nature-based solutions, and scaling up carbon removal technologies.",17,Carbon Neutralization,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Across these areas, Amazon is using a range of strategies, including direct investment, advance purchase agreements, coalition building, new methodology development, and technological innovation, to scale outcomes and advance carbon credit quality.23 Our approach is detailed in our Carbon Neutralization Methodology .",17,Carbon Neutralization,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Tropical forests, which cover 45% of the world’s forested areas, play a crucial role in regulating global climate patterns, according to the International Panel on Climate Change.24 As a result, mobilizing financing to enable countries to protect their tropical rainforests is a key focus of our carbon neutralization and broader biodiversity efforts.",17,Carbon Neutralization > Reducing Deforestation,attribute,,45%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2021, we made an ambitious pledge to protect nature and mitigate climate change through co-founding the Lowering Emissions by Accelerating Forest Finance (LEAF) Coalition .",17,Carbon Neutralization > Reducing Deforestation,target,firm,"2021,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
Food waste represents lost natural resources and nutrition and is a significant contributor of greenhouse gas emissions.27 That’s why Amazon has set a goal to reduce food waste by 50% by 2030 across our U.S. and Europe operations.,19,Waste Prevention > • Donation: We donate items that are safe to use but,target,,50%,,2030,,0.5,data/raw/amazon/2024_sustainability_report.pdf
We continue to explore new ways of reducing food loss and waste as we work toward our 2030 goal.,19,Waste Prevention > • Donation: We donate items that are safe to use but,target,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Since 2023, AWS has avoided the purchase of more than 500,000 new hard drives, reducing the associated carbon footprint, costs, and waste.",19,Waste Prevention > • Operate longer: AWS seeks to use equipment for as,achievement,achievement,"2023,",,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
"Additionally, these reverse logistics hubs have enabled AWS to source 16% of spare parts from its own reuse inventory, abating 110,000 tons of carbon emissions by avoiding purchase of new parts.",19,"Waste Prevention > • Recover more: AWS aims to continually improve repair,",other,,16%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, the facility also earned UL Solutions’ highest Zero Waste certification (Platinum level) by diverting 100% of processed equipment from landfills, including 99% through reuse by AWS, resale into the secondary market, or recycling, and 1% to Thermal Processing with Energy Recovery.",19,"Waste Prevention > • Recover more: AWS aims to continually improve repair,",attribute,,100%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Materials in this hierarchy may be recycled, reclaimed, or otherwise reused in some way and thus, may not end up as waste in landfills.",20,How We Manage and Prevent Waste,attribute,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Cardboard and wood represent 65% of Amazon’s operational waste footprint, and almost 100% is recycled.",20,Waste Diversion,attribute,,65%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
Implementing this solution increased recycling of this material by 16% compared to 2023.,20,Waste Diversion > −Hard-to-recycle materials: We actively work to,other,,16%,2023,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"Using a science-based approach, we strive to provide right-sized, recyclable, and scalable packaging solutions that reduce waste.",21,Our Approach,attribute,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Since 2020, over 6 billion shipments have been delivered with only their original packaging and a shipping label in North America and Europe.",21,Our Progress,achievement,achievement,6 billion,,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
"In the U.S. and Europe, these flexible options are up to 90% lighter than similar-sized, rigid cardboard boxes, and since 2015, we have avoided 4.2 million metric tons of packaging materials in North America and Europe.",21,Our Progress,achievement,achievement,90%,,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
"For example, Amazon collaborated with Mondi , a leading innovator of more sustainable packaging and paper products, to develop a fully paper-based, recyclable mailer with a protective paper lining, which scaled across our European operations in 2024.",21,Our Progress,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
Amazon is working to transform our delivery packaging by reducing our use of single-use plastic packaging in favor of household-recyclable alternatives.,22,Nearly 18M,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"In addition, we are further supporting the circular economy by increasing the use of post-consumer recycled content in our delivery packaging.",22,Nearly 18M,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, we reduced our total plastic packaging globally by 16.4%, from 88,698 metric tons in 2023 to 74,137 metric tons in 2024.",22,Nearly 18M,achievement,achievement,16.4%,,,global,0.67,data/raw/amazon/2024_sustainability_report.pdf
"This progress stems from reductions in single-use plastics products at our biggest fulfillment sites, including the removal of 100% of plastic air pillows from delivery packaging at all North American fulfillment centers and an overall increase in our use of paper packaging solutions.",22,Nearly 18M,other,,100%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In North America in 2024, we avoided 134 million plastic bags, and 56% of fulfillment centers in North America did not ship plastic delivery packaging.",22,Nearly 18M,achievement,achievement,134 million,,,,0.33,data/raw/amazon/2024_sustainability_report.pdf
"We also consider localized, country-specific challenges and how to solve them as part of our ongoing approach to reduce the use of single-use plastics in favor of recyclable materials.",22,Nearly 18M,attribute,hedged,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"Where we cannot yet eliminate single-use plastic, we are working to increase the percentage of recycled content in our plastic consumables.",22,Nearly 18M,attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"For example, we are working with several packaging suppliers in North America and Europe that use 100% recycled content.",22,Nearly 18M,attribute,,100%,,,,0.5,data/raw/amazon/2024_sustainability_report.pdf
We are committed to increasing our use of recyclable device packaging and finding recyclable solutions for items that require additional protection during shipping.,22,Nearly 18M > Increasing the Recyclability of Device Packaging,attribute,firm,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"We are developing new, circular plastic packaging alternatives—especially for hard-to-recover and recycle plastic materials—that can be collected, sorted, recycled, and ultimately returned to the value chain for new uses.",23,Amazon 2024 Delivery Packaging by Type and Region > Single-Use Plastic Packaging Avoided since 2020 (MT),attribute,,,,,value chain,0.5,data/raw/amazon/2024_sustainability_report.pdf
"These bio-based bags have the best attributes of conventional plastic and paper, in that they are easily recyclable, biodegradable, lightweight, and have both water and oxygen barriers.",23,"Amazon 2024 Delivery Packaging by Type and Region > • Testing: In 2024, we began early-stage testing on",attribute,,,,,,0.0,data/raw/amazon/2024_sustainability_report.pdf
"For example, Shorr Packaging joined The Climate Pledge in 2024, the first of our cardboard suppliers to do so, while the packaging material provider Pregis became our first supplier to obtain Amazon-provided renewable energy credits to support the decarbonization of its converting operations.",23,Amazon 2024 Delivery Packaging by Type and Region > • Recycling: We developed a novel recycling technology,target,firm,"2024,",,,,0.25,data/raw/amazon/2024_sustainability_report.pdf
"Amazon has public commitments to return more water to communities than we use in AWS direct operations globally by 2030, and in the direct operations of all Amazon facilities in India by 2027.",24,Our Approach,target,,"2030,",,2030,global,0.75,data/raw/amazon/2024_sustainability_report.pdf
"In 2022, AWS announced its commitment to being water positive by 2030.",24,Water Positive in Data Centers,target,firm,"2022,",,2030,,0.5,data/raw/amazon/2024_sustainability_report.pdf
"In 2024, AWS was 53% of the way toward meeting its water positive by 2030 goal, up from 41% in 2023.",24,Water Positive in Data Centers,target,,53%,,2030,,0.5,data/raw/amazon/2024_sustainability_report.pdf
