sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"Four datacenters are Zero Waste certified, with new certifications for the San Antonio, Texas and Quincy.",6,Zero Waste,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
Water Prize for Outstanding Private Sector Organization for adopting our water positive program and committing to being water positive by 2030.,6,Zero Waste > U.S. Water Prize,target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
We reduced single-use plastics in our Microsoft product packaging by 18 percent.,6,Zero Waste > U.S. Water Prize,achievement,achievement,18 percent,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
"Microsoft’s commitments to become carbon negative, water positive, and zero waste by 2030 while building a Planetary Computer are well known.",7,"How we work > Report on everything, not just progress",target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"As we saw the science in 2019, it was clear that our carbon neutral goal was not what the world needed—the world needs to reach net zero by or before 2050.",7,How we work > Set ambitions based on the science,target,,"2019,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In 2020, we made a series of environmental sustainability commitments, including being carbon negative, water positive, and zero waste by 2030.",7,How we work > Set ambitions based on the science,target,,"2020,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"If the world is going to meet net zero goals by 2050, companies need to use their entire ecosystem and all of their positions of influence.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our $1 billion Climate Innovation Fund is investing in organizations across our areas of commitment to build a larger, more robust ecosystem of effective companies and solutions.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",other,firm,1 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our sponsorship at COP26 and numerous engagements with governments at the city, regional, state, and national levels are aimed at creating policy environments that further accelerate the impact of this work and the transition to net zero.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Seven thousand people prepared 31,000 meatless or vegan meals, saved 197,000 pounds of CO2, diverted 227,000 plastic containers and bottles from landfill, saved 392,000 gallons of water, and spent 239,000 minutes learning about sustainability.",9,Feature story Empowering our global workforce,other,,"392,000 gallons",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft is committed to be a carbon negative company by 2030.,11,Carbon negative,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"Carbon negative By 2030, we will be carbon negative, and by 2050, we will remove our historical emissions since we were founded in 1975.",11,Carbon negative > Our commitments,target,firm,"2030,",2030,2030,,0.75,data/raw/microsoft/2021_sustainability_report.pdf
"Replace with 100/100/0 carbon free energy By 2030, 100 percent of our electricity consumption will be matched by zero carbon energy purchases 100 percent of the time.",11,Carbon negative > Our commitments,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Reduce value chain emissions By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",11,Carbon negative > Our commitments,target,firm,"2030,",2020,2030,Scope 3; value chain,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"Remove the rest of our emissions By 2030, we will remove more carbon than we emit.",11,Carbon negative > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"By 2050, we΄ll remove an equivalent amount of carbon to all our historical emissions.",11,Carbon negative > Our commitments,target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft is committed to be a water positive company by 2030.,11,Water positive,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"Water positive By 2030, we will replenish more water than we use.",11,Water positive > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Reduce water waste in datacenter operations By 2024, we will reduce water waste in our datacenter operations by 95 percent.",11,Water positive > Our commitments,target,firm,95 percent,,2024,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Increase access to water We will provide 1.5 million more people with access to clean water and sanitization services.,11,Water positive > Our commitments,other,firm,1.5 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft is committed to be a water positive company by 2030.,11,Water positive,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
Microsoft is committed to become a zero waste company by 2030.,12,Zero waste,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"Our approach includes design and material selection, responsibly sourcing materials for our operations, products, and packaging, and increasing the use of recycled content.",12,Zero waste,attribute,,,,,own operations,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Zero waste By 2030, we will be zero waste across our direct business.",12,Commitments and progress (continued) > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Increase reuse of servers and components through Circular Centers By 2025, 90 percent of servers and components within our regional datacenter networks will be reused.",12,Commitments and progress (continued) > Our commitments,target,firm,90 percent,,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Make fully recyclable products and packaging By 2030, we will design Surface devices, Xbox products and accessories, and all Microsoft product packaging to be 100 percent recyclable in OECD countries.",12,Commitments and progress (continued) > Our commitments,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Drive to zero waste operations By 2030, we will achieve 90 percent diversion of operational waste at datacenters and campuses and 75 percent diversion for all construction and deconstruction projects.",12,Commitments and progress (continued) > Our commitments,target,firm,90 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Take responsibility for our land footprint We will take responsibility for the ecosystem impacts of our direct operations by protecting more land than we use by 2025.,12,Zero Waste > Our commitments,target,firm,,,2025,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"The scientific reality of climate change is more accepted than ever before—to avert the worst effects of the rapidly changing climate, the world needs to transition to a net zero carbon emissions economy by 2050.",16,A commitment to a carbon negative future > The context,target,,,,2050,,0.25,data/raw/microsoft/2021_sustainability_report.pdf
"The world needs agreement on the meaning of global net zero emissions, measurement to track our progress toward net zero, and mature markets for carbon reduction and removal that are necessary to get us there.",16,A commitment to a carbon negative future > The context,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our strategy to reach carbon negative by 2030 is relatively simple—we will reduce our Scope 1 and 2 emissions to near zero by improving efficiency, adopting new solutions, and purchasing zero carbon energy.",16,A commitment to a carbon negative future > The context,target,firm,,2030,2030,Scope 1,0.75,data/raw/microsoft/2021_sustainability_report.pdf
We are engaging suppliers and our business groups to cut our Scope 3 emissions by more than 50 percent and we’ll rely on carbon removal to reach carbon negative.,16,A commitment to a carbon negative future > The context,achievement,achievement,50 percent,,,Scope 3,0.67,data/raw/microsoft/2021_sustainability_report.pdf
"By 2030, 100 percent of our electricity consumption will be matched by zero carbon energy purchases 100 percent of the time.",16,Our commitment: carbon negative by 2030 > Replacing with 100/100/0 carbon free energy,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",16,Our commitment: carbon negative by 2030 > Reducing value chain emissions,target,firm,"2030,",2020,2030,Scope 3,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"By 2030, Microsoft will remove more carbon than it emits.",16,Our commitment: carbon negative by 2030 > Removing the rest of our emissions,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"By 2050, we΄ll remove an equivalent amount of carbon to all our historical emissions.",16,Our commitment: carbon negative by 2030 > Removing the rest of our emissions,target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We have created a $1 billion Climate Innovation Fund to accelerate the global development of carbon reduction and removal technologies, as well as related climate solutions to reduce water and waste.",16,Our commitment: carbon negative by 2030 > Investing in the future,other,,1 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We reduced our Scope 1 and 2 (marketbased) emissions by 58,654 metric tons of carbon dioxide equivalents (mtCO2) in FY21.",17,Our commitment: carbon negative by 2030 > Investing in the future,achievement,achievement,"58,654 metric tons",,,Scope 1,0.67,data/raw/microsoft/2021_sustainability_report.pdf
Scope 3 emissions increased by 22.7 percent.,17,Our commitment: carbon negative by 2030 > Investing in the future,other,,22.7 percent,,,Scope 3,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"In July 2021, 87 percent of our in-scope suppliers reported their emissions to CDP, up 12 percent from 2020.",17,Supplier reporting tools,other,,87 percent,2020,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Following the CDP cycle, Microsoft built out action plans with suppliers to assess and report emission reductions through 2030.",17,Supplier reporting tools,target,,,2030,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Allocated $471 million to date via our Climate Innovation Fund to accelerate our carbon goals, as well as water and waste.",17,2.5M tons carbon removal,other,,471 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We also donated $100 million to Breakthrough Energy’s Catalyst initiative.,17,2.5M tons carbon removal,other,,100 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
A year of progress and impact to get to carbon negative by 2030.,17,Improved device efficiency,target,,,2030,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Carbon negative by 2030 A company is carbon negative when it removes more carbon than it emits each year.,18,Improved device efficiency,target,,,2030,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
In FY21 we procured the removal of 1.4 million metric tons of carbon as one of our initial steps towards achieving our 2030 commitment.,18,Improved device efficiency > Carbon Table 1 Tracking our yearly progress toward carbon negative by 2030,other,firm,1.4 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
A portion of the 1.4 million metric tons of removal will apply to future years. b.,18,Improved device efficiency > Carbon Table 1 Tracking our yearly progress toward carbon negative by 2030,other,firm,1.4 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In FY21, we reduced our Scope 1 and 2 (market-based) emissions by 16.9 percent.",18,Our approach (continued),achievement,achievement,16.9 percent,,,Scope 1,0.67,data/raw/microsoft/2021_sustainability_report.pdf
"Scope 3 represents the majority of Microsoft’s emissions, and we are committed to reducing these emissions by more than 50 percent by 2030.",19,Our approach (continued),target,firm,50 percent,,2030,Scope 3,0.75,data/raw/microsoft/2021_sustainability_report.pdf
Tracking and reporting against this category of emissions is critical for net zero progress.,19,Our approach (continued),attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
It is critical that companies take a rigorous approach to achieving net zero.,20,Getting to carbon negative,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"In January 2020, Microsoft announced its intention to be carbon negative, which will see us cut our greenhouse gas (GHG) emissions across our operations to nearly zero and by over half by 2030 across our value chain with improvements in energy efficiency, replacing with renewable energy for Scope 2, and removing the remainder of emissions.",20,Getting to carbon negative,target,firm,"2020,",,2030,Scope 2; own operations; value chain,0.75,data/raw/microsoft/2021_sustainability_report.pdf
We will also remove the equivalent amount of our historical carbon emissions by 2050.,20,Getting to carbon negative,target,firm,,2050,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Our total company emissions (market-based) in 2021 were approximately 14 million mtCO2.,20,Getting to carbon negative,other,,14 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"The bulk of our emissions—more than 97 percent—are in Scope 3, which includes emissions from our supply chain, the lifecycle of our hardware products and devices, travel, and other indirect sources.",20,Getting to carbon negative,other,,97 percent,,,Scope 3; supply chain,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"We are committed to cutting our GHG emissions by over half by 2030 across our value chain, removing the residual emissions, and removing the equivalent amount of our historical carbon emissions by 2050.",20,Getting to carbon negative,target,firm,,2050,2030,value chain,0.75,data/raw/microsoft/2021_sustainability_report.pdf
It is critical that companies take a rigorous approach to achieving net zero.,20,Getting to carbon negative,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"By 2025, we expect to power our datacenters and facilities with 100 percent additional, new renewable energy generation that matches our electricity consumption on an annual basis.",22,Getting to carbon negative (continued) > Transitioning to 100 percent renewable energy,target,,100 percent,,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"At our Silicon Valley campus, a solar panel system will offset energy consumption up to 15 percent.",22,Getting to carbon negative (continued) > On-site zero carbon energy solutions,other,firm,15 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Our Beijing and Shanghai Zizhu campuses have made similar efforts, installing photovoltaic (PV) solar panels on empty roof space in FY20 which are expected to generate 15,450 MWh of electricity over the next 25 years to power the campus.",22,Getting to carbon negative (continued) > On-site zero carbon energy solutions,other,,"15,450 MWh",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"The system has an estimated annual output of approximately 750,000 kWh/year of electricity, equivalent to about 15 percent of all site energy usage, and is being integrated with on-site battery storage to help reduce peak demand and address any intermittent excess solar generation produced by the array.",22,Getting to carbon negative (continued) > On-site zero carbon energy solutions,other,,"750,000 kWh",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In 2021, we unveiled our plans for a new, hyper-efficient thermal energy center for our Puget Sound campus, which utilizes geothermal wells to heat and cool our buildings—resulting in a 50 percent reduction in energy usage compared to the typical utility plant.",22,Getting to carbon negative (continued) > Harnessing thermal energy to halve energy consumption on campus,other,,50 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are leaving no stones unturned in our quest to reach net zero.,22,Getting to carbon negative (continued) > Removing fossil fuels from our campuses and datacenters,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"The datacenter’s generators run on Preem Evolution Diesel Plus, the world’s first Nordic Eco-labelled fuel, which contains at least 50 percent renewable raw material, and nearly an equivalent reduction in net carbon dioxide emissions compared with standard fossil diesel blends.",22,Getting to carbon negative (continued) > Eliminating diesel fuel in datacenters,other,,50 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Hydrogen fuel cells: We are also piloting hydrogen fuel cells as viable green energy for backup power at our datacenters.,22,Getting to carbon negative (continued),attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our commitment is that by 2030, 100 percent of Microsoft’s energy supply, 100 percent of the time, will come from carbon-free resources.",23,Feature story 100/100/0: a new approach to carbon-free energy,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
This commitment completes the link between carbon-free resources and our facilities in both space and time.,23,Feature story 100/100/0: a new approach to carbon-free energy,attribute,firm,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"The vast majority of Microsoft’s direct carbon emissions footprint comes from electricity, and as such, our work on carbon reduction has centered on using less of it, while at the same time ensuring we support the adoption of more carbon-free energy in the grids where we operate.",23,Getting to carbon negative (continued) > A path to carbon negative via energy,attribute,hedged,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"While our goal has remained consistent—to get to an energy supply that is entirely carbon-free—our approach has evolved as the supply of renewable energy has increased, markets have matured, and data has become more granular.",23,Getting to carbon negative (continued) > A path to carbon negative via energy,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our initial commitment, set in 2012, was to cover 100 percent of our energy consumption with renewable energy certificates (RECs).",23,Getting to carbon negative (continued) > A journey towards 100 percent,other,firm,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In 2016, Microsoft announced a commitment to increasing proportion of PPA purchases, on a path towards 100 percent renewable energy.",23,Getting to carbon negative (continued) > A journey towards 100 percent,other,firm,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We pledged to procure enough renewable energy to offset 50 percent of our energy consumption by 2018 and 60 percent in the next decade, and further specified that we’d aim to secure new renewable energy in the geography where our offices and datacenters are, bringing a stronger geographic connection between our contracted renewables and our electricity consumption.",23,Getting to carbon negative (continued) > A journey towards 100 percent,target,hedged,50 percent,2018,2018,,0.75,data/raw/microsoft/2021_sustainability_report.pdf
"In 2020, as part of our carbon negative announcements, we committed to bring our commitment up to 100 percent by 2025.",23,Getting to carbon negative (continued) > A journey towards 100 percent,target,firm,100 percent,,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"While we are proud of this progress, the global shift to net zero carbon energy is not happening quickly enough.",23,Getting to carbon negative (continued) > A journey towards 100 percent,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
The International Energy Agency (IEA) suggests that the path to net zero emissions is very narrow and will require the deployment of all available clean energy technologies between now and 2030.,23,Getting to carbon negative (continued) > A journey towards 100 percent,attribute,firm,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Currently, energy storage is not deployed at scale, and the grid infrastructure of today is old and inadequate to meet the balancing needs of new renewable energy resources and the integration of net zero carbon resources, nor to the increasing consumption demands of a rapidly electrifying society.",23,Getting to carbon negative (continued) > A journey towards 100 percent,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our commitment is that by 2030, 100 percent of Microsoft’s energy supply, 100 percent of the time, will come from zero carbon resources on grids where we operate.",24,Getting to carbon negative (continued),target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"As Microsoft builds the tools and markets to meet our zero carbon commitments, we are mindful of the need for products, purchases, and policy that will enable a carbon-free energy system for all.",24,Getting to carbon negative (continued) > Our impact to date,attribute,firm,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
We are committed to reducing our Scope 3 emissions by more than half by 2030.,25,Getting to carbon negative (continued) > Reducing Scope 3 emissions,target,firm,,,2030,Scope 3,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"While we do not have direct control over most emissions in the Scope 3 category because they are generated by third parties, they represent more than 97 percent of our total emissions.",25,Getting to carbon negative (continued) > Reducing Scope 3 emissions,other,,97 percent,,,Scope 3,1.0,data/raw/microsoft/2021_sustainability_report.pdf
"Our carbon negative commitment includes reducing these emissions and removing what we cannot reduce, which we do through a reduction strategy in campuses and datacenters, rethinking the design of our devices, and engaging with our supply chain.",25,Getting to carbon negative (continued) > Reducing Scope 3 emissions,attribute,firm,,,,supply chain,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We’re committed to reducing not just operational carbon but also embodied carbon—the carbon emitted during the manufacture and transport of building materials—which accounts for at least 11 percent of global emissions and has historically been harder to track and reduce.,25,Getting to carbon negative (continued) > Designing embodied carbon out of our buildings,other,firm,11 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are committed to reducing our Scope 3 emissions by more than half by 2030.,25,Getting to carbon negative (continued) > Designing embodied carbon out of our buildings,target,firm,,,2030,Scope 3,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We used the EC3 tool in designing 17 new buildings (3 million square feet) in our Puget Sound campus modernization project, where we are on track to reduce embodied carbon emissions by at least 30 percent.",25,Getting to carbon negative (continued) > Data-driven decision-making and emissions tracking,other,,3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are now using the EC3 tool around the world in both our campuses and our datacenters to track and reduce embodied carbon and have found opportunities to reduce concrete and steel embodied carbon by 30 to 60 percent in our datacenters.,25,Getting to carbon negative (continued) > Data-driven decision-making and emissions tracking,other,,60 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"We are innovating and investing in low-carbon building materials across our global campuses and datacenters with the aim to achieve net zero embodied carbon, including the following.",26,Getting to carbon negative (continued) > Leading the way on low-carbon building materials,attribute,hedged,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"In addition to using this lower carbon building material, we elected to keep two of the existing buildings on the site, providing 36 percent of the new campus footprint and accounting for a 28.6 percent reduction in total embodied carbon.",26,Getting to carbon negative (continued) > Leading the way on low-carbon building materials,other,,36 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"5 With over 345,000 square feet, or 2,400 tons, of 100 percent Forest Stewardship Council (FSC) certified mass timber, the wood reflects biophilic principles and a reduced carbon mission.",26,Getting to carbon negative (continued) > Leading the way on low-carbon building materials,achievement,achievement,100 percent,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
Cement: Cement accounts for approximately 8 percent of global emissions.,26,Getting to carbon negative (continued) > Leading the way on low-carbon building materials,other,,8 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
We are innovating and investing in low-carbon building materials across our global campuses and datacenters with the aim to achieve net zero embodied carbon.,26,Getting to carbon negative (continued) > Leading the way on low-carbon building materials,attribute,hedged,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"Although emissions related to business travel represented less than 5 percent of our total emissions, we know that we can have a larger impact with our investments and partnerships.",26,Getting to carbon negative (continued) > Rethinking how we travel,other,,5 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"As informed by our LCAs, a significant lever in product development is the engineering of low-carbon design alternatives, such as using recycled materials and designing for a smaller manufacturing footprint.",27,Getting to carbon negative (continued) > Experimenting with lower carbon design,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf
"We designed our Surface Laptop Studio to allow for “stamping,” a lower-waste manufacturing technique that reduced our aluminum scrap rate for the product’s base by at least 25 percent, a key contributor to an overall product carbon reduction of 30 percent versus its predecessor, the Surface Book 3 13”.",27,Getting to carbon negative (continued) > Reduced waste,achievement,achievement,25 percent,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
"We are developing opportunities to reuse manufacturing scrap in aluminum production, allowing us to use lowercarbon, 100 percent post-industrial recycled closed loop aluminum for future Surface computer housings.",27,Getting to carbon negative (continued) > Reduced waste,attribute,,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"For neodymium in magnets, a rare earth material, we are also exploring post-industrial scrap as a manufacturing feedstock, enabling us to produce 100 percent recycled neodymium in magnets for future products.",27,Getting to carbon negative (continued) > Reduced waste,attribute,,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In our labs, we are working to engineer a lower-carbon and reduced-waste flax-based wiring board and experimenting with 3D printing; we have started to explore 100 percent post-industrial recycled tin in our soldering paste; and we are aiming to reduce overall materials needed through new spacing guidelines that can shrink our circuit boards in size by up to 25 percent.",27,Getting to carbon negative (continued) > Circuit boards,attribute,hedged,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"Reduction in total carbon emissions of 30 percent for Surface Laptop Studio versus its predecessor, Surface Book 3 13”.",27,Getting to carbon negative (continued) > Circuit boards,other,,30 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Total energy consumption for the Surface Pro 8 is 17 percent smaller than Pro 7.,28,"Getting to carbon negative (continued) > Repair, refurbishment, and recycling",other,,17 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Energy-saving mode can reduce Xbox power usage in standby mode by over 80 percent.,28,"Getting to carbon negative (continued) > Repair, refurbishment, and recycling",other,,80 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"In our distribution network, this year we finished a complete conversion of our primary distribution center in Europe to 100 percent renewable energy.",28,Getting to carbon negative (continued) > Reducing the footprint of distribution,other,,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
This facility now generates 1.3 million kWh from solar energy and avoids 690 mtCO2 annually.,28,Getting to carbon negative (continued) > Reducing the footprint of distribution,other,,1.3 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
Through FY22 we will plan to convert our US distribution centers to 100 percent renewable energy through solar panel installations and using green renewable sources.,28,Getting to carbon negative (continued) > Reducing the footprint of distribution,other,firm,100 percent,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf
"That being said, several of our newest products launched in 2021 were designed to be the most energy efficient devices in their product lines, including the Surface Pro 8 and Surface Laptop 4 running Windows 11.",28,Getting to carbon negative (continued) > Boosting efficiency of devices in use,achievement,achievement,8,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf
