sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional,company,publish_year,report_assured,n_words,vague_ratio,hedging_ratio,future_ratio,quantification_present,baseline_present,date_present,scope_present,verification_present,sentiment,specificity_score,readability,passive_voice,modal_firm,modal_soft,positive_tone_words,highlights_json
"Shipment Zero In 2021, more than 100 million packages were delivered to our customers’ doorsteps globally using zero-emission vehicles.",9,Our Environmental Commitments and Progress,achievement,achievement,100 million,,,global,0.67,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,17,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,5.5,True,False,False,0,"[{""start"": 33, ""end"": 44, ""kind"": ""qty"", ""term"": ""100 million""}]"
"Since 2015, we have reduced per-shipment packaging weight by 38% and eliminated over 1.5 million tons of packaging.",9,Our Environmental Commitments and Progress,achievement,achievement,38%,,,,0.33,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,15,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,35.7,False,False,False,0,"[{""start"": 61, ""end"": 64, ""kind"": ""qty"", ""term"": ""38%""}]"
"That’s why we co-founded The Climate Pledge, a commitment to reach net-zero carbon by 2040—10 years ahead of the Paris Agreement.",10,Our Carbon Footprint,target,firm,10,2040,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,21,0.0,0.0,0.1152,True,True,True,False,False,0.0,0.6,52.6,False,False,False,0,"[{""start"": 86, ""end"": 90, ""kind"": ""baseline"", ""term"": ""2040""}, {""start"": 91, ""end"": 93, ""kind"": ""qty"", ""term"": ""10""}]"
"With all of our growth in 2021, our absolute carbon emissions increased by 18% in 2021; however, importantly, our carbon intensity decreased by 1.9%—this is the third year in a row we’ve seen our carbon intensity decrease.",10,Our Carbon Footprint,other,,18%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,35,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,48.9,False,False,False,0,"[{""start"": 75, ""end"": 78, ""kind"": ""qty"", ""term"": ""18%""}]"
"The path to net-zero carbon has many obstacles, but we thrive on big challenges.",10,Our Carbon Footprint,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,14,0.0714,0.0,0.0,False,False,False,False,False,-0.0714,0.0,59.7,False,False,False,0,"[{""start"": 32, ""end"": 36, ""kind"": ""vague"", ""term"": ""many""}]"
"In 2021, we reached 85% renewable energy across our operations, and we are on a path to achieve 100% by 2025—five years ahead of the original target of 2030.",10,Our Carbon Footprint,target,achievement,85%,,2025,own operations,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,25,0.0,0.0,0.06,True,False,True,True,False,0.0,0.6,46.1,False,False,False,0,"[{""start"": 20, ""end"": 23, ""kind"": ""qty"", ""term"": ""85%""}, {""start"": 104, ""end"": 108, ""kind"": ""deadline"", ""term"": ""2025""}]"
This transition to 100% renewable energy benefits our customers as well.,10,Our Carbon Footprint,other,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,10,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,27.5,False,False,False,0,"[{""start"": 19, ""end"": 23, ""kind"": ""qty"", ""term"": ""100%""}]"
Studies by the international analyst firm 451 Research found that moving on-premises computing workloads to AWS can lower workload carbon footprint by nearly 80% compared to surveyed enterprise data centers.,10,Our Carbon Footprint,other,,80%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,28,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,12.2,False,False,False,0,"[{""start"": 158, ""end"": 161, ""kind"": ""qty"", ""term"": ""80%""}]"
That number could improve to as high as 96% once AWS is powered with 100% renewable energy—a target we are on path to meet by 2025.,10,Our Carbon Footprint,target,hedged,96%,,2025,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,24,0.0,0.0417,0.0617,True,False,True,False,False,0.0,0.233,66.2,True,False,True,0,"[{""start"": 12, ""end"": 17, ""kind"": ""hedge"", ""term"": ""could""}, {""start"": 40, ""end"": 43, ""kind"": ""qty"", ""term"": ""96%""}, {""start"": 126, ""end"": 130, ""kind"": ""deadline"", ""term"": ""2025""}]"
"We plan to make half of our shipments net-zero carbon by 2030, and to do that, we are creating a worldwide fleet of zero-emission vehicles.",11,Our Carbon Footprint > Developing More-Sustainable Transportation Infrastructure,target,hedged,"2030,",2030,2030,,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,24,0.0,0.0,0.1033,True,True,True,False,False,0.0,0.6,55.6,False,False,False,0,"[{""start"": 57, ""end"": 62, ""kind"": ""qty"", ""term"": ""2030,""}]"
"Amazon is at the heart of such industry initiatives and government partnerships, including the Cargo Owners for Zero Emission Vessels network (coZEV), the First Movers Coalition, the Sustainable Aviation Buyers Alliance Aviators Group (SABA), and the Clean Energy Demand Initiative.",11,Our Carbon Footprint > Developing More-Sustainable Transportation Infrastructure,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,40,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,-0.8,False,False,False,0,[]
"Via The Climate Pledge Fund, Amazon has invested in CarbonCure Technologies, which enables concrete producers to make the same high-quality concrete with a lower carbon footprint, and Brimstone Energy, which seeks to make cement carbonneutral through a process focused on calcium silicate rocks, which have no embedded CO2, as well as magnesium species, which passively absorb CO2.",11,Our Carbon Footprint > Constructing MoreSustainable Buildings,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,57,0.0,0.0175,0.0,False,False,False,False,False,0.0,0.0,-0.9,False,False,False,0,[]
"Many of our fulfillment facilities throughout the U.S., Europe, and India are powered by on-site solar, where a rooftop installation can power up to 80% of the facility’s energy use.",11,Our Carbon Footprint > Constructing MoreSustainable Buildings,other,,80%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,31,0.0323,0.0323,0.0,True,False,False,False,False,0.0,0.0,49.0,True,False,False,0,"[{""start"": 0, ""end"": 4, ""kind"": ""vague"", ""term"": ""Many""}, {""start"": 143, ""end"": 148, ""kind"": ""hedge"", ""term"": ""up to""}, {""start"": 149, ""end"": 152, ""kind"": ""qty"", ""term"": ""80%""}]"
"For example, our design standards now require concrete with a 20% reduction in embodied carbon compared with standard concrete for new U.S. data centers, and we are expanding this requirement globally.",11,Our Carbon Footprint > Constructing MoreSustainable Buildings,other,,20%,,,global,1.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,31,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,49.0,False,False,False,0,"[{""start"": 62, ""end"": 65, ""kind"": ""qty"", ""term"": ""20%""}]"
"Also, instead of using steel from oxygen furnaces that burn coal or gas, we are moving to steel from electric-arc furnaces, which use scrap steel and can create steel using renewable energy and up to 100% recycled content.",11,Our Carbon Footprint > Constructing MoreSustainable Buildings,attribute,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,37,0.0,0.027,0.0,True,False,False,False,False,0.0,0.092,36.7,False,False,False,0,"[{""start"": 194, ""end"": 199, ""kind"": ""hedge"", ""term"": ""up to""}, {""start"": 200, ""end"": 204, ""kind"": ""qty"", ""term"": ""100%""}]"
Measurement is critical as we work toward our goal of netzero carbon by 2040—we have to measure and understand emissions in order to eliminate them.,12,Our Carbon Footprint > Decarbonizing the Supply Chain,target,firm,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,25,0.0,0.0,0.1,False,True,True,False,False,0.0,0.4,35.9,False,False,False,0,"[{""start"": 72, ""end"": 76, ""kind"": ""baseline"", ""term"": ""2040""}]"
"One example of this is through our partnership with the We Mean Business Coalition, a group of nonprofits focused on accelerating the transition to a net-zero economy.",12,Our Carbon Footprint > Decarbonizing the Supply Chain,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,27,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,25.9,False,False,False,0,[]
"With the Hub’s support, these companies are committing to halve their emissions by 2030 and to reach net-zero by 2050.",12,Our Carbon Footprint > Decarbonizing the Supply Chain,target,hedged,,,2030,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,19,0.0,0.0,0.1779,False,False,True,False,False,0.0,0.2,62.9,False,False,False,0,"[{""start"": 83, ""end"": 87, ""kind"": ""deadline"", ""term"": ""2030""}]"
The challenges we collectively face on the path to net-zero carbon are considerable.,12,Our Carbon Footprint > We Thrive on Big Challenges,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,13,0.0769,0.0,0.0,False,False,False,False,False,-0.0769,0.0,30.9,False,False,False,0,"[{""start"": 71, ""end"": 83, ""kind"": ""vague"", ""term"": ""considerable""}]"
"In 2021, we reached 85% renewable energy across our operations, and we are on a path to achieve 100% by 2025—five years ahead of the original target of 2030.",12,Our Carbon Footprint > We Thrive on Big Challenges,target,achievement,85%,,2025,own operations,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,25,0.0,0.0,0.06,True,False,True,True,False,0.0,0.6,46.1,False,False,False,0,"[{""start"": 20, ""end"": 23, ""kind"": ""qty"", ""term"": ""85%""}, {""start"": 104, ""end"": 108, ""kind"": ""deadline"", ""term"": ""2025""}]"
"And as one of more than 300 signatories to The Climate Pledge, we say to the innovators, scientists, builders, and entrepreneurs: Our door is open.",12,Our Carbon Footprint > We Thrive on Big Challenges,target,firm,300,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,24,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,52.1,True,False,False,0,"[{""start"": 24, ""end"": 27, ""kind"": ""qty"", ""term"": ""300""}]"
It’s encouraging that 300 companies are committed to working together to achieve net-zero carbon by 2040 or sooner through The Climate Pledge.,14,Reach net-zero carbon emissions across our operations by 2040,target,firm,300,2040,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,21,0.0,0.0,0.1152,True,True,True,False,False,0.0476,0.6,36.5,True,False,False,1,"[{""start"": 22, ""end"": 25, ""kind"": ""qty"", ""term"": ""300""}, {""start"": 40, ""end"": 49, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 100, ""end"": 104, ""kind"": ""baseline"", ""term"": ""2040""}]"
"In 2021, 253 companies joined Amazon as signatories of The Climate Pledge—an increase of over 700% in signatories over the previous year.",14,Reach net-zero carbon emissions across our operations by 2040 > Progress in 2021,target,firm,700%,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,20,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,34.3,False,False,False,0,"[{""start"": 94, ""end"": 98, ""kind"": ""qty"", ""term"": ""700%""}]"
The Climate Pledge is a commitment to reach net-zero carbon emissions by 2040—10 years ahead of the Paris Agreement.,14,Growing The Climate Pledge,target,firm,10,2040,2040,,0.75,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,18,0.0,0.0,0.1311,True,True,True,False,False,0.0,0.6,47.6,False,False,False,0,"[{""start"": 73, ""end"": 77, ""kind"": ""baseline"", ""term"": ""2040""}, {""start"": 78, ""end"": 80, ""kind"": ""qty"", ""term"": ""10""}]"
"Amazon co‑founded The Climate Pledge in 2019 to build a cross-sector community of companies, organizations, individuals, and partners working together to address the climate crisis and solve the challenges of decarbonizing our economy.",14,Growing The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,33,0.0,0.0,0.0,False,False,False,False,False,-0.0303,0.0,1.6,False,False,False,0,[]
Signatories commit to reaching net-zero carbon emissions by 2040 and play a critical role in stimulating investment in the development of low-carbon products and services.,14,Growing The Climate Pledge > Our Approach,target,firm,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,24,0.0,0.0,0.1033,False,True,True,False,False,0.0,0.4,9.8,False,False,False,0,"[{""start"": 60, ""end"": 64, ""kind"": ""baseline"", ""term"": ""2040""}]"
"The Climate Pledge joins leading organizations like the We Mean Business Coalition, Race to Zero, TED Countdown, and the Science Based Targets initiative (SBTi) to provide resources and support to mobilize the private sector to reach net-zero carbon by 2040.",14,Growing The Climate Pledge > Our Approach,target,firm,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,39,0.0256,0.0,0.0713,False,True,True,False,True,0.0256,0.498,21.9,False,False,False,1,"[{""start"": 25, ""end"": 32, ""kind"": ""vague"", ""term"": ""leading""}, {""start"": 121, ""end"": 142, ""kind"": ""verify"", ""term"": ""Science Based Targets""}, {""start"": 155, ""end"": 159, ""kind"": ""verify"", ""term"": ""SBTi""}, {""start"": 253, ""end"": 257, ""kind"": ""baseline"", ""term"": ""2040""}]"
"Credible Offsets: Neutralize any remaining emissions with additional, quantifiable, real, permanent, and socially beneficial offsets to achieve net-zero annual carbon emissions by 2040.",14,Growing The Climate Pledge > The Pledge Commitments,target,,,2040,2040,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,22,0.0,0.0,0.0655,False,True,True,False,False,0.0,0.4,-11.6,False,False,False,0,"[{""start"": 180, ""end"": 184, ""kind"": ""baseline"", ""term"": ""2040""}]"
"Named by Amazon and opened in 2021, Seattle’s history-making Climate Pledge Arena embodies the spirit of the Pledge and aims to set a new sustainability bar for the sports and events industry.",15,Growing The Climate Pledge > Putting Principles Into Practice,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,32,0.0,0.0,0.0312,True,False,False,False,False,0.0,0.2,28.9,False,False,False,0,"[{""start"": 30, ""end"": 35, ""kind"": ""qty"", ""term"": ""2021,""}]"
"In November 2020, the arena submitted its net-zero carbon registration to the International Living Future Institute.",15,Growing The Climate Pledge > Putting Principles Into Practice,attribute,,"2020,",,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,15,0.0,0.0,0.0667,True,False,False,False,False,0.0,0.2,-5.8,False,False,False,0,"[{""start"": 12, ""end"": 17, ""kind"": ""qty"", ""term"": ""2020,""}]"
"If certification is achieved, Climate Pledge Arena will be the first net-zero carbon certified arena in the world.",15,Growing The Climate Pledge > Putting Principles Into Practice,target,firm,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,18,0.0,0.0,0.0556,False,False,False,False,False,0.0,0.0,28.8,True,True,False,0,[]
Renewable electricity from on-site solar panels and off-site renewable energy powers 100% of the arena’s operations.,15,Growing The Climate Pledge > Putting Principles Into Practice,other,,100%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,16,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,0.2,False,False,False,0,"[{""start"": 85, ""end"": 89, ""kind"": ""qty"", ""term"": ""100%""}]"
The arena is also aiming to divert over 97% of waste and eliminate 100% of single-use plastics by 2024.,15,Growing The Climate Pledge > Putting Principles Into Practice,target,hedged,97%,,2024,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,16,0.0,0.0,0.0825,True,False,True,False,False,0.0,0.4,42.5,False,False,False,0,"[{""start"": 40, ""end"": 43, ""kind"": ""qty"", ""term"": ""97%""}, {""start"": 98, ""end"": 102, ""kind"": ""deadline"", ""term"": ""2024""}]"
The Climate Pledge Fund is a $2 billion venture investment program supporting the development of sustainable technologies and services that will enable Amazon to meet our netzero carbon goal.,16,Investing in Innovation Through The Climate Pledge Fund,target,firm,2 billion,,,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,28,0.0,0.0,0.0714,True,False,False,False,False,0.0,0.2,21.3,False,True,False,0,"[{""start"": 30, ""end"": 39, ""kind"": ""qty"", ""term"": ""2 billion""}]"
"Amazon’s investment in BETA Technologies advances our path to zero-emissions package delivery and builds on our previous investment in ZeroAvia, the developers of hydrogen-electric aviation solutions.",16,Investing in Innovation Through The Climate Pledge Fund,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,27,0.0,0.0,0.0,False,False,False,False,False,0.037,0.0,-14.8,False,False,False,1,[]
"These include fertilizer and land use, transportation, and landfill methane from wasted produce, which account for roughly 30% of the emissions from crops grown for human consumption.",16,Investing in Innovation Through The Climate Pledge Fund,other,,30%,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,26,0.0,0.0385,0.0,True,False,False,False,False,0.0,0.046,37.3,False,False,False,0,"[{""start"": 115, ""end"": 122, ""kind"": ""hedge"", ""term"": ""roughly""}, {""start"": 123, ""end"": 126, ""kind"": ""qty"", ""term"": ""30%""}]"
"Infinium is a renewable electrofuels solution provider that focuses on converting captured carbon dioxide and hydrogen feedstocks into net-zero carbon fuels for use in today’s air transport, marine freight, and heavy truck fleets.",17,Investing in Innovation Through The Climate Pledge Fund,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,34,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,13.1,False,False,False,0,[]
"In 2021, The Climate Pledge Fund joined Greentown Labs , the largest climate tech startup incubator in North America.",17,Investing in Innovation Through The Climate Pledge Fund > Collaborating to Accelerate Invention,target,firm,"2021,",,,,0.25,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,17,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,45.3,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2021,""}]"
"Together, Elemental Excelerator and Amazon are working to accelerate a pathway to decarbonization that mitigates the impact of climate change more quickly and equitably by identifying and supporting technology startups at the forefront of clean energy, mobility, agriculture, and the circular economy.",17,Investing in Innovation Through The Climate Pledge Fund > Collaborating to Accelerate Invention,attribute,,,,,,0.0,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,42,0.0,0.0,0.0,False,False,False,False,False,0.0238,0.0,-29.2,False,False,False,1,"[{""start"": 58, ""end"": 68, ""kind"": ""positive"", ""term"": ""accelerate""}]"
"Climate science is telling us that, even with aggressive decarbonization efforts, companies will need to go beyond their own operations to reach netzero emissions by 2050.",18,Supporting Nature-Based Solutions,target,firm,,,2050,own operations,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,25,0.0,0.0,0.1,False,False,True,True,False,0.0,0.4,29.2,False,True,False,0,"[{""start"": 166, ""end"": 170, ""kind"": ""deadline"", ""term"": ""2050""}]"
"In 2019, Amazon created the Right Now Climate Fund, a $100 million fund for nature-based solutions to restore and conserve forests, wetlands, and grasslands around the world.",18,Supporting Nature-Based Solutions > Our Approach,other,,100 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,25,0.0,0.04,0.0,True,False,False,False,False,0.0,0.04,39.3,False,False,False,0,"[{""start"": 55, ""end"": 66, ""kind"": ""qty"", ""term"": ""100 million""}, {""start"": 157, ""end"": 163, ""kind"": ""hedge"", ""term"": ""around""}]"
"Protecting the World’s Tropical Rainforests In 2021, Amazon helped to create the Lowering Emissions by Accelerating Forest finance (LEAF) Coalition , a global initiative of governments and leading companies that has already mobilized $1 billion to protect the world’s tropical rainforests .",18,Supporting Nature-Based Solutions > Reducing Emissions From Deforestation,other,,1 billion,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,40,0.025,0.0,0.0,True,False,False,False,False,0.025,0.1,-5.1,False,False,False,1,"[{""start"": 189, ""end"": 196, ""kind"": ""vague"", ""term"": ""leading""}, {""start"": 235, ""end"": 244, ""kind"": ""qty"", ""term"": ""1 billion""}]"
"As part of our Right Now Climate Fund, Amazon has committed €20 million toward nature-based projects in communities across Europe.",19,Supporting Nature-Based Solutions > Nature-Based Investments in Communities Across Europe,other,firm,20 million,,,,0.5,data/raw/amazon/2021_sustainability_report.pdf,False,False,amazon,2021,True,19,0.0,0.0,0.0526,True,False,False,False,False,0.0526,0.2,27.3,False,False,False,1,"[{""start"": 50, ""end"": 59, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 61, ""end"": 71, ""kind"": ""qty"", ""term"": ""20 million""}]"
