sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional,company,publish_year,report_assured,n_words,vague_ratio,hedging_ratio,future_ratio,quantification_present,baseline_present,date_present,scope_present,verification_present,sentiment,specificity_score,readability,passive_voice,modal_firm,modal_soft,positive_tone_words,highlights_json
"6 Advocating 7 Incentivizing employees 8 Aligning associations 9 Transparency leader 10 Clean cities and corporates More actively advocate for policies that support net zero, including carbon pricing.",8,Our sustainability aims > Five aims to help the world get to net zero,attribute,hedged,6,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,23,0.0,0.0,0.0,True,False,False,False,False,0.0435,0.2,-26.2,False,False,False,1,"[{""start"": 0, ""end"": 1, ""kind"": ""qty"", ""term"": ""6""}, {""start"": 78, ""end"": 84, ""kind"": ""positive"", ""term"": ""leader""}]"
Incentivize our global workforce to deliver on our aims and mobilize them to become advocates for net zero.,8,Our sustainability aims > Five aims to help the world get to net zero,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,18,0.0,0.0,0.0556,False,False,False,False,False,0.0,0.0,38.2,False,False,False,0,[]
Launch a new team to create integrated clean energy and mobility solutions.,8,Our sustainability aims > Five aims to help the world get to net zero,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,12,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,39.6,False,False,False,0,[]
Develop enough clean energy to benefit more than 36 million people.,8,Our sustainability aims > Five aims to improve people’s lives,attribute,,36 million,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,10,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,44.4,False,False,False,0,"[{""start"": 49, ""end"": 59, ""kind"": ""qty"", ""term"": ""36 million""}]"
Become water positive by 2035.,8,Our sustainability aims > Five aims to care for our planet,target,,,,2035,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,4,0.0,0.0,0.02,False,False,True,False,False,0.25,0.2,33.6,False,False,False,1,"[{""start"": 13, ""end"": 21, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 25, ""end"": 29, ""kind"": ""deadline"", ""term"": ""2035""}]"
"This helps underpin our future growth by expanding talent pipelines for established skillsets and newer ones, including many of the skills that bp and the world need to get to net zero.",16,Building on strong foundations > Education and employability,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,32,0.0312,0.0,0.0312,False,False,False,False,False,0.0,0.0,39.5,False,False,False,0,"[{""start"": 120, ""end"": 124, ""kind"": ""vague"", ""term"": ""many""}]"
"In 2021, our total air emissions reduced by 38% compared with 2020, largely due to reductions in flaring at some of our operating facilities, including US onshore operations.",18,Building on strong foundations > Air emissions,achievement,achievement,38%,2020,,,0.67,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,25,0.04,0.0,0.0,True,True,False,False,False,0.0,0.24,15.6,False,False,False,0,"[{""start"": 44, ""end"": 47, ""kind"": ""qty"", ""term"": ""38%""}, {""start"": 62, ""end"": 66, ""kind"": ""baseline"", ""term"": ""2020""}, {""start"": 68, ""end"": 75, ""kind"": ""vague"", ""term"": ""largely""}]"
"Around 270kt of hazardous and nonhazardous waste was disposed of in 2021, a 4% decrease from around 280kt in 2020.",18,Building on strong foundations > Air emissions,other,,4%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,17,0.0,0.1176,0.0,True,False,False,False,False,0.0,0.0,55.2,True,False,False,0,"[{""start"": 0, ""end"": 6, ""kind"": ""hedge"", ""term"": ""Around""}, {""start"": 76, ""end"": 78, ""kind"": ""qty"", ""term"": ""4%""}, {""start"": 93, ""end"": 99, ""kind"": ""hedge"", ""term"": ""around""}]"
"In 2021 this influence focused on net zero operations, the measurement and abatement of methane emissions, biodiversity and human rights.",18,Building on strong foundations > Influencing non-operated joint ventures,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,19,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,9.4,False,False,False,0,[]
"In 2021, survey activity was carried out in an international protected area as part of the UK Net Zero Teesside project.",18,Building on strong foundations > Influencing non-operated joint ventures,attribute,,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,20,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,38.5,True,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2021,""}]"
"When bpx began operating its Permian assets in 2019, flaring intensity was over 16%.",20,Performance and progress > Reducing methane,other,,16%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,12,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,32.5,False,False,False,0,"[{""start"": 80, ""end"": 83, ""kind"": ""qty"", ""term"": ""16%""}]"
"In 2021, we continued to make progress against the five aims to help bp get to net zero we announced in February 2020.",21,Getting to net zero introduction,attribute,hedged,"2021,",,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,21,0.0476,0.0,0.0476,True,False,False,False,False,0.0476,0.01,64.7,False,False,False,1,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2021,""}, {""start"": 12, ""end"": 21, ""kind"": ""vague"", ""term"": ""continued""}, {""start"": 30, ""end"": 38, ""kind"": ""positive"", ""term"": ""progress""}]"
"This progress, combined with our confidence in the business opportunities of the energy transition, has enabled us to accelerate two of our net zero aims.",21,Getting to net zero introduction,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,25,0.0,0.0,0.04,False,False,False,False,False,0.08,0.0,25.8,False,False,False,2,"[{""start"": 5, ""end"": 13, ""kind"": ""positive"", ""term"": ""progress""}, {""start"": 118, ""end"": 128, ""kind"": ""positive"", ""term"": ""accelerate""}]"
"In parallel, the pace at which the world is moving to net zero is increasing, something we explore in the ‘New Momentum’ scenario in the 2022 bp Energy Outlook.",21,Getting to net zero introduction,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,28,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,45.5,False,False,False,0,[]
"Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.",21,Getting to net zero introduction > Read more: bp.com/energyoutlook,target,hedged,,,2050,,0.25,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,21,0.0,0.0,0.1152,False,False,True,False,False,0.0,0.2,72.7,False,False,False,0,"[{""start"": 44, ""end"": 48, ""kind"": ""deadline"", ""term"": ""2050""}]"
"We now aim to be net zero across operations, production and sales.",21,Getting to net zero introduction > Read more: bp.com/energyoutlook,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,12,0.0,0.0,0.0833,False,False,False,False,False,0.0,0.0,53.7,False,False,False,0,[]
For 2030 we are now aiming for a 1520% reduction in the lifecycle carbon intensity of these products against the 2019 baseline.,21,Getting to net zero introduction > Read more: bp.com/energyoutlook,other,hedged,1520%,2019,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,19,0.0,0.0,0.0526,True,True,False,False,False,0.0,0.4,45.1,False,False,False,0,"[{""start"": 33, ""end"": 38, ""kind"": ""qty"", ""term"": ""1520%""}, {""start"": 113, ""end"": 117, ""kind"": ""baseline"", ""term"": ""2019""}]"
"When we talk about helping the world get to net zero we mean achieving a balance between sources of anthropogenic emissions and removal by sinks of greenhouse gases, as set out in article 4.1 of the Paris Agreementh.",21,What do we mean when we talk about net zero?,attribute,,4.1,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,37,0.0,0.027,0.0,True,False,False,False,False,0.0,0.092,53.2,False,False,False,0,"[{""start"": 13, ""end"": 18, ""kind"": ""hedge"", ""term"": ""about""}, {""start"": 188, ""end"": 191, ""kind"": ""qty"", ""term"": ""4.1""}]"
"To deliver our net zero ambition and aims, we recognize that the balance of investment between emissions reduction activities and deductions will be important.",21,What do we mean when we talk about net zero?,target,firm,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,24,0.0,0.0,0.125,False,False,False,False,False,0.0,0.0,20.3,False,True,False,0,[]
We are aiming to increase capital expenditure on our low carbon businesses to $4-6 billion each year by 2030.,22,What role will divestments play in achieving our net zero aims?,target,hedged,6 billion,,2030,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,17,0.0,0.0,0.1376,True,False,True,False,False,0.0,0.4,45.3,False,False,False,0,"[{""start"": 81, ""end"": 90, ""kind"": ""qty"", ""term"": ""6 billion""}, {""start"": 104, ""end"": 108, ""kind"": ""deadline"", ""term"": ""2030""}]"
This includes jurisdictions where we are advocating for effective policies and regulations to help the world get to net zero.,22,What role will divestments play in achieving our net zero aims?,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,20,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,34.3,False,False,False,0,[]
"Non-operated joint ventures (NOJVs) are an important part of bp’s business strategy, including with respect to methane management and net zero.",22,How will we influence NOJVs to support our aims?,attribute,,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,22,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,23.0,False,False,False,0,[]
We do not plan to rely on offsetting to meet our 2030 net zero aims.,22,Will we rely on offsetting to meet our net zero aims?,attribute,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,True,False,bp,2021,True,14,0.0,0.0,0.1429,False,False,False,False,False,0.0,0.0,83.9,False,False,False,0,[]
"Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",24,Our progress in 2021,other,hedged,35.6MtCO2e,2019,,Scope 1; Scope 2,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,21,0.0,0.0,0.0476,True,True,False,True,False,0.0,0.6,78.9,False,False,False,0,"[{""start"": 66, ""end"": 76, ""kind"": ""qty"", ""term"": ""35.6MtCO2e""}, {""start"": 105, ""end"": 109, ""kind"": ""baseline"", ""term"": ""2019""}]"
The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,24,Our progress in 2021,other,,19MtCO2e,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,21,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,62.8,False,False,False,0,"[{""start"": 29, ""end"": 37, ""kind"": ""qty"", ""term"": ""19MtCO2e""}]"
"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",24,Our progress in 2021,other,,45.5MtCO2e,2020,,Scope 1,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,10,0.0,0.0,0.0,True,True,False,True,False,0.0,0.6,66.4,False,False,False,0,"[{""start"": 14, ""end"": 18, ""kind"": ""baseline"", ""term"": ""2020""}, {""start"": 20, ""end"": 30, ""kind"": ""qty"", ""term"": ""45.5MtCO2e""}]"
"This means that while we have exceeded our 2025 target, we have more work to do to achieve our overall net zero aim by reducing emissions while bringing new projects online.",24,Our progress in 2021,target,hedged,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,30,0.0,0.0,0.0667,False,False,False,False,False,0.0,0.0,52.3,False,False,False,0,[]
"Scope 1 (direct) emissions, covered by aim 1, were 33.2MtCO2e in 2021, a decrease of 20% from 41.7MtCO2e in 2020.",24,Our progress in 2021,other,hedged,33.2MtCO2e,,,Scope 1,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,17,0.0,0.0,0.0588,True,False,False,True,False,0.0,0.4,86.6,False,False,False,0,"[{""start"": 51, ""end"": 61, ""kind"": ""qty"", ""term"": ""33.2MtCO2e""}]"
"Scope 2 (indirect) emissions decreased by 1.4MtCO2e, to 2.4MtCO2e in 2021, a 37% reduction compared with 2020.",24,Our progress in 2021,other,,1.4MtCO2e,2020,,Scope 2,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,15,0.0,0.0,0.0,True,True,False,True,False,0.0,0.6,60.8,False,False,False,0,"[{""start"": 42, ""end"": 51, ""kind"": ""qty"", ""term"": ""1.4MtCO2e""}, {""start"": 105, ""end"": 109, ""kind"": ""baseline"", ""term"": ""2020""}]"
Operational control boundary broadly covers bp-operated assetsa. bp equity share covers 100% of emissions from subsidiaries and the percentage of emissions equivalent to our share of joint arrangements and associatesd.,24,Our progress in 2021 > bp equity share emissions,other,,100%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,29,0.0345,0.0,0.0,True,False,False,False,False,0.0,0.062,5.4,False,False,False,0,"[{""start"": 29, ""end"": 36, ""kind"": ""vague"", ""term"": ""broadly""}, {""start"": 88, ""end"": 92, ""kind"": ""qty"", ""term"": ""100%""}]"
"Reductions are reportable for a 12-month period from the start of the intervention/action. c Due to rounding some totals may not agree exactly with the sum of their component parts. d bp equity share data comprises 100% of emissions from subsidiaries and the percentage of emissions equivalent to our share of joint arrangements and associates, other than bp’s share of Rosneft.",24,Our progress in 2021 > Read more: bp.com/ESGdata,other,hedged,100%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,True,False,bp,2021,True,62,0.0,0.0161,0.0,True,False,False,False,False,0.0,0.136,46.7,False,False,True,0,"[{""start"": 121, ""end"": 124, ""kind"": ""hedge"", ""term"": ""may""}, {""start"": 215, ""end"": 219, ""kind"": ""qty"", ""term"": ""100%""}]"
Our aim 1 is to be net zero across our entire operations on an absolute basis by 2050 or sooner.,24,Net zero operations,target,hedged,1,,2050,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,18,0.0,0.0,0.1311,True,False,True,False,False,0.0,0.4,57.0,False,False,False,0,"[{""start"": 8, ""end"": 9, ""kind"": ""qty"", ""term"": ""1""}, {""start"": 81, ""end"": 85, ""kind"": ""deadline"", ""term"": ""2050""}]"
These emissions were 54.4MtCO2e in 2019.,24,Net zero operations,other,,54.4MtCO2e,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,6,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,91.0,False,False,False,0,"[{""start"": 21, ""end"": 31, ""kind"": ""qty"", ""term"": ""54.4MtCO2e""}]"
We’re targeting a 20% reduction in our aim 1 operational emissions by 2025 and will aim for a 50% reduction by 2030 against our 2019 baseline.,24,Net zero operations,target,firm,20%,2019,2025,,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,21,0.0,0.0,0.2581,True,True,True,False,False,0.0,0.6,40.5,False,True,False,0,"[{""start"": 18, ""end"": 21, ""kind"": ""qty"", ""term"": ""20%""}, {""start"": 70, ""end"": 74, ""kind"": ""deadline"", ""term"": ""2025""}, {""start"": 128, ""end"": 132, ""kind"": ""baseline"", ""term"": ""2019""}]"
"Becoming net zero on an absolute basis across the carbon in our upstream oil and gas production is in part linked to reducing oil and gas production, which we expect to reduce by around 40% by 2030, against our 2019 baseline.",25,Our progress in 2021,target,,40%,2019,2030,upstream,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,38,0.0,0.0526,0.0463,True,True,True,True,False,0.0,0.59,34.7,False,False,False,0,"[{""start"": 159, ""end"": 165, ""kind"": ""hedge"", ""term"": ""expect""}, {""start"": 179, ""end"": 185, ""kind"": ""hedge"", ""term"": ""around""}, {""start"": 186, ""end"": 189, ""kind"": ""qty"", ""term"": ""40%""}, {""start"": 193, ""end"": 197, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 211, ""end"": 215, ""kind"": ""baseline"", ""term"": ""2019""}]"
"The estimated Scope 3 emissions from the carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of approximately 7% from 328MtCO2 in 2020, mainly associated with portfolio changes, including divestments and existing field decline.",25,Our progress in 2021,other,,7%,2020,,Scope 3; upstream,1.0,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,35,0.0,0.0857,0.0,True,True,False,True,False,0.0,0.3,14.2,False,False,False,0,"[{""start"": 4, ""end"": 13, ""kind"": ""hedge"", ""term"": ""estimated""}, {""start"": 125, ""end"": 138, ""kind"": ""hedge"", ""term"": ""approximately""}, {""start"": 139, ""end"": 141, ""kind"": ""qty"", ""term"": ""7%""}, {""start"": 159, ""end"": 163, ""kind"": ""baseline"", ""term"": ""2020""}]"
Since 2019 estimated Scope 3 emissions have reduced by 16%.,25,Our progress in 2021,achievement,achievement,16%,,,Scope 3,0.67,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,7,0.0,0.2857,0.0,True,False,False,True,False,0.0,0.1,30.5,False,False,False,0,"[{""start"": 11, ""end"": 20, ""kind"": ""hedge"", ""term"": ""estimated""}, {""start"": 55, ""end"": 58, ""kind"": ""qty"", ""term"": ""16%""}]"
Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,25,Net zero production,target,hedged,2,,2050,upstream,0.75,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,24,0.0,0.0,0.1033,True,False,True,True,False,0.0,0.6,62.6,False,False,False,0,"[{""start"": 8, ""end"": 9, ""kind"": ""qty"", ""term"": ""2""}, {""start"": 110, ""end"": 114, ""kind"": ""deadline"", ""term"": ""2050""}]"
Our investments in low carbon as part of our aim 5 have increased from around $750 million in 2020 to nearly $2.2 billion in 2021.,26,Our progress in 2021,other,hedged,750 million,2020,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,20,0.0,0.05,0.05,True,True,False,False,False,0.0,0.2,74.0,False,False,False,0,"[{""start"": 71, ""end"": 77, ""kind"": ""hedge"", ""term"": ""around""}, {""start"": 79, ""end"": 90, ""kind"": ""qty"", ""term"": ""750 million""}, {""start"": 94, ""end"": 98, ""kind"": ""baseline"", ""term"": ""2020""}]"
Our aim 3 is to reduce to net zero the carbon intensity of the energy products we sell by 2050 or sooner.,26,Net zero sales,target,hedged,3,,2050,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,20,0.0,0.0,0.12,True,False,True,False,False,0.0,0.4,59.6,False,False,False,0,"[{""start"": 8, ""end"": 9, ""kind"": ""qty"", ""term"": ""3""}, {""start"": 90, ""end"": 94, ""kind"": ""deadline"", ""term"": ""2050""}]"
"Our methane emissions intensity is currently calculated using a generally accepted industry methodology and, while it reflects progress in reducing intensity, it will not directly correlate with progress towards delivering our 2025 target, which is based on our new measurement approach.",27,Net zero sales > Our progress in 2021,target,firm,,,,,0.0,data/raw/bp/2021_sustainability_report.pdf,True,False,bp,2021,True,40,0.0,0.0,0.05,False,False,False,False,False,0.05,0.0,-13.5,True,True,False,2,"[{""start"": 127, ""end"": 135, ""kind"": ""positive"", ""term"": ""progress""}, {""start"": 195, ""end"": 203, ""kind"": ""positive"", ""term"": ""progress""}]"
"Throughout 2021, we continued working to reduce our operational methane emissions – from upgrades in our current operations to advancing the design and use of new technology.",27,Net zero sales > Our progress in 2021,target,,"2021,",,2021,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,25,0.04,0.0,0.0,True,False,True,False,False,0.0,0.24,15.6,False,False,False,0,"[{""start"": 11, ""end"": 16, ""kind"": ""qty"", ""term"": ""2021,""}, {""start"": 20, ""end"": 29, ""kind"": ""vague"", ""term"": ""continued""}]"
"Our methane intensity in 2021 was 0.07%, an improvement from 0.12% in 2020b.",27,Net zero sales > Our progress in 2021,other,,0.07%,,,,0.5,data/raw/bp/2021_sustainability_report.pdf,False,False,bp,2021,True,10,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,59.6,False,False,False,0,"[{""start"": 34, ""end"": 39, ""kind"": ""qty"", ""term"": ""0.07%""}]"
