sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional,company,publish_year,report_assured,n_words,vague_ratio,hedging_ratio,future_ratio,quantification_present,baseline_present,date_present,scope_present,verification_present,sentiment,specificity_score,readability,passive_voice,modal_firm,modal_soft,positive_tone_words,highlights_json
"We are committed to becoming a carbon negative, water positive, zero waste company by 2030.",5,Foreword (continued) > From pledges to progress,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,14,0.0,0.0,0.1629,False,False,True,False,False,0.1429,0.2,29.5,True,False,False,2,"[{""start"": 7, ""end"": 16, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 54, ""end"": 62, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 86, ""end"": 90, ""kind"": ""deadline"", ""term"": ""2030""}]"
"With net zero becoming the new normal—more than 1,500 companies with total net revenue of $11.4 trillion have pledged that they will become carbon neutral or net zero—the world must move from climate pledges to climate progress.",5,Foreword (continued) > From pledges to progress,attribute,firm,"1,500",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,37,0.0,0.0,0.027,True,False,False,False,False,0.027,0.2,60.0,False,True,False,1,"[{""start"": 48, ""end"": 53, ""kind"": ""qty"", ""term"": ""1,500""}, {""start"": 219, ""end"": 227, ""kind"": ""positive"", ""term"": ""progress""}]"
"Allocated $471 million to date via our Climate Innovation Fund to accelerate our carbon goals, as well as water and waste.",6,Foreword (continued) > From pledges to progress,other,,471 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,20,0.0,0.0,0.05,True,False,False,False,False,0.05,0.2,46.9,False,False,False,1,"[{""start"": 11, ""end"": 22, ""kind"": ""qty"", ""term"": ""471 million""}, {""start"": 66, ""end"": 76, ""kind"": ""positive"", ""term"": ""accelerate""}]"
We also donated $100 million to Breakthrough Energy’s Catalyst initiative.,6,Foreword (continued) > From pledges to progress,other,,100 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,10,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,10.6,False,False,False,0,"[{""start"": 17, ""end"": 28, ""kind"": ""qty"", ""term"": ""100 million""}]"
"In FY21, we diverted more than 15,200 metric tons of solid waste otherwise headed to landfills and incinerators.",6,Circular Centers,other,,"15,200 metric tons",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,17,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,45.3,False,False,False,0,"[{""start"": 31, ""end"": 49, ""kind"": ""qty"", ""term"": ""15,200 metric tons""}]"
"In July 2021, 87 percent of our in-scope suppliers reported their emissions to CDP, up 12 percent from 2020.",6,Circular Centers,other,,87 percent,2020,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,15,0.0,0.0,0.0,True,True,False,False,True,0.0,0.6,56.3,False,False,False,0,"[{""start"": 14, ""end"": 24, ""kind"": ""qty"", ""term"": ""87 percent""}, {""start"": 79, ""end"": 82, ""kind"": ""verify"", ""term"": ""CDP""}, {""start"": 103, ""end"": 107, ""kind"": ""baseline"", ""term"": ""2020""}]"
"Four datacenters are Zero Waste certified, with new certifications for the San Antonio, Texas and Quincy.",6,Zero Waste,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,16,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,32.0,False,False,False,0,[]
Water Prize for Outstanding Private Sector Organization for adopting our water positive program and committing to being water positive by 2030.,6,Zero Waste > U.S. Water Prize,target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,20,0.0,0.0,0.12,False,False,True,False,False,0.15,0.2,17.3,False,False,False,3,"[{""start"": 16, ""end"": 27, ""kind"": ""positive"", ""term"": ""Outstanding""}, {""start"": 79, ""end"": 87, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 126, ""end"": 134, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 138, ""end"": 142, ""kind"": ""deadline"", ""term"": ""2030""}]"
We reduced single-use plastics in our Microsoft product packaging by 18 percent.,6,Zero Waste > U.S. Water Prize,achievement,achievement,18 percent,,,,0.33,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,11,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,26.5,False,False,False,0,"[{""start"": 69, ""end"": 79, ""kind"": ""qty"", ""term"": ""18 percent""}]"
"Microsoft’s commitments to become carbon negative, water positive, and zero waste by 2030 while building a Planetary Computer are well known.",7,"How we work > Report on everything, not just progress",target,,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,21,0.0,0.0,0.1629,False,False,True,False,False,0.0476,0.2,28.4,False,False,False,1,"[{""start"": 57, ""end"": 65, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 85, ""end"": 89, ""kind"": ""deadline"", ""term"": ""2030""}]"
"As we saw the science in 2019, it was clear that our carbon neutral goal was not what the world needed—the world needs to reach net zero by or before 2050.",7,How we work > Set ambitions based on the science,target,,"2019,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,30,0.0,0.0,0.0333,True,False,True,False,False,0.0,0.4,77.7,False,False,False,0,"[{""start"": 25, ""end"": 30, ""kind"": ""qty"", ""term"": ""2019,""}, {""start"": 150, ""end"": 154, ""kind"": ""deadline"", ""term"": ""2050""}]"
"In 2020, we made a series of environmental sustainability commitments, including being carbon negative, water positive, and zero waste by 2030.",7,How we work > Set ambitions based on the science,target,,"2020,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,19,0.0,0.0,0.1253,True,False,True,False,False,0.0526,0.4,9.4,False,False,False,1,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2020,""}, {""start"": 110, ""end"": 118, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 138, ""end"": 142, ""kind"": ""deadline"", ""term"": ""2030""}]"
"If the world is going to meet net zero goals by 2050, companies need to use their entire ecosystem and all of their positions of influence.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,25,0.0,0.0,0.1,True,False,True,False,False,0.0,0.4,63.0,False,False,False,0,"[{""start"": 48, ""end"": 53, ""kind"": ""qty"", ""term"": ""2050,""}]"
"Our $1 billion Climate Innovation Fund is investing in organizations across our areas of commitment to build a larger, more robust ecosystem of effective companies and solutions.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",other,firm,1 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,26,0.0385,0.0,0.0385,True,False,False,False,False,0.0,0.046,11.2,False,False,False,0,"[{""start"": 5, ""end"": 14, ""kind"": ""qty"", ""term"": ""1 billion""}, {""start"": 124, ""end"": 130, ""kind"": ""vague"", ""term"": ""robust""}]"
"Our sponsorship at COP26 and numerous engagements with governments at the city, regional, state, and national levels are aimed at creating policy environments that further accelerate the impact of this work and the transition to net zero.",8,"How we work (continued) > Take steps to accelerate markets, ecosystems, and global progress",attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,37,0.027,0.0,0.027,False,False,False,False,False,0.027,0.0,16.1,True,False,False,1,"[{""start"": 29, ""end"": 37, ""kind"": ""vague"", ""term"": ""numerous""}, {""start"": 172, ""end"": 182, ""kind"": ""positive"", ""term"": ""accelerate""}]"
"Seven thousand people prepared 31,000 meatless or vegan meals, saved 197,000 pounds of CO2, diverted 227,000 plastic containers and bottles from landfill, saved 392,000 gallons of water, and spent 239,000 minutes learning about sustainability.",9,Feature story Empowering our global workforce,other,,"392,000 gallons",,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,29,0.0,0.0345,0.0,True,False,False,False,False,0.0,0.062,17.0,False,False,False,0,"[{""start"": 161, ""end"": 176, ""kind"": ""qty"", ""term"": ""392,000 gallons""}, {""start"": 222, ""end"": 227, ""kind"": ""hedge"", ""term"": ""about""}]"
Microsoft is committed to be a carbon negative company by 2030.,11,Carbon negative,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,10,0.0,0.0,0.22,False,False,True,False,False,0.1,0.2,35.9,True,False,False,1,"[{""start"": 13, ""end"": 22, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 58, ""end"": 62, ""kind"": ""deadline"", ""term"": ""2030""}]"
"Carbon negative By 2030, we will be carbon negative, and by 2050, we will remove our historical emissions since we were founded in 1975.",11,Carbon negative > Our commitments,target,firm,"2030,",2030,2030,,0.75,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,21,0.0,0.0,0.2105,True,True,True,False,False,0.0,0.6,48.5,True,True,False,0,"[{""start"": 19, ""end"": 24, ""kind"": ""qty"", ""term"": ""2030,""}]"
"Replace with 100/100/0 carbon free energy By 2030, 100 percent of our electricity consumption will be matched by zero carbon energy purchases 100 percent of the time.",11,Carbon negative > Our commitments,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,23,0.0,0.0,0.107,True,False,True,False,False,0.0,0.4,29.0,True,True,False,0,"[{""start"": 45, ""end"": 49, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 51, ""end"": 62, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"Reduce value chain emissions By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",11,Carbon negative > Our commitments,target,firm,"2030,",2020,2030,Scope 3; value chain,1.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,18,0.0,0.0,0.1311,True,True,True,True,False,0.0,0.8,61.7,False,True,False,0,"[{""start"": 32, ""end"": 37, ""kind"": ""qty"", ""term"": ""2030,""}, {""start"": 100, ""end"": 104, ""kind"": ""baseline"", ""term"": ""2020""}]"
"Remove the rest of our emissions By 2030, we will remove more carbon than we emit.",11,Carbon negative > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,15,0.0,0.0,0.1533,True,False,True,False,False,0.0,0.4,73.2,False,True,False,0,"[{""start"": 36, ""end"": 41, ""kind"": ""qty"", ""term"": ""2030,""}]"
"By 2050, we΄ll remove an equivalent amount of carbon to all our historical emissions.",11,Carbon negative > Our commitments,target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,14,0.0,0.0,0.0914,True,False,True,False,False,0.0,0.4,41.6,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2050,""}]"
Microsoft is committed to be a water positive company by 2030.,11,Water positive,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,10,0.0,0.0,0.22,False,False,True,False,False,0.2,0.2,35.9,True,False,False,2,"[{""start"": 13, ""end"": 22, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 37, ""end"": 45, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 57, ""end"": 61, ""kind"": ""deadline"", ""term"": ""2030""}]"
"Water positive By 2030, we will replenish more water than we use.",11,Water positive > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,11,0.0,0.0,0.2018,True,False,True,False,False,0.0909,0.4,64.9,False,True,False,1,"[{""start"": 6, ""end"": 14, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 18, ""end"": 23, ""kind"": ""qty"", ""term"": ""2030,""}]"
"Reduce water waste in datacenter operations By 2024, we will reduce water waste in our datacenter operations by 95 percent.",11,Water positive > Our commitments,target,firm,95 percent,,2024,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,18,0.0,0.0,0.0756,True,False,True,False,False,0.0,0.4,24.1,False,True,False,0,"[{""start"": 47, ""end"": 51, ""kind"": ""deadline"", ""term"": ""2024""}, {""start"": 112, ""end"": 122, ""kind"": ""qty"", ""term"": ""95 percent""}]"
Increase access to water We will provide 1.5 million more people with access to clean water and sanitization services.,11,Water positive > Our commitments,other,firm,1.5 million,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,18,0.0,0.0,0.0556,True,False,False,False,False,0.0,0.2,52.0,False,True,False,0,"[{""start"": 41, ""end"": 52, ""kind"": ""qty"", ""term"": ""1.5 million""}]"
Microsoft is committed to be a water positive company by 2030.,11,Water positive,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,10,0.0,0.0,0.22,False,False,True,False,False,0.2,0.2,35.9,True,False,False,2,"[{""start"": 13, ""end"": 22, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 37, ""end"": 45, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 57, ""end"": 61, ""kind"": ""deadline"", ""term"": ""2030""}]"
Microsoft is committed to become a zero waste company by 2030.,12,Zero waste,target,firm,,,2030,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,10,0.0,0.0,0.22,False,False,True,False,False,0.1,0.2,44.4,True,False,False,1,"[{""start"": 13, ""end"": 22, ""kind"": ""positive"", ""term"": ""committed""}, {""start"": 57, ""end"": 61, ""kind"": ""deadline"", ""term"": ""2030""}]"
"Our approach includes design and material selection, responsibly sourcing materials for our operations, products, and packaging, and increasing the use of recycled content.",12,Zero waste,attribute,,,,,own operations,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,23,0.0,0.0,0.0,False,False,False,True,False,0.0,0.2,6.9,False,False,False,0,[]
"Zero waste By 2030, we will be zero waste across our direct business.",12,Commitments and progress (continued) > Our commitments,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,12,0.0,0.0,0.1867,True,False,True,False,False,0.0,0.4,67.8,False,True,False,0,"[{""start"": 14, ""end"": 19, ""kind"": ""qty"", ""term"": ""2030,""}]"
"Increase reuse of servers and components through Circular Centers By 2025, 90 percent of servers and components within our regional datacenter networks will be reused.",12,Commitments and progress (continued) > Our commitments,target,firm,90 percent,,2025,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,23,0.0,0.0,0.0635,True,False,True,False,False,0.0,0.4,29.0,True,True,False,0,"[{""start"": 69, ""end"": 73, ""kind"": ""deadline"", ""term"": ""2025""}, {""start"": 75, ""end"": 85, ""kind"": ""qty"", ""term"": ""90 percent""}]"
"Make fully recyclable products and packaging By 2030, we will design Surface devices, Xbox products and accessories, and all Microsoft product packaging to be 100 percent recyclable in OECD countries.",12,Commitments and progress (continued) > Our commitments,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,28,0.0,0.0,0.0914,True,False,True,False,False,0.0,0.4,24.3,False,True,False,0,"[{""start"": 48, ""end"": 52, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 159, ""end"": 170, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"Drive to zero waste operations By 2030, we will achieve 90 percent diversion of operational waste at datacenters and campuses and 75 percent diversion for all construction and deconstruction projects.",12,Commitments and progress (continued) > Our commitments,target,firm,90 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,27,0.0,0.0,0.0941,True,False,True,False,False,0.0,0.4,13.4,False,True,False,0,"[{""start"": 34, ""end"": 38, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 56, ""end"": 66, ""kind"": ""qty"", ""term"": ""90 percent""}]"
Take responsibility for our land footprint We will take responsibility for the ecosystem impacts of our direct operations by protecting more land than we use by 2025.,12,Zero Waste > Our commitments,target,firm,,,2025,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,26,0.0,0.0,0.0585,False,False,True,False,False,0.0,0.2,27.5,False,True,False,0,"[{""start"": 161, ""end"": 165, ""kind"": ""deadline"", ""term"": ""2025""}]"
"The scientific reality of climate change is more accepted than ever before—to avert the worst effects of the rapidly changing climate, the world needs to transition to a net zero carbon emissions economy by 2050.",16,A commitment to a carbon negative future > The context,target,,,,2050,,0.25,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,35,0.0,0.0,0.0486,False,False,True,False,False,0.0,0.2,28.7,False,False,False,0,"[{""start"": 207, ""end"": 211, ""kind"": ""deadline"", ""term"": ""2050""}]"
"The world needs agreement on the meaning of global net zero emissions, measurement to track our progress toward net zero, and mature markets for carbon reduction and removal that are necessary to get us there.",16,A commitment to a carbon negative future > The context,attribute,,,,,,0.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,35,0.0,0.0,0.0,False,False,False,False,False,0.0286,0.0,31.1,False,False,False,1,"[{""start"": 96, ""end"": 104, ""kind"": ""positive"", ""term"": ""progress""}]"
"Our strategy to reach carbon negative by 2030 is relatively simple—we will reduce our Scope 1 and 2 emissions to near zero by improving efficiency, adopting new solutions, and purchasing zero carbon energy.",16,A commitment to a carbon negative future > The context,target,firm,,2030,2030,Scope 1,0.75,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,31,0.0,0.0,0.0845,False,True,True,True,False,0.0,0.6,14.4,False,True,False,0,"[{""start"": 41, ""end"": 45, ""kind"": ""baseline"", ""term"": ""2030""}]"
We are engaging suppliers and our business groups to cut our Scope 3 emissions by more than 50 percent and we’ll rely on carbon removal to reach carbon negative.,16,A commitment to a carbon negative future > The context,achievement,achievement,50 percent,,,Scope 3,0.67,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,28,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,48.5,False,False,False,0,"[{""start"": 92, ""end"": 102, ""kind"": ""qty"", ""term"": ""50 percent""}]"
"By 2030, 100 percent of our electricity consumption will be matched by zero carbon energy purchases 100 percent of the time.",16,Our commitment: carbon negative by 2030 > Replacing with 100/100/0 carbon free energy,target,firm,100 percent,,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,18,0.0,0.0,0.1311,True,False,True,False,False,0.0,0.4,33.5,True,True,False,0,"[{""start"": 3, ""end"": 7, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 9, ""end"": 20, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",16,Our commitment: carbon negative by 2030 > Reducing value chain emissions,target,firm,"2030,",2020,2030,Scope 3,1.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,14,0.0,0.0,0.1629,True,True,True,True,False,0.0,0.8,77.8,False,True,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2030,""}, {""start"": 71, ""end"": 75, ""kind"": ""baseline"", ""term"": ""2020""}]"
"By 2030, Microsoft will remove more carbon than it emits.",16,Our commitment: carbon negative by 2030 > Removing the rest of our emissions,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,9,0.0,0.0,0.2422,True,False,True,False,False,0.0,0.4,66.1,False,True,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2030,""}]"
"By 2050, we΄ll remove an equivalent amount of carbon to all our historical emissions.",16,Our commitment: carbon negative by 2030 > Removing the rest of our emissions,target,,"2050,",,2050,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,14,0.0,0.0,0.0914,True,False,True,False,False,0.0,0.4,41.6,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2050,""}]"
"We have created a $1 billion Climate Innovation Fund to accelerate the global development of carbon reduction and removal technologies, as well as related climate solutions to reduce water and waste.",16,Our commitment: carbon negative by 2030 > Investing in the future,other,,1 billion,,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,30,0.0,0.0,0.0,True,False,False,False,False,0.0333,0.2,12.8,False,False,False,1,"[{""start"": 19, ""end"": 28, ""kind"": ""qty"", ""term"": ""1 billion""}, {""start"": 56, ""end"": 66, ""kind"": ""positive"", ""term"": ""accelerate""}]"
"We reduced our Scope 1 and 2 (marketbased) emissions by 58,654 metric tons of carbon dioxide equivalents (mtCO2) in FY21.",17,Our commitment: carbon negative by 2030 > Investing in the future,achievement,achievement,"58,654 metric tons",,,Scope 1,0.67,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,17,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,40.3,False,False,False,0,"[{""start"": 56, ""end"": 74, ""kind"": ""qty"", ""term"": ""58,654 metric tons""}]"
Scope 3 emissions increased by 22.7 percent.,17,Our commitment: carbon negative by 2030 > Investing in the future,other,,22.7 percent,,,Scope 3,1.0,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,5,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,35.1,False,False,False,0,"[{""start"": 31, ""end"": 43, ""kind"": ""qty"", ""term"": ""22.7 percent""}]"
"In July 2021, 87 percent of our in-scope suppliers reported their emissions to CDP, up 12 percent from 2020.",17,Supplier reporting tools,other,,87 percent,2020,,,0.5,data/raw/microsoft/2021_sustainability_report.pdf,False,False,microsoft,2021,False,15,0.0,0.0,0.0,True,True,False,False,True,0.0,0.6,56.3,False,False,False,0,"[{""start"": 14, ""end"": 24, ""kind"": ""qty"", ""term"": ""87 percent""}, {""start"": 79, ""end"": 82, ""kind"": ""verify"", ""term"": ""CDP""}, {""start"": 103, ""end"": 107, ""kind"": ""baseline"", ""term"": ""2020""}]"
