sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file,negated,conditional,company,publish_year,report_assured,n_words,vague_ratio,hedging_ratio,future_ratio,quantification_present,baseline_present,date_present,scope_present,verification_present,sentiment,specificity_score,readability,passive_voice,modal_firm,modal_soft,positive_tone_words,highlights_json
The textiles can then be recycled to create new fibres and garments.,25,Our omni-model elevates the customer experience,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,12,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,67.8,True,False,False,0,[]
"It requires us to design and build stores based on circular principles — reduce, reuse, repair and recycle — and to use only recycled or other more sustainably sourced materials.",26,Second Chance,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,28,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,27.3,False,False,False,0,[]
"Customers are also rewarded for contributing to a circular lifestyle through H&M’s garment collecting, climate smart delivery options, bringing their own bag and choosing products made from more sustainably sourced materials.",28,Second Chance,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,33,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,14.4,False,False,False,0,[]
"Moving from virgin materials with a high environmental impact to recycled, regenerated and more sustainably sourced ones is therefore important for our long-term sustainable growth.",31,"Production, logistics and distribution",attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,25,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,5.5,False,False,False,0,[]
Our goal is for 100 percent of our materials to come from recycled or other more sustainable sources by 2030.,31,"Production, logistics and distribution",target,,100 percent,,2030,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,18,0.0,0.0,0.1311,True,False,True,False,False,0.0,0.4,61.7,False,False,False,0,"[{""start"": 16, ""end"": 27, ""kind"": ""qty"", ""term"": ""100 percent""}, {""start"": 104, ""end"": 108, ""kind"": ""deadline"", ""term"": ""2030""}]"
An important step towards achieving 30 percent recycled materials by 2025 is that some of our collections are made of materials using new garment recycling technology – a new ground breaking technology.,31,"Production, logistics and distribution",target,,30 percent,,2025,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,29,0.0,0.0,0.02,True,False,True,False,False,0.0,0.4,19.9,False,False,False,0,"[{""start"": 36, ""end"": 46, ""kind"": ""qty"", ""term"": ""30 percent""}, {""start"": 69, ""end"": 73, ""kind"": ""deadline"", ""term"": ""2025""}]"
"The material Circulose®, made from recycled cotton waste, was developed by Renewcell, a textile recycling company.",31,"Production, logistics and distribution",attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,16,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,16.1,True,False,False,0,[]
We work with suppliers that share our sustainability vision for a more sustainable fashion industry.,31,"Recycled, regenerated and more sustainably sourced materials",attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,15,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,39.3,False,False,False,0,[]
H&M Group’s goal is to reduce its greenhouse gas emissions in absolute figures by 56 percent by 2030 (baseline 2019)1.,31,Renewable energy,target,,56 percent,,2030,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,19,0.0,0.0,0.1253,True,False,True,False,False,0.0,0.4,54.0,False,False,False,0,"[{""start"": 82, ""end"": 92, ""kind"": ""qty"", ""term"": ""56 percent""}, {""start"": 96, ""end"": 100, ""kind"": ""deadline"", ""term"": ""2030""}]"
As one part of this we are working to source 100 percent renewable ­electricity in our own operations and to increase the use of renewable electricity among our partners and suppliers.,31,Renewable energy,other,,100 percent,,,own operations,1.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,30,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,32.6,False,False,False,0,"[{""start"": 45, ""end"": 56, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"To achieve our 100 percent goal we will continue to work towards a balanced portfolio of Energy Attribute Certificates, power purchase agreements on large-scale renewables projects, and rooftop solar photovoltaics.",31,Renewable energy,target,firm,100 percent,,,,0.25,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,29,0.0,0.0,0.069,True,False,False,False,False,0.0,0.2,-0.6,False,True,False,0,"[{""start"": 15, ""end"": 26, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"As part of this, we assess not only our salient human rights issues on an annual basis, but also the long-term risks and impacts – such as what a shift to a more digital, circular and climate positive value chain could mean for future work.",32,Fair jobs and positive social impacts,attribute,hedged,,,,value chain,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,44,0.0,0.0227,0.0227,False,False,False,True,False,-0.0228,0.109,41.0,False,False,True,1,"[{""start"": 111, ""end"": 116, ""kind"": ""negative"", ""term"": ""risks""}, {""start"": 192, ""end"": 200, ""kind"": ""positive"", ""term"": ""positive""}, {""start"": 213, ""end"": 218, ""kind"": ""hedge"", ""term"": ""could""}]"
For 2025 one of our goals is to design 100 percent of our packaging to be reusable and/or recyclable.,32,"Reusable, plastic-free packaging",attribute,,100 percent,,,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,18,0.0,0.0,0.0556,True,False,False,False,False,0.0,0.2,71.1,False,False,False,0,"[{""start"": 39, ""end"": 50, ""kind"": ""qty"", ""term"": ""100 percent""}]"
Our sustainability vision H&M Group wants to lead the change towards a circular and climate positive fashion industry while being a fair and equal company.,35,Sustainable fashion and design for everyone,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,26,0.0,0.0,0.0,False,False,False,False,False,0.0385,0.0,37.3,False,False,False,1,"[{""start"": 92, ""end"": 100, ""kind"": ""positive"", ""term"": ""positive""}]"
Achievement 2021: -22 percent within scope 1 and 2 and -9 percent within scope 3.,36,Our sustainability strategy,other,,22 percent,,,Scope 1; Scope 3,1.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,9,0.0,0.0,0.0,True,False,False,True,False,0.1111,0.4,47.3,False,False,False,1,"[{""start"": 0, ""end"": 11, ""kind"": ""positive"", ""term"": ""Achievement""}, {""start"": 19, ""end"": 29, ""kind"": ""qty"", ""term"": ""22 percent""}]"
"2030: Use 100 percent renewable electricity in own operations, raising the bar on our energy sourcing criteria.",36,Our sustainability strategy,other,,100 percent,,,own operations,1.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,15,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,16.8,False,False,False,0,"[{""start"": 10, ""end"": 21, ""kind"": ""qty"", ""term"": ""100 percent""}]"
2025: Source 30 percent recycled materials.,36,Materials and resources,attribute,,30 percent,,,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,4,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,12.4,False,False,False,0,"[{""start"": 13, ""end"": 23, ""kind"": ""qty"", ""term"": ""30 percent""}]"
"2030: Make 100 percent of packaging from recycled or other more sustainably sourced ­materials, with a preference for post-consumer recycled materials.",36,Materials and resources,attribute,,100 percent,,,,0.5,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,19,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,9.4,False,False,False,0,"[{""start"": 11, ""end"": 22, ""kind"": ""qty"", ""term"": ""100 percent""}]"
"Maintaining strong relationships with our stakeholders helps us identify innovative ways to create fashion for our customers, drive innovation, and develop more sustainable materials and new business models.",37,Key sustainability goals,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,28,0.0357,0.0,0.0,False,False,False,False,False,0.0357,0.0,6.2,False,False,False,1,"[{""start"": 12, ""end"": 18, ""kind"": ""vague"", ""term"": ""strong""}, {""start"": 73, ""end"": 83, ""kind"": ""positive"", ""term"": ""innovative""}]"
95 percent of electricity sourced for our own operations was renewable (90 percent in 2020).,37,Collaboration and innovation are key,other,,95 percent,,,own operations,1.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,12,0.0,0.0,0.0,True,False,False,True,False,0.0,0.4,25.5,False,False,False,0,"[{""start"": 0, ""end"": 10, ""kind"": ""qty"", ""term"": ""95 percent""}]"
"To achieve our 100 percent goal we will continue to work towards a balanced portfolio of Energy Attribute Certificates, power purchase agreements on largescale renewables projects, and rooftop solar photovoltaics.",37,Collaboration and innovation are key,target,firm,100 percent,,,,0.25,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,29,0.0,0.0,0.069,True,False,False,False,False,0.0,0.2,-0.6,False,True,False,0,"[{""start"": 15, ""end"": 26, ""kind"": ""qty"", ""term"": ""100 percent""}]"
The brands offer various products and services based on circular business models and in the collections the percentage of recycled and other more sustainably sourced materials is increasing.,55,Administration report,attribute,,,,,,0.0,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,28,0.0357,0.0,0.0,False,False,False,False,False,0.0,0.0,15.3,False,False,False,0,"[{""start"": 17, ""end"": 24, ""kind"": ""vague"", ""term"": ""various""}]"
By 2030 at latest the H&M group is to double sales while at the same time halving its carbon footprint.,56,Administration report > FIVE YEAR SUMMARY,target,,,,2030,,0.25,data/raw/hm/2021_sustainability_report.pdf,False,False,hm,2021,False,20,0.0,0.0,0.07,False,False,True,False,False,0.0,0.2,80.8,False,False,False,0,"[{""start"": 3, ""end"": 7, ""kind"": ""deadline"", ""term"": ""2030""}]"
"More specifically, we support and aspire to the EMF vision for a circular fashion industry, where products are designed to be used more, made to be made again, and made from safe and recycled or renewable inputs.",4,Some words and phrases used in this report,attribute,hedged,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,37,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,34.4,True,False,False,0,[]
"More sustainably sourced, sourced in a more sustainable way or more sustainable describes materials or raw material production, processes, our overall operational activity, or that of our suppliers that have a reduced negative environmental impact compared to conventional alternatives.",4,Some words and phrases used in this report,attribute,achievement,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,39,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,-19.3,False,False,False,0,[]
"We further define more sustainably sourced for different materials in our Material Categorisation, Responsible Raw Material Sourcing Policy and Animal Welfare Policy.",4,Some words and phrases used in this report,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0455,0.0,0.0,False,False,False,False,False,0.0455,0.0,-11.6,False,False,False,1,"[{""start"": 99, ""end"": 110, ""kind"": ""vague"", ""term"": ""Responsible""}]"
"Preferred transport options refers to modes of transport including 100% biofuel, electric and zero emissions vehicles1.",5,Some words and phrases used in this report,attribute,,100%,,,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,15,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,11.1,False,False,False,0,"[{""start"": 67, ""end"": 71, ""kind"": ""qty"", ""term"": ""100%""}]"
"Reverse supply chain is a term for a system that brings used products, materials and production waste back into circulation either as second-hand products, or to be reused or recycled and diverted back into the production system as valuable resources.",5,Some words and phrases used in this report,attribute,,,,,supply chain,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,40,0.0,0.0,0.0,False,False,False,True,False,0.0,0.2,20.3,True,False,False,0,[]
1) A zero-emissions vehicle is one that does not emit exhaust gas or other pollutants when operational.,5,Some words and phrases used in this report,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,16,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,32.0,False,False,False,0,[]
"To reach our ambitious climate goals of halving the group’s greenhouse gas emissions by 2030 and achieving net-zero by 2040, we invest in projects to reduce greenhouse gas emissions throughout our whole value chain.",7,CEO letter,target,,"2040,",,2030,value chain,0.75,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,33,0.0303,0.0,0.1109,True,False,True,True,False,0.0303,0.479,40.0,False,False,False,1,"[{""start"": 13, ""end"": 22, ""kind"": ""vague"", ""term"": ""ambitious""}, {""start"": 88, ""end"": 92, ""kind"": ""deadline"", ""term"": ""2030""}, {""start"": 119, ""end"": 124, ""kind"": ""qty"", ""term"": ""2040,""}]"
"Our investments have in a short time created significant value, for example by improving the customer experience and enabling scaling and commercialisation of recycled and more sustainably sourced materials.",8,CEO letter,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,29,0.0345,0.0,0.0,False,False,False,False,False,0.0,0.0,5.3,False,False,False,0,"[{""start"": 45, ""end"": 56, ""kind"": ""vague"", ""term"": ""significant""}]"
RECYCLED OR OTHER MORE SUSTAINABLY SOURCED MATERIALS IN OUR COMMERCIAL GOODS.,11,H&M Group at a glance,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,11,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,26.5,False,False,False,0,[]
"As of January 2023, we have 17 approved projects with a potential annual reduction of 50,000 tonnes CO2e in our supply chain, and a potential additional reduction of approximately 140,000 tonnes beyond our own value chain.",14,Sales and stores per region > Green Fashion Initiative,other,,"50,000 tonnes",,,value chain; supply chain,1.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,33,0.0,0.0303,0.0,True,False,False,True,False,0.0,0.279,22.1,False,False,False,0,"[{""start"": 86, ""end"": 99, ""kind"": ""qty"", ""term"": ""50,000 tonnes""}, {""start"": 166, ""end"": 179, ""kind"": ""hedge"", ""term"": ""approximately""}]"
"The ambition is to achieve net-zero greenhouse gas (GHG) emissions by 2040 and to reduce absolute scope 1, 2 and 31 GHG emissions by 56 percent by 20302.",14,Sales and stores per region > Climate Goals SBTi approved,target,hedged,56 percent,,2040,Scope 1,0.75,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0,0.0,0.1564,True,False,True,True,False,0.0,0.6,46.1,False,False,False,0,"[{""start"": 70, ""end"": 74, ""kind"": ""deadline"", ""term"": ""2040""}, {""start"": 133, ""end"": 143, ""kind"": ""qty"", ""term"": ""56 percent""}]"
"We reduced relative water consumption in our supply chain by 38 percent, compared to a 2017 baseline.",15,Sales and stores per region > New Water Strategy 2030,achievement,achievement,38 percent,2017,,supply chain,1.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,15,0.0,0.0,0.0,True,True,False,True,False,0.0,0.6,33.7,False,False,False,0,"[{""start"": 61, ""end"": 71, ""kind"": ""qty"", ""term"": ""38 percent""}, {""start"": 87, ""end"": 91, ""kind"": ""baseline"", ""term"": ""2017""}]"
"Building on this achievement, we launched our Water Strategy 2030, which focuses on absolute water use reduction rather than measuring relative water efficiency, to clearly decouple growth from resource use.",15,Sales and stores per region > New Water Strategy 2030,achievement,achievement,"2030,",,,,0.33,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,29,0.0,0.0,0.0,True,False,False,False,False,0.0345,0.2,14.0,False,False,False,1,"[{""start"": 17, ""end"": 28, ""kind"": ""positive"", ""term"": ""achievement""}, {""start"": 61, ""end"": 66, ""kind"": ""qty"", ""term"": ""2030,""}]"
"In early 2022, we strengthened this ambition by introducing a goal to double our sales while halving our greenhouse gas (GHG) emissions by 20301.",16,Our overall business idea,target,hedged,"2022,",,2030,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0,0.0,0.1364,True,False,True,False,False,0.0455,0.4,49.9,False,False,False,1,"[{""start"": 9, ""end"": 14, ""kind"": ""qty"", ""term"": ""2022,""}, {""start"": 139, ""end"": 143, ""kind"": ""deadline"", ""term"": ""2030""}]"
"United by our values, we have an ambition to lead the change towards achieving a circular fashion industry with net-zero climate impact, while being a fair and equal company.",16,Our overall business idea,target,hedged,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,29,0.0,0.0,0.0345,False,False,False,False,False,0.0,0.0,34.5,False,False,False,0,[]
Our brands and business ventures want to enable people all around the world to express themselves through more sustainable fashion and design.,21,Fashion and design,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0,0.0455,0.0,False,False,False,False,False,0.0,0.0,49.9,False,False,False,0,"[{""start"": 59, ""end"": 65, ""kind"": ""hedge"", ""term"": ""around""}]"
"The jeans are designed to be used more, made to be made again, and made from safe and recycled or renewable materials.",21,Fashion and design,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,61.5,True,False,False,0,[]
"In 2022, we scaled our traceability programme with TextileGenesis™ to several pilots using blockchain technology, such as rolling out a project for all man-made cellulosic fibres and recycled polyester.",22,Fashion and design,attribute,,"2022,",,,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,28,0.0357,0.0,0.0,True,False,False,False,False,0.0,0.057,3.2,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2022,""}, {""start"": 70, ""end"": 77, ""kind"": ""vague"", ""term"": ""several""}]"
All our brands and business ventures share the same passion for making great and more sustainable fashion and design available to everyone.,24,Our brands and business ventures,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,22,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,46.1,False,False,False,0,[]
"Monki is a purpose-driven fashion brand that believes in sisterhood, the power of community and in contributing to a more sustainable fashion industry.",26,Our brands and business ventures > H&M Move,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,23,0.0,0.087,0.0,False,False,False,False,False,0.0,0.0,18.0,False,False,False,0,"[{""start"": 45, ""end"": 53, ""kind"": ""hedge"", ""term"": ""believes""}]"
"We test and invest in innovative services that span the whole product lifecycle, including garment rental, second-hand, remake, repairs, alterations, garment collecting for textile reuse and recycling and preferred delivery options1 — all to help customers make wellinformed choices, while creating new revenue streams and supporting the shift to a circular, net-zero fashion industry.",31,Circular customer journeys,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,53,0.0,0.0,0.0,False,False,False,False,False,0.0189,0.0,-11.4,False,False,False,1,"[{""start"": 22, ""end"": 32, ""kind"": ""positive"", ""term"": ""innovative""}]"
"1) Delivery options emitting less greenhouse gas emissions compared to conventional delivery options, including 100% biofuel, electric and zero emissions vehicles.",31,We focus on three areas within our customer-facing circular business models:,attribute,,100%,,,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,19,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,-21.7,False,False,False,0,"[{""start"": 112, ""end"": 116, ""kind"": ""qty"", ""term"": ""100%""}]"
"We also focus on smart design and build, using circular principles to carefully decide on the stores’ interiors — elevating the shopping experience while working to reduce, reuse, repair, recycle and utilise recycled or more sustainably sourced materials.",32,We focus on three areas within our customer-facing circular business models:,attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,37,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,4.7,False,False,False,0,[]
"In 2022, we launched our Water Strategy 2030, developed with input from brands, NGOs, water experts and key suppliers in each region.",38,Customer demand-driven production,achievement,achievement,"2022,",,,,0.33,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,20,0.0,0.0,0.0,True,False,False,False,False,0.0,0.2,51.2,False,False,False,0,"[{""start"": 3, ""end"": 8, ""kind"": ""qty"", ""term"": ""2022,""}]"
Our goal is for 100 percent of our materials to be either recycled or sourced in a more sustainable way by 2030 (in 2022 we achieved 84 percent).,40,"Towards recycled, regenerative and responsibly sourced materials",target,achievement,100 percent,,2030,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,24,0.0,0.0,0.1033,True,False,True,False,False,0.0,0.4,55.6,False,False,False,0,"[{""start"": 16, ""end"": 27, ""kind"": ""qty"", ""term"": ""100 percent""}, {""start"": 107, ""end"": 111, ""kind"": ""deadline"", ""term"": ""2030""}]"
A milestone toward this goal is to achieve 30 percent recycled materials by 2025.,40,"Towards recycled, regenerative and responsibly sourced materials",target,,30 percent,,2025,,0.5,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,12,0.0,0.0,0.1033,True,False,True,False,False,0.0833,0.4,46.6,False,False,False,1,"[{""start"": 2, ""end"": 11, ""kind"": ""positive"", ""term"": ""milestone""}, {""start"": 43, ""end"": 53, ""kind"": ""qty"", ""term"": ""30 percent""}, {""start"": 76, ""end"": 80, ""kind"": ""deadline"", ""term"": ""2025""}]"
"This is why supporting new recycling technologies is a strategic continuation of our in-store collecting initiative for used garments and home textiles, from any brand and in any condition, to be reused and recycled.",41,"Towards recycled, regenerative and responsibly sourced materials",attribute,,,,,,0.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,34,0.0,0.0,0.0,False,False,False,False,False,0.0,0.0,15.6,True,False,False,0,[]
"Our sustainability-linked bond, which was issued in 2021, continues to provide an opportunity for investors to support, among other things, an accelerated transition to recycled materials and reduction of GHG emissions (scope 1, 2 and 3) in our supply chain.",42,"Towards recycled, regenerative and responsibly sourced materials",attribute,hedged,"2021,",,,Scope 1; supply chain,1.0,data/raw/hm/2022_sustainability_report.pdf,False,False,hm,2022,False,36,0.0,0.0,0.0,True,False,False,True,False,0.0278,0.4,3.4,True,False,False,1,"[{""start"": 52, ""end"": 57, ""kind"": ""qty"", ""term"": ""2021,""}]"
