sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
We expect these projects to contribute more than 45 million metric tons toward Microsoft’s carbon goals over the next three decades.,9,Building markets,other,,45 million,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"As technology infrastructure is closely connected to broader energy and industrial systems, meaningful change depends on collective action to expand access to carbon-free electricity (CFE),3 strengthen grid resilience, partner with suppliers to reduce value chain emissions, and scale solutions for emissions that remain difficult to abate, including carbon removal.",13,Infrastructure for the AI future,attribute,,3,,,value chain,1.0,data/raw/microsoft/2025_sustainability_report.pdf
"In support of our carbon targets, we are working to reduce the embodied carbon5 of each project design by 30% from our baseline datacenter design.",17,How we design > Embedding carbon reduction across design,other,hedged,30%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"For example, our multi-story datacenters can reduce embodied carbon by 15–25% and use less land than our standard design.",17,How we design > Embedding carbon reduction across design,other,,25%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"We have also piloted constructing datacenters with hybrid mass timber, a strong and ultralightweight wood, which has demonstrated a reduction up to 35% in structural embodied carbon7 compared to datacenters designed with conventional steel frames.",17,How we design > Embedding carbon reduction across design,other,,35%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"We expect this design to avoid the need for more than 125 million liters of water per year, per datacenter.",18,How we design > Improving water and energy efficiency for cooling,other,,125 million,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Concrete and steel are among the largest sources of embodied carbon in construction, accounting for 8% and 7% of global carbon dioxide emissions, respectively.8,9 Through research undertaken by Microsoft Research and collaborations supported by our Climate Innovation Fund (CIF), we are exploring how to deploy lower-carbon alternatives.",20,How we build > Advancing low-carbon construction materials,other,,8%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In 2025, we completed rigorous field testing for two lower-embodied-carbon concrete products developed by suppliers Ozinga and Urban Mining Industries.",20,How we build > Piloting low-carbon concrete,achievement,achievement,"2025,",,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"These mixes use waste materials, such as blast furnace slag and recycled glass, to replace a portion of Portland cement—a key driver of emissions in conventional concrete—which can substantially reduce the embodied carbon.",20,How we build > Piloting low-carbon concrete,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"Supported by CIF, this agreement helps expand the market for low-carbon construction materials by providing our datacenter suppliers with access to Stegra’s steel, which is manufactured with up to 95% lower emissions.",20,How we build > Expanding the market for green steel,other,,95%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
It also supports our goal to be carbon negative by 2030 while driving broader adoption across the construction value chain.,20,How we build > Expanding the market for green steel,target,,,2030,2030,value chain,0.75,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, we diverted 90.5% of our construction and demolition waste from landfills and incinerators, exceeding our target for the second year in a row.",21,How we build > Reducing waste in datacenter construction,other,,90.5%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In line with our target, the majority of LEED-certified Microsoft datacenter construction projects divert at minimum 75% of construction and demolition waste from landfills and incinerators.",21,How we build > Reducing waste in datacenter construction,other,,75%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, we achieved our milestone to match 100% of our annual electricity consumption with renewable energy.2 This helps decarbonize Microsoft’s operations while supporting the development of new CFE supply on power grids, often targeting local grids where we operate.",22,How we operate > Advancing energy markets,achievement,achievement,100%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
This helps expand carbon-free electricity availability and support innovation in power markets.,22,How we operate > Advancing energy markets,attribute,hedged,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"To date, contracted projects represent more than 133 million cubic meters of replenishment volume over their lifetime17—the equivalent of 53,200 Olympic-sized swimming pools18— with our footprint now spanning 34 priority locations globally.",24,How we operate > Strengthening water replenishment,other,,133 million,,,global,1.0,data/raw/microsoft/2025_sustainability_report.pdf
"We’re driving down the operational waste in our datacenters by prioritizing waste prevention and embracing circular practices, in support of our 90% operational waste diversion target.",26,How we operate > Reducing waste in datacenter operations,target,hedged,90%,,,,0.25,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, Microsoft successfully recycled over 2,100 metric tons of UPS batteries globally, reducing waste while recovering valuable materials.",26,How we operate > Reducing waste in datacenter operations,attribute,,"2,100 metric tons",,,global,1.0,data/raw/microsoft/2025_sustainability_report.pdf
"As we’ve grown our network of haulers worldwide, we’ve significantly increased the amount of wood that we can route for recycling and reuse, successfully diverting nearly 230 metric tons of wood this year.",26,How we operate > Reducing waste in datacenter operations,other,,230 metric tons,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, we achieved a 92% reuse and recycling rate across decommissioned hardware, exceeding our 90% target for the second consecutive year.",26,How we operate > Improving circularity of cloud hardware,achievement,achievement,92%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, Microsoft achieved a 92% reuse and recycling rate for servers and components, exceeding its 90% target for the second consecutive year.",26,How we operate > Improving reuse and recycling of cloud hardware,achievement,achievement,92%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"For every 1 MW of heat repurposed externally, cooling demand can be reduced by up to 1 MW, reducing electricity required for cooling systems, improving PUE, and lowering operational costs.",27,How we operate > Repurposing waste heat,achievement,achievement,1,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"DAC systems historically have been difficult to scale due to high energy demand, but supplying them with datacenter waste heat could potentially decrease electricity consumption by more than 20% while increasing productivity by more than 20%.",27,How we operate > Repurposing waste heat,other,hedged,20%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Early investigations suggest that repurposing just 1 MW of waste heat for DAC could enable the removal of up to 5,000 metric tons of carbon dioxide annually, turning a previously unused resource into a scalable climate-positive solution.",27,How we operate > Repurposing waste heat,other,hedged,"5,000 metric tons",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In 2025 we expanded our recycling and reuse capabilities for server rack packaging across all owned datacenters, enabling us to divert more than 9,000 metric tons of server-rack delivery packaging waste from landfills and incinerators.",27,How we operate > Diverting rack packaging,other,,"9,000 metric tons",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"To improve circularity in the design of our rack packaging, we are now working towards incorporating 75% circular content20 in the packaging for servers and components by 2030, in partnership with suppliers, certifying bodies, and logistics partners.",27,How we operate > Diverting rack packaging,target,hedged,75%,,2030,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Sustaining pace with the infrastructure and energy needs of growth will require a diverse portfolio of new carbon-free energy projects, along with increasingly sophisticated tariff structures and energy supply agreements with utilities, regulators, and partners to expand the integration of new clean energy supply as our energy footprint grows.",28,Scaling energy solutions,attribute,firm,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
Microsoft also supported clean energy infrastructure in markets where investment can help accelerate the shift away from fossil fuels.,28,Scaling energy solutions > Investing in clean power and fuels,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"Microsoft led private sector investment in the Southeast Asia Clean Energy Facility, which provides early-stage funding for clean energy projects in a region where coal remains a major part of the energy mix.",28,Scaling energy solutions > Investing in clean power and fuels,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"Twelve, which transforms carbon dioxide into chemicals, fuels, and materials, raised $645 million in follow-on funding—one of the largest financing rounds in the e-fuels21 space to date.",28,Scaling energy solutions > Investing in clean power and fuels,other,,645 million,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Dimensional Energy secured the first commercial deployment of its catalyst technology for applications including base oils, sustainable aviation fuel (SAF), and diesel.",28,Scaling energy solutions > Investing in clean power and fuels,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"One of the clearest shifts this year was the growing contribution of Scope 2 emissions, which represented 13% of our total emissions, up from nearly 2% last year.",30,Investing in power innovation > Managing energy and emissions,other,,13%,,,Scope 2,1.0,data/raw/microsoft/2025_sustainability_report.pdf
"Combined with matching 100% of the campus’s electricity consumption with CFE, that work resulted in the office receiving the Irish Construction Industry’s Green Project of the Year Award.",35,Advancing carbon dioxide removal > Designing lower-impact workplaces,other,,100%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, this work completed over 350 fixes, delivering approximately 4,000 megawatt-hours of annual energy savings.",36,Harnessing geothermal energy at our campus > Improving energy efficiency with data,achievement,achievement,350,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"Combined with other efficiency improvements, this has helped cut the campus’s use of municipal water by more than 30% year over year.",37,Harnessing geothermal energy at our campus > Conserving water through engineering and reuse,achievement,achievement,30%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"At our Hyderabad campus, Microsoft installed an air-to-water system using approximately 300 hydro-panels to extract humidity and convert it into potable water.",37,Harnessing geothermal energy at our campus > Conserving water through engineering and reuse,achievement,achievement,300,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"Microsoft is working to reduce waste across campuses by preventing it at the source, expanding reuse, and strengthening circular systems in day-to-day operations, in line with our 9 0% operational waste diversion target.",37,Harnessing geothermal energy at our campus > Reducing campus waste and keeping materials in use,other,,0%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, Microsoft diverted approximately 34,000 metric tons of operational waste from landfills and incineration across datacenters and campuses.",37,Harnessing geothermal energy at our campus > Diverting operational waste from landfills and incinerators,other,,"34,000 metric tons",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, LinkedIn offices also diverted more than 90 metric tons of furniture waste through a furniture reuse program, avoiding over 270 metric tons of carbon dioxide equivalent (m t C O 2 e) emissions.",38,Harnessing geothermal energy at our campus > Campuses continued,other,,90 metric tons,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"This diverted over 30% of our campus waste from landfills and established critical year-round composting infrastructure in North Dakota, creating new opportunities for local businesses and residents to cut landfill waste and curb methane emissions.",38,"In FY25, LinkedIn offices diverted more than 90 metric tons",achievement,achievement,30%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"Through CIF and our Sustainable Markets programs, Microsoft has committed more than $100 million to investees and partners across Washington working to advance SAF, cleaner energy, climate-smart forestry, carbon removal, and other sustainability solutions.",40,Investing where we live and work: Washington state > Catalyzing innovation in the PacificNorthwest,other,firm,100 million,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Through this investment, we anticipate securing access to up to 3 million metric tons of carbon removal credits through 2035.",40,Investing where we live and work: Washington state > Catalyzing innovation in the PacificNorthwest,target,,3 million,,2035,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Microsoft has also entered into a longterm agreement with Powerex to deliver carbonfree electricity to a new Microsoft datacenter in Washington state, matching hourly demand with direct deliveries of carbon-free hydro, solar, and wind power on a 24x7 basis.",40,Investing where we live and work: Washington state > Planning for local resources as we grow,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"Energy Saver, our opt-in Windows feature, extends battery life and reduces device energy consumption by approximately 20% per active session.",44,Software and platforms > Improving energy efficiency through Windows,other,,20%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"We also launched Sustainability Benefits in Azure Migrate, which helps customers estimate the potential emissions savings of moving workloads from on-premises infrastructure to Azure—where greater energy efficiency and carbon-free electricity (CFE)3 can significantly reduce emissions.",45,Software and platforms > Helping organizations act on emissions data in Azure,achievement,achievement,3,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"Launched in 2025, the GitHub Climate Action Plan for Developers highlights examples from more than 60,000 open-source green software and climate-focused projects.",46,Software and platforms > Equipping developers to build lower-impact code through GitHub,achievement,achievement,"2025,",,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
Our targets have been simple yet ambitious: eliminate single-use plastics and design 100% recyclable packaging.,48,Empowering developers to design more sustainable AI workloads in Azure > Reducing plastic packaging,attribute,,100%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"At the end of 2025, we also achieved 99.0% packaging recyclability by implementing a paperfirst approach that replaces plastics with renewable fiber-based materials.",48,Empowering developers to design more sustainable AI workloads in Azure > Reducing plastic packaging,achievement,achievement,99.0%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, we achieved a rate of 4.2% single-use plastics across Microsoft primary product packaging.",49,Empowering developers to design more sustainable AI workloads in Azure > Reducing single-use plastics,achievement,achievement,4.2%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"By the end of calendar year 2025, we had eliminated nearly all single-use plastics from Microsoft primary product packaging,4 achieving a rate of 0.07%.",49,Empowering developers to design more sustainable AI workloads in Azure > Reducing single-use plastics,achievement,achievement,0.07%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"In 2025, we evolved our device circularity strategy to prioritize recycled content.",49,Empowering developers to design more sustainable AI workloads in Azure > Increasing recycled and lower-carbon materials in devices,attribute,,"2025,",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"We’ve continued to reduce the carbon intensity of key Surface components without compromising performance, including by prioritizing the use of lower-carbon materials such as post-consumer recycled plastics.",49,Empowering developers to design more sustainable AI workloads in Azure > Increasing recycled and lower-carbon materials in devices,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
We are also working to reduce our reliance on virgin materials by working with suppliers to integrate recycled inputs and verifying claims through UL 2809 certification.,49,Empowering developers to design more sustainable AI workloads in Azure > Increasing recycled and lower-carbon materials in devices,attribute,,2809,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Windows 365 Link is also built with sustainability in mind: it’s ENERGY STAR-certified, contains at least 63% recycled content,33 uses 100% paper-based packaging, and is designed to be long-lasting and repairable.",50,Empowering developers to design more sustainable AI workloads in Azure > Devices continued,attribute,,63%,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
These efforts resulted in savings of 5 million kWh across our devices production footprint.,50,Empowering developers to design more sustainable AI workloads in Azure > Partnering with suppliers to reduce manufacturing energy and waste,other,,5 million,,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"To strengthen waste reduction in our devices supply chain, we also introduced the Supplier Zero Waste program.",50,Empowering developers to design more sustainable AI workloads in Azure > Partnering with suppliers to reduce manufacturing energy and waste,attribute,,,,,supply chain,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"This effort encourages our devices manufacturing suppliers to achieve ≥90% waste diversion from landfill and incineration, aligned with zero-waste-to-landfill principles and globally recognized standards such as UL 2799, a third-party validated zero waste standard.",50,Empowering developers to design more sustainable AI workloads in Azure > Partnering with suppliers to reduce manufacturing energy and waste,attribute,,90%,,,global,1.0,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, 43 of our manufacturing suppliers achieved greater than or equal to 90% waste diversion; 42 achieved UL 2799 Platinum certification and 1 achieved UL 2799 Gold certification.",50,Empowering developers to design more sustainable AI workloads in Azure > Partnering with suppliers to reduce manufacturing energy and waste,achievement,achievement,90%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"Refreshed in 2025, the hub brings together updates on themes including energy-efficient design, recyclable packaging, and repairability.",51,Empowering developers to design more sustainable AI workloads in Azure > Reducing energy use without compromising gameplay,attribute,,"2025,",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Together, these features can cut energy use by as much as 50% without compromising player experience.",51,Empowering developers to design more sustainable AI workloads in Azure > Reducing energy use without compromising gameplay,achievement,achievement,50%,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"In FY25, we increased the use of alternative fuels34 across our transportation operations, helping to reduce emissions by more than 70,000 metric tons of carbon dioxide equivalents (m t C O 2 e).",53,Logistics and supply chain > Reducing emissions in our logistics network,other,,"70,000 metric tons",,,,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"Broader optimization efforts—including the adoption of lightweight recyclable pallets, changes to packaging configuration, and the continued use of electric vehicles (EVs)37 —delivered a further 2,200 m t C O 2 e in savings.",53,Logistics and supply chain > Reducing emissions in our logistics network,achievement,achievement,37,,,,0.33,data/raw/microsoft/2025_sustainability_report.pdf
"It helps logistics teams identify opportunities to shift to lower-emission transport types and deploy alternative energy solutions—including sustainable aviation fuel (SAF), EV trucks, and HVO—without affecting service.",53,Logistics and supply chain > Reducing emissions in our logistics network,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"As sustainable fuels become more important in our work toward our 2030 carbon negative commitment, we are using investment, procurement, and supply chain partnerships to help accelerate availability and adoption of SAF.",55,Logistics and supply chain > Building the conditions for supply chain decarbonization,attribute,firm,,,,supply chain,0.5,data/raw/microsoft/2025_sustainability_report.pdf
"We collaborate with governments, utilities, suppliers, and industry associations—including the Asia Clean Energy Coalition and the SEMI Energy Collaborative— to advance clean energy and grid solutions.",55,Addressing manufacturing emissions across our supply chain,attribute,,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
"We continue to work with suppliers, industry peers, and local stakeholders in both markets to support clearer corporate clean energy pathways, greater system transparency, and shared decarbonization roadmaps.",55,Addressing manufacturing emissions across our supply chain,attribute,hedged,,,,,0.0,data/raw/microsoft/2025_sustainability_report.pdf
