sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"Powering operations with carbon-free electricity (CFE): In 2024, Microsoft contracted 19 GW of new renewable energy across 16 countries through power purchase agreements (PPAs) which are central to our carbon reduction strategy, driving down our Scope 2 emissions.",5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",attribute,,"2024,",,,Scope 2,1.0,data/raw/microsoft/2024_sustainability_report.pdf
We continue to advocate for expanding clean energy solutions globally to support not only our power needs but also those of our supply chain.,5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",attribute,hedged,,,,supply chain; global,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"For example, we signed groundbreaking PPAs with Engie requiring that 100% of photovoltaic modules will be reused or recycled.",5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",attribute,firm,100%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
This approach is projected to reduce the embodied carbon footprint of these new datacenters by up to 65% compared to typical precast concrete.,5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",other,,65%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Accelerating carbon removal initiatives: In FY24, Microsoft signed long-term agreements to procure more carbon removal than all previous years combined, achieving nearly 22 million metric tons in contracts for carbon removal.",5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",other,,22 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"The Symbiosis Coalition is targeting up to 20 million metric tons of high-quality, nature-based carbon removal credits by 2030.",5,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",target,,20 million,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Renewable diesel is now in use in our road freight operations in Europe and California, cutting emissions by 50% for these shipments while keeping existing equipment in use.",6,"Accelerating progress to 2030 > Carbon negative: a marathon, not a sprint",other,,50%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"To date, CIF has made significant investments in innovative climate technologies including commercial direct air capture technologies, sustainable aviation fuel, industrial decarbonization, and more.",6,Accelerating progress to 2030 > Accelerating global solutions,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"CIF has invested over $793 million in capital in new climate technologies, expanding to 63 investments across CFE, sustainable fuels, carbon removal, and advanced building materials.",6,Accelerating progress to 2030 > Accelerating global solutions,other,,793 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Today GitHub fosters a thriving community that is home to over 150 million developers and 60,000 climate-focused open-source projects, advancing climate technology, greener software, and device sustainability.",6,Accelerating progress to 2030 > Accelerating global solutions,other,,150 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Optimizing power efficiency and expanding carbon-free electricity.,7,17K acres,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In 2020, we set ambitious targets to be a carbonnegative, water-positive, zero-waste company that protects ecosystems by 2030.",8,How we work,target,,"2020,",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"As a global technology leader, we are also committed to helping develop the market conditions and standards and launch solutions that will support a net zero economy.",8,How we work > Global sustainability,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"As we reach the halfway point in our journey to becoming carbon negative, we reflect on the progress made, as well as the opportunities and challenges that lie ahead.",10,Microsoft sustainability Taking care of our own environmental footprint > In this section,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By 2030, Microsoft will cut its emissions by more than half compared to 2020 and remove more carbon than it emits.",11,Carbon negative,target,firm,"2030,",2020,2030,,0.75,data/raw/microsoft/2024_sustainability_report.pdf
"By 2050, we will remove the same amount of carbon we have emitted operationally since our founding in 1975.",11,Carbon negative,target,firm,"2050,",,2050,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"We will reduce our Scope 1 and 2 emissions to near zero against a 2020 baseline by increasing energy efficiency, decarbonization of our operations, and reaching 100% renewable energy by 2025.",11,Carbon negative > Reducing direct and indirect emissions,target,firm,100%,2020,2025,Scope 1; own operations,1.0,data/raw/microsoft/2024_sustainability_report.pdf
Our Scope 1 and 2 emissions decreased by 30% from the 2020 base year.,11,Carbon negative > Reducing direct and indirect emissions,other,,30%,2020,,Scope 1,1.0,data/raw/microsoft/2024_sustainability_report.pdf
"This result is driven by our ongoing work to advance clean energy procurement, green tariff programs, and use of unbundled renewable energy certificates.",11,Carbon negative > Reducing direct and indirect emissions,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By 2030, we will reduce our Scope 3 emissions by more than half from a 2020 baseline.",11,Carbon negative > Reducing value chain emissions,target,firm,"2030,",2020,2030,Scope 3,1.0,data/raw/microsoft/2024_sustainability_report.pdf
Our value chain or Scope 3 emissions increased by 26% from our 2020 baseline.,11,Carbon negative > Scope 3 emissions,other,,26%,2020,,Scope 3; value chain,1.0,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft continues to work to scale carbon-free electricity markets across our supply chain and invest to decarbonize need-to abate sectors, including steel, concrete, and other building materials used in our datacenters, as well as fuels.",11,Carbon negative > Scope 3 emissions,attribute,,,,,supply chain,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By 2030, 100% of our electricity consumption will be matched by zero carbon electricity purchases 100% of the time.",11,Carbon negative > Expanding carbon-free electricity,target,firm,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft also expanded into nuclear energy with the signing of our first large-scale nuclear energy PPA with the Crane Clean Energy Center in September 2024.,11,Carbon negative > Expanding carbon-free electricity with renewable and nuclear energy,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By 2030, Microsoft will remove more carbon than it emits.",11,Carbon negative > Removing the rest of our emissions,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By 2050, we will remove an amount of carbon equivalent to all our historical operational emissions.",11,Carbon negative > Removing the rest of our emissions,target,firm,"2050,",,2050,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we contracted an additional 2.8 million metric tons of carbon removal expected to be delivered toward FY30.3 In addition, we contracted 17.4 million metric tons that we expect to apply toward carbon negative goals after 2030 and/or our 2050 goal.",11,Carbon negative > Contracted carbon removal,achievement,achievement,2.8 million,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft’s overall emissions increased by 23.4% in FY24, in relation to our base year.",12,Carbon Table 1 Tracking progress toward carbon negative by 2030,other,,23.4%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Additionally, we retired 595,922 metric tons of carbon removal as part of achieving our FY24 target to be carbon neutral.",12,Carbon Table 1 Tracking progress toward carbon negative by 2030,attribute,,"595,922 metric tons",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft’s Scope 3 emissions continue to account for more than 97% of our total emissions.,13,Carbon Table 2 Breaking down our FY24 Scope 3 emissions by source,other,,97%,,,Scope 3,1.0,data/raw/microsoft/2024_sustainability_report.pdf
"This approach is projected to reduce the embodied carbon footprint of these new datacenters by 35% compared to conventional steel construction, and by 65% compared to typical precast concrete, by drastically reducing the reliance on traditional carbon-intensive materials.",14,Efficiency: Transforming datacenters and campuses,other,,35%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Stegra is building the world’s first commercial scale near-zero-carbon steel plant with up to 95% reduced carbon emissions compared to conventional steel.,14,Efficiency: Transforming datacenters and campuses,achievement,achievement,95%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Novel materials like polyethylene terephthalate (PET) film and fiberreinforced plastic (FRP) are being tested to reduce the weight and volume of HAC panels and replace steel in support structures, cutting material mass by up to 75%, thereby reducing embodied carbon.",14,Efficiency: Transforming datacenters and campuses,other,hedged,75%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In parallel, Microsoft is reducing server energy consumption through methods like low-power server states, which lowers energy usage on unallocated servers by up to 35%.",15,Efficiency: Transforming datacenters and campuses,other,firm,35%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
This targeted approach has reduced datacenter hardware needs for the Microsoft Azure platform by approximately 1.5% since 2020—representing a threefold improvement compared to reductions achieved by 2022—while also cutting embodied carbon.,15,Efficiency: Transforming datacenters and campuses,target,achievement,1.5%,,2022,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft is reducing server energy consumption through methods like low power server states, which lowers energy usage on unallocated servers by up to 35%.",15,Efficiency: Transforming datacenters and campuses,other,firm,35%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, Microsoft introduced a new target in the Microsoft Supplier Code of Conduct requiring suppliers to transition to 100% carbon-free electricity (CFE)6 for goods and services delivered to Microsoft by 2030.",16,Datacenter innovation Advancing cooling technologies,target,achievement,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"This milestone has inspired several suppliers to adopt even more ambitious targets, such as procuring 100% renewable energy under RE100 standards and implementing Scope 3 programs modeled on the Microsoft Cloud Supply Chain.",16,Datacenter innovation Advancing cooling technologies,other,,100%,,,Scope 3; supply chain,1.0,data/raw/microsoft/2024_sustainability_report.pdf
"In support of these targets for our suppliers, Microsoft is working in countries with a significant supply chain footprint to identify and solve for specific policy, technology, and finance barriers to carbon-free electricity access, prioritizing impact by 2030.",16,Datacenter innovation Advancing cooling technologies,target,hedged,,,2030,supply chain,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Renewable diesel is now in use in Microsoft’s road freight operations in Europe and California, cutting emissions by 50% for these shipments while keeping existing equipment in use.",16,Datacenter innovation Advancing cooling technologies,other,,50%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft is also advancing aviation decarbonization by integrating sustainable aviation fuel (SAF) into shipments of cloud hardware through multiyear agreements designed to reduce air freight emissions and scale the adoption of SAF.,16,Datacenter innovation Advancing cooling technologies,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, Microsoft introduced a new target in the Microsoft Supplier Code of Conduct requiring suppliers to transition to 100% carbon-free electricity (CFE) for goods and services delivered to Microsoft by 2030.",16,Datacenter innovation Advancing cooling technologies,target,achievement,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
These efforts have reduced the relative carbon intensity across the cloud logistics supply chain by 73% since 2022.,17,Datacenter innovation Advancing cooling technologies,achievement,achievement,73%,,,supply chain,0.67,data/raw/microsoft/2024_sustainability_report.pdf
"These buildings are supported by Microsoft’s Thermal Energy Center, a groundbreaking facility using geothermal energy to provide carbon-free heating and cooling.",17,East Campus Modernization Project Harnessing geothermal energy,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Facilities in Bogotá and Medellín, Colombia; Quito, Ecuador; and Montevideo, Uruguay optimized their heating, ventilation and air conditioning (HVAC) systems, cutting yearover-year energy consumption for these systems by 20%.",17,East Campus Modernization Project Harnessing geothermal energy,other,,20%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By aligning strategies to help us to achieve a more than 50% Scope 3 reduction by 2030, we’re ensuring effective planning and progress toward our environmental sustainability commitments.",18,BarnX LEED Gold Certified,target,,50%,2030,2030,Scope 3,1.0,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft has taken a first-mover approach to making long-term investments to bring more carbon-free electricity online.,19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Power purchase agreements (PPAs) are central to this strategy, and we continue to advocate for expanding clean energy solutions globally to support not only our power needs but also those of our supply chain.",19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,attribute,hedged,,,,supply chain; global,0.5,data/raw/microsoft/2024_sustainability_report.pdf
These dynamics have reshaped strategies across the industry as we work toward grid decarbonization by 2030 and beyond.,19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,target,,,2030,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft has taken bold steps to address these challenges and expand access to carbon-free electricity.,19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Our carbon-free electricity program has grown eighteenfold since 2020, with contracted renewables increasing from 1.8 gigawatts (GW) to over 34 GW across 24 countries.",19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,attribute,,"2020,",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
This growth reflects our leadership in advancing clean energy markets and has us on track to achieve our 2025 target of procuring enough renewable energy to cover 100% of our energy consumption.,19,Availability: Scaling access to tools for decarbonization > Advancing renewable energy markets,attribute,,100%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft also brought 45 carbon-free electricity projects online across 15 different countries through PPAs, including our first operational projects in Canada, Chile, France, Germany, Japan, and Poland.",19,Renewable energy Expanding global procurement and deployment,attribute,,45,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
Microsoft also expanded into nuclear energy with the signing of our first large-scale nuclear energy PPA with Constellation for the Crane Clean Energy Center in September 2024.,20,Renewable energy Expanding global procurement and deployment,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, we signed four groundbreaking PPAs with Engie requiring that 100% of photovoltaic modules —from construction through end of life—will be reused or recycled.",20,Renewable energy Expanding global procurement and deployment,attribute,firm,100%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"This agreement bolsters large-scale, sustainable US solar manufacturing and supports a resilient clean energy economy.",20,Renewable energy Expanding global procurement and deployment,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Beyond procurement, Microsoft is collaborating with industry leaders to address barriers to scaling carbon-free electricity technologies.",20,Renewable energy Expanding global procurement and deployment,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In March 2024, we announced an advanced clean energy buyers’ consortium with Google and Nucor to aggregate demand and accelerate deployment of first-of-akind technologies.",20,Renewable energy Expanding global procurement and deployment,attribute,,"2024,",,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, we announced our Datacenter Community Pledge, reinforcing our role as a responsible corporate citizen and ensuring that local communities experience meaningful benefits from clean energy projects including significant economic, social, and environmental benefits.",20,Renewable energy Expanding global procurement and deployment > Advancing community vitality with energy procurement,target,firm,"2024,",,,,0.25,data/raw/microsoft/2024_sustainability_report.pdf
It also supports Microsoft’s target of reducing Scope 3 emissions by more than 50% by 2030.,20,Renewable energy Expanding global procurement and deployment > Advancing community vitality with energy procurement,target,,50%,,2030,Scope 3,0.75,data/raw/microsoft/2024_sustainability_report.pdf
"So far on our journey, carbon reduction and removal have all played an important role on our path to net zero.",20,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, Microsoft entered long-term agreements to procure more carbon removal than all previous years combined—22 million metric tons.",21,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,other,,22 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"That’s the equivalent of taking 4 million cars off the road for a year.7 Our diversified portfolio spans multiple pathways, including: afforestation, reforestation, and revegetation (ARR); bioenergy with carbon capture and storage (BECCS); and DAC.",21,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,other,,4 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Eight of the projects signed last year will start delivering over 100,000 metric tons annually by 2030, supporting our carbon negative milestone year.",21,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,target,firm,"100,000 metric tons",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Using sustainably sourced forest biomass, Stockholm Exergi captures carbon dioxide from flue gas and stores it for thousands of years under strict measurement, monitoring, reporting, and verification (MMRV) standards.",21,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,attribute,,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"Microsoft will purchase 3 million metric tons of carbon removal, with all restoration activities using native species and building on the foundational work of previous scientific studies in the region.",21,Renewable energy Expanding global procurement and deployment > Scaling carbon removal,other,firm,3 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we contracted nearly 22 million metric tons of carbon removals to be delivered at various points over the next 15+ years.",21,Carbon Table 3 Tracking progress toward carbon negative by 2030,achievement,achievement,22 million,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
This includes 2.8 million metric tons that we expect to be delivered in our FY30 goal year for carbon negativity and many more tons toward carbon negativity for FY31 and beyond.,21,Carbon Table 3 Tracking progress toward carbon negative by 2030,achievement,achievement,2.8 million,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"With such systems, 70% to 85% of energy reuse could be achieved.",22,Innovation in carbon removal Harnessing waste heat,other,hedged,70%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In May 2024, Microsoft co-founded the Symbiosis Coalition—a collaboration with Google, Meta, and Salesforce—establishing an advance market agreement to contract for 20 million metric tons of high-integrity nature-based carbon removal credits by 2030.",22,Innovation in carbon removal Harnessing waste heat,target,hedged,20 million,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"With this agreement and an open request for proposals launched in December 2024, Symbiosis is sending a strong demand signal to project developers, encouraging the production and financing of high-quality removals while creating a platform to increase the speed and scale of climate impact.",22,Innovation in carbon removal Harnessing waste heat,achievement,achievement,"2024,",,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
Accurate measurement and the adoption of best practices are critical to achieving our carbon negative commitment and driving progress across industries.,23,Measurement and adoption: Supporting accurate data and industry-wide change,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
These insights empower engineering teams to make more informed decisions to support Microsoft’s efforts to align with its 2030 carbon negative commitment.,23,Measurement and adoption: Supporting accurate data and industry-wide change > Measurement: Evolving data systems for greater impact,attribute,firm,,,,,0.0,data/raw/microsoft/2024_sustainability_report.pdf
"By integrating this primary data into product environmental LCAs, Microsoft has increased the representativeness of assessments, with 70% of the carbon footprint for devices informed by primary data—a significant improvement over the typical 20% of primary data use in LCAs for laptops and tablets.",24,Advancing LCA methodologies Improving data collection for better decision-making,other,,70%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"At Microsoft, 97% of our emissions are in the Scope 3 category, with the majority originating in our supply chain.",25,Strengthening engagement Measuring impact across our supplier network,other,,97%,,,Scope 3; supply chain,1.0,data/raw/microsoft/2024_sustainability_report.pdf
"To accelerate decarbonization, we strengthened supplier engagement by requiring suppliers to transition to 100% carbon-free electricity by 2030 under the Supplier Code of Conduct.",25,Strengthening engagement Measuring impact across our supplier network,target,,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Over the past three years, this program has evolved to address the growing urgency of decarbonization, amplified by the introduction of the new Supplier Code of Conduct requirement to transition to 100% CFE by 2030.",25,Strengthening engagement Measuring impact across our supplier network,target,,100%,,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"These efforts expanded CFE use and avoided nearly 232,000 m t C O subscript 2 e in emissions.",26,Strengthening engagement Measuring impact across our supplier network,achievement,achievement,"232,000",,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"These efforts will broaden our supplier base and geographic footprint, while accelerating financing for critical infrastructure and afforestation projects to deliver meaningful carbon removal credits by 2030.",26,Strengthening engagement Measuring impact across our supplier network,target,firm,,,2030,,0.25,data/raw/microsoft/2024_sustainability_report.pdf
"In 2020, we set the ambitious commitment of becoming water positive by 2030.",27,Getting to water positive,target,firm,"2020,",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"As of 2024, private sector projects accounted for 17% of our replenishment portfolio, reflecting our resolve to foster a diverse, collaborative ecosystem to achieve water sustainability.",27,Getting to water positive > Our approach,other,,17%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In FY24, we increased the number of projects we have funded by over 50%, funding 27 replenishment projects that are estimated to provide more than 50 million cubic meters in volumetric water benefit over the lifetime of these projects.",28,Water positive,other,,50%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
We will provide 1.5 million people with access to clean water and sanitation services by 2030.,28,Water positive,target,firm,1.5 million,2030,2030,,0.75,data/raw/microsoft/2024_sustainability_report.pdf
"We will make progress against our target to improve water use efficiency by 40% across our global, owned datacenter operations by 2030, from a 2022 baseline.",28,Water positive,target,firm,40%,2022,2030,,0.75,data/raw/microsoft/2024_sustainability_report.pdf
"Since our baseline year of 2022, operational datacenters have achieved an 18% reduction in water intensity progressing towards our 2030 target to reduce water use intensity by 40%.",28,Water positive,achievement,achievement,18%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Since the program’s inception, we have contracted 76 replenishment programs in water-stressed basins, which are expected to deliver more than 100 million cubic meters of replenishment volume over their lifetime.",29,Water Table 1 Replenishing more water than we consume,other,,100 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"This represents a cumulative investment of more than $34 million, with 62% of these projects using nature-based solutions and 47% providing critical biodiversity co-benefits.",30,Water Table 1 Replenishing more water than we consume > Building a robust and effective portfolio,other,,34 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
We increased our water replenishment portfolio by more than 50% in FY24.,30,Water Table 1 Replenishing more water than we consume > Building a robust and effective portfolio,other,,50%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"With leaking pipes accounting for an estimated 30% of global water losses, these technologies offer significant potential to reduce waste.",31,Water Table 3 Replenishment projects > Accelerating water progress with AI,other,,30%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"By addressing leaks and reducing water waste in laundry facilities, residential areas, and cooling towers, the hospitals aim to cut water consumption by 50%.",31,AI water management Optimizing water use in hospitals,other,hedged,50%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Collectively, these initiatives are projected to save 20 million cubic meters of water over their lifetimes.",32,AI-powered precision irrigation Helping farmers save water > Protecting watersheds and increasing efficiency in irrigation,other,,20 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
We need water to produce… We have a well that provides about 42 liters per second.,32,Improved resilience Supporting sustainable agriculture,other,,42 liters,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In support of Microsoft’s water positive commitment, we set a target to provide 1.5 million people with access to clean water and sanitation services—a target we proudly achieved in 2023.",33,Expanding clean water access,target,firm,1.5 million,,,,0.25,data/raw/microsoft/2024_sustainability_report.pdf
"These systems utilize a three-tier filtration process that removes 99.99% of bacteria, providing safe drinking water for 30,000 people.",33,1.6 million people,other,,99.99%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Through our Climate Innovation Fund, Microsoft provided a $25 million anchor equity investment in this new impact fund, which focuses on climateresilient water and sanitation services.",34,Climate-resilient impact Funding water and sanitation services,other,,25 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In September 2024, WaterEquity announced that it had raised more than $100 million for the fund.",34,Climate-resilient impact Funding water and sanitation services,other,,100 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"The fund aims to reach 15 million people in low-income populations across South and Southeast Asia, sub-Saharan Africa, and Latin America, providing access to safe water and sanitation.",34,Climate-resilient impact Funding water and sanitation services,other,hedged,15 million,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"Together, these initiatives align with our commitment to become water positive by 2030, ensuring responsible resource use while supporting business growth.",35,Improving efficiency and reducing water use,target,firm,"2030,",,2030,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
"In 2024, Microsoft launched a new datacenter design that optimizes AI workloads and uses zero water for cooling.",35,Improving efficiency and reducing water use > Eliminating water for cooling in new datacenters,achievement,achievement,"2024,",,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
"Since our baseline year of 2022, operational datacenters have achieved an 18% reduction in water intensity, progressing towards our 2030 target of a 40% reduction.",36,Improving efficiency and reducing water use > Improving datacenter water efficiency,achievement,achievement,18%,,,,0.33,data/raw/microsoft/2024_sustainability_report.pdf
Our efforts to reduce water usage began well before 2022.,36,Improving efficiency and reducing water use > Improving datacenter water efficiency,target,,,,2022,,0.25,data/raw/microsoft/2024_sustainability_report.pdf
"Regular audits help identify inefficiencies, such as excess water use, with improvements surfaced in our 2022 audit eliminating 90% of such instances.",36,Improving efficiency and reducing water use > Improving datacenter water efficiency,other,,90%,,,,0.5,data/raw/microsoft/2024_sustainability_report.pdf
