sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
"Wind Wall, a wind farm located in California’s Tehachapi Mountains, generates carbon-free energy to AWS.",8,Nearly 16.5K > In This Section,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2019, we co-founded and committed to The Climate Pledge—our goal to reach net-zero carbon emissions by 2040, 10 years ahead of the Paris Agreement.",9,Nearly 16.5K > In This Section,target,firm,"2019,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"These are some of the reasons we co-founded and committed to The Climate Pledge in 2019—our goal to reach net-zero carbon emissions by 2040, 10 years ahead of the Paris Agreement—and have invited hundreds of companies to join us.",10,Our Approach,target,firm,"2040,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"Through direct funding, we aim to advance our own progress toward net-zero carbon emissions and help accelerate the widespread adoption of new technologies by making them more affordable and accessible.",10,Our Approach,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"We seek to advance and incentivize decarbonization by supporting policies that scale lower-emission fuels, drive lower-emission vehicle deployment and infrastructure, advance the deployment of carbon-free energy, modernize the grid, and accelerate investments in clean technologies.",10,Our Approach,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In parallel to reducing and avoiding emissions throughout our business, we are also investing in carbon neutralization through additional, quantifiable, real, permanent, and socially beneficial offsets.",10,Our Approach,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, our absolute carbon emissions decreased by 3%.2 This overall decrease was driven by an 11% reduction in emissions from electricity (Scope 2) and a 5% decrease in indirect and supply chain emissions (Scope 3).",11,Amazon’s Carbon Footprint,other,,3%,,,Scope 2; Scope 3; supply chain,1.0,data/raw/amazon/2023_sustainability_report.pdf
"We had a 7% increase in emissions from our direct operations (Scope 1), primarily from the use of transportation fuels.",11,Amazon’s Carbon Footprint,other,,7%,,,Scope 1,1.0,data/raw/amazon/2023_sustainability_report.pdf
"Our carbon intensity decreased for the fifth consecutive year, down 13% from 2022 to 2023.3 This metric demonstrates how we are working to decouple emissions growth from business growth.",11,Amazon’s Carbon Footprint,other,,13%,2022,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, our Scope 1 emissions increased 7% compared to 2022 and represented 21% of our total carbon footprint.",11,Amazon’s Carbon Footprint > Scope 1: Direct Emissions and Operations,other,,7%,2022,,Scope 1,1.0,data/raw/amazon/2023_sustainability_report.pdf
"Since 2015, we have reduced the average per-shipment packaging weight by 43% and avoided more than 3 million metric tons of packaging, including more than 446,000 metric tons in 2023 alone.4 Globally, we shipped 12% of products in their own packaging in 2023.",12,Amazon’s Carbon Footprint > Amazon’s Carbon Footprint,achievement,achievement,43%,,,global,0.67,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, our Scope 2 emissions decreased by 11% compared to 2022 and represented 4% of our total carbon footprint.",12,Scope 2: Indirect Emissions from Purchased Electricity,other,,11%,2022,,Scope 2,1.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, we are proud to have achieved our goal to match 100% of the electricity consumed by our global operations with renewable energy—seven years ahead of our original 2030 goal.",12,Scope 2: Indirect Emissions from Purchased Electricity,achievement,achievement,100%,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"This portfolio provides carbon-free electricity to our operations, as well as delivers new carbonfree electricity to the grids in communities where we operate.",12,Scope 2: Indirect Emissions from Purchased Electricity,attribute,,,,,own operations,0.5,data/raw/amazon/2023_sustainability_report.pdf
Two of the most important ways we lower electricityrelated carbon emissions are by improving energy efficiency and transitioning to carbon-free energy.,12,Scope 2: Indirect Emissions from Purchased Electricity,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"To date, we have focused on scaling renewable energy; going forward, the nature of our business requires us to leverage additional carbon-free energy options—such as nuclear—to support our continued growth and enable us to develop and deploy new technologies such as AI.",12,Scope 2: Indirect Emissions from Purchased Electricity,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Graviton4 is more energy efficient than Graviton3 processors while providing up to 30% better computing performance, 50% more cores, and 75% more memory bandwidth than Graviton3 processors.",12,Scope 2: Indirect Emissions from Purchased Electricity,other,,30%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"By scaling carbon-free energy, we aim to make Amazon a more resilient and sustainable business, drive a global transition to cleaner energy, and achieve our commitment to The Climate Pledge to reach net-zero carbon emissions by 2040.",12,Scope 2: Indirect Emissions from Purchased Electricity,target,firm,,2040,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, our Scope 3 emissions decreased by 5% from 2022 and represented 75% of our total carbon footprint.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,other,,5%,2022,,Scope 3,1.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, 29 Amazon building projects were constructed with lower-carbon concrete and steel, and collectively reduced embodied carbon by 79,500 metric tons of CO2e, equivalent to the emissions generated by 17,200 cars driven for a year.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,achievement,achievement,"79,500 metric tons",,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"Because Scope 3 emissions are beyond our direct operational control, the efforts our suppliers take to reduce their emissions help us progress toward our ambition to achieve net-zero carbon emissions by 2040.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,target,hedged,,2040,2040,Scope 3,0.75,data/raw/amazon/2023_sustainability_report.pdf
We will prioritize working with suppliers who are also committed to decarbonization and reaching net-zero carbon emissions.,13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,attribute,firm,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"We have identified a list of the highest-emitting suppliers directly supporting our operations, and expect those suppliers, who collectively contribute more than 50% of emissions globally to Amazon’s Scope 3 footprint, to provide a plan for how they will decarbonize their operations and demonstrate real progress over time.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,other,firm,50%,,,Scope 3; own operations; global,1.0,data/raw/amazon/2023_sustainability_report.pdf
"In addition, we also launched our “Amazon Sustainability Exchange”—a free, publicly available website that democratizes our guidelines, playbooks, science models, and other resources to help other companies make meaningful progress toward net-zero carbon emissions.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Scope 3: Indirect Emissions from Other Sources,attribute,achievement,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"We know the path to net-zero carbon by 2040 will be challenging, but we are making investments, creating new ways of working, and inventing new solutions to help us decarbonize now and in the future.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,,2040,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"At the end of 2023, The Climate Pledge included 473 signatories focused on achieving net-zero carbon emissions by 2040.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,"2023,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"One way we do this is through The Climate Pledge Fund, Amazon’s $2 billion venture investment program, which supports the advancement of sustainabilityfocused technologies and services that will enable us to meet our net-zero carbon emissions goal.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,2 billion,,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"We will continue to innovate, collaborate, and do the work needed to deliver the best for our customers, progress toward net-zero carbon emissions by 2040, and most importantly, contribute to a healthier planet.",13,Amazon’s Carbon Footprint (MMT CO2e*) > Path to 2040,target,firm,"2040,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"Zero-emission fuel: Along with opting for more efficient shipping routes, we also prioritize lower-carbon marine biofuels.",14,Delivery and Logistics > Ocean Freight,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Through our active participation, we are supporting First Movers Coalition’s goal to use maritime ships with zero-emission fuels for at least 10% of cargo shipped internationally by 2030.",14,Delivery and Logistics > Ocean Freight,target,,10%,,2030,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Zero Emission Vessels (coZEV) with the Aspen Institute to support initiatives that increase the availability of zeroemission technologies and fuels while gaining support from shipping lines, cargo owners, ports, and other organizations that can help to enable the energy transition.",15,Delivery and Logistics > Ocean Freight,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Through our membership, we are supporting coZEV’s goal to use maritime ships with zero-emission fuels for 100% of ocean cargo by 2040.",15,Delivery and Logistics > Ocean Freight,target,,100%,,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Biofuel: Our investment in maritime biofuel helps to accelerate the shipping industry’s transition to zero-emission fuels by demonstrating demand for lower-carbon fuel alternatives to bunker fuel.,15,Delivery and Logistics > Ocean Freight,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In early 2023, we co-founded the Zero Emission Maritime Buyers Alliance (ZEMBA) with the Aspen Institute, Patagonia, and Tchibo.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"ZEMBA seeks to accelerate commercial deployment of zero-emission shipping, enable economies of scale, and reduce maritime emissions.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
This was the first major buyer-led initiative for the transition to zero-emission fuels in maritime shipping—one of the most challenging sectors to decarbonize.,15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Aviation is also considered a hard-to-abate sector, which is why we are sourcing lower-carbon aviation fuels such as sustainable aviation fuel (SAF) and using SAF credits to reduce our own airfreight emissions as well as working with peers on innovative industry-wide solutions.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Lower-carbon aviation fuel, such as SAF, currently represents less than 0.1% of global aviation fuel and remains cost-prohibitive for most companies.",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,other,,0.1%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"To help address these challenges, Amazon is a founding member of the Sustainable Aviation Buyers Alliance (SABA) and played a critical role in launching the Sustainable Aviation Fuel certificates (SAFc) Registry at the 28th meeting of the Conference of the Parties to the United Nations Framework Convention on Climate Change (COP28).",15,Delivery and Logistics > Learn more about this landmark zero-emission voyage,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Moving products by rail or sea—instead of on the road, by conventional trucks—reduces carbon emissions by an average of nearly 50%.",15,Delivery and Logistics > Middle Mile Efficiency,other,,50%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Additionally, in 2023, The Climate Pledge and C40 Cities (C40) developed Laneshift, a partnership to accelerate the transition to zero-emission electric trucks and charging infrastructure across major cities in India and Latin America.",16,Journey of a Kindle through Our Transportation Network,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
They can reduce carbon emissions by at least 75% compared to diesel when refueled with RNG.,16,Journey of a Kindle through Our Transportation Network > Last Mile Electric Delivery Vehicles,other,,75%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"This growth was driven by the opening of seven permanent RNG fueling stations across our North American logistics network in partnership with Clean Energy, the largest provider of RNG for the transportation industry in North America.",16,Journey of a Kindle through Our Transportation Network > Last Mile Electric Delivery Vehicles,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, Amazon Day delivery avoided the use of more than 200 million boxes (up from nearly 115 million in 2022) and 226,000 metric tons of CO2e.",17,Journey of a Kindle through Our Transportation Network > Amazon Day Delivery,achievement,achievement,200 million,2022,,,0.67,data/raw/amazon/2023_sustainability_report.pdf
"In August 2023, we began transporting packages in London using both zero-emission middle mile vehicles (electric heavy-duty trucks) and last mile vehicles (electric vans).",17,Building Construction and Operations > United States,attribute,,"2023,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Lighting retrofits alone have saved 1.23 billion megawatthours (MWh) of energy and avoided more than 873,000 metric tons of CO2e from 2017 to 2023.",18,Building Construction and Operations > Implementing Foundational Efficiency Initiatives,achievement,achievement,1.23 billion,2017,,,0.67,data/raw/amazon/2023_sustainability_report.pdf
"Opened in May 2023, HQ2 runs on 100% renewable electricity and achieves energy savings of 24% relative to a comparable Leadership in Energy and Environmental Design (LEED) baseline.",18,Building Construction and Operations > Validating Our Progress,other,hedged,100%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Using an advanced lower-carbon concrete mix design that included CarbonCure, which we invested in through The Climate Pledge Fund , we achieved a 20% reduction in HQ2’s concrete structure carbon footprint compared to the industry baseline.8 This avoided 14,700 metric tons of CO2e, which is the equivalent of taking 3,500 cars off the road in the U.S. for an entire year.",18,Building Construction and Operations > Validating Our Progress,target,firm,20%,,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"These on-site solar energy systems are estimated to generate 123,000 MWh annually—enough energy to power over 33,600 European homes—and avoid the equivalent of roughly 47,400 metric tons of CO2e each year compared to nonrenewable electricity sources.",19,Building Construction and Operations > Scaling Renewable Energy,other,,"123,000 MWh",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, 29 Amazon building projects were constructed with lower-carbon concrete and steel, collectively reducing embodied carbon by over 79,000 metric tons of CO2e.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,"79,000 metric tons",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"AWS also tested a low-carbon, performance-based ASTM C1157 Hydraulic Cement by Ozinga, a concrete, bulk materials, and logistics solutions supplier, which achieved a 64% reduction in embodied carbon compared to the industry average.",19,Building Construction and Operations > Using Lower-Carbon Materials,achievement,achievement,64%,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"In January 2024, AWS updated its design standards to require the use of concrete with 35% less embodied carbon than the industry average in new data centers around the world.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,35%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"By incorporating higher-strength steel into its data center structural designs, AWS has reduced steel content by 70 tons for each two-story data center and 137 tons for each three-story data center, decreasing emissions by 63 and 124 metric tons of CO2e, respectively.",19,Building Construction and Operations > Using Lower-Carbon Materials,achievement,achievement,124 metric tons,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"Using lower-carbon steel and concrete enabled AWS to avoid over 46,700 metric tons of CO2e in 2023—equivalent to the carbon emissions generated from driving over 11,100 cars in the U.S. for one year.",19,Building Construction and Operations > Using Lower-Carbon Materials,other,,"46,700 metric tons",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Inferentia2 is up to 50% more energy-efficient and can reduce costs by up to 40% against comparable Amazon Elastic Compute Cloud (EC2) instances.,20,Servers and Hardware,other,,50%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"Graviton4 provides up to 30% better computing performance, 50% more cores, and 75% more memory bandwidth than Graviton3 processors while being more energy efficient.",20,Servers and Hardware,other,,30%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, AWS purchased over 6 million liters of SAF, which avoided approximately 15,600 metric tons of CO2e compared to conventional aviation fuel.",20,Products and Devices > Amazon Private Brands,achievement,achievement,6 million,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"Research shows that in North America, AWS can lower its customers’ workload carbon footprints by up to 96% compared to on-premises computing workloads when the electricity AWS uses is matched with 100% renewable energy—a goal that Amazon, including AWS, achieved in 2023.",20,Products and Devices > Reducing Emissions from the Transportation of Data Center Hardware,achievement,achievement,96%,,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"These insights informed the creation of joint abatement plans, which help avoid future product emissions through actions including moving to recycled materials, using renewable energy to power manufacturing facilities, and reducing packaging.",20,Products and Devices > Enhancing Chip Efficiency,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"For example, we began using recycled polyester certified by Textile Exchange’s Global Recycled Standard, which now represents 16% of the polyester we use for Amazon Essentials apparel products.",20,Products and Devices > Enhancing Chip Efficiency,attribute,,16%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, we published the carbon footprint of newly launched Echo, eero, Ring, Fire TV, and Fire tablet devices on the product detail pages of our U.S.",21,Products and Devices > Amazon Grocery and Whole Foods Market,achievement,achievement,"2023,",,,,0.33,data/raw/amazon/2023_sustainability_report.pdf
"By the end of 2022, we had contracted enough renewable energy capacity through new wind and solar farms to equal the expected electricity used by all active Echo, Fire TV, and Ring devices globally by 2025.",21,Products and Devices > Amazon Grocery and Whole Foods Market,target,,"2022,",,2022,global,0.75,data/raw/amazon/2023_sustainability_report.pdf
"In 2022, we announced a collaboration with the Carbon Trust, which partners with businesses, governments, and organizations around the world to accelerate the transition to net-zero carbon emissions.",21,Products and Devices > Amazon Grocery and Whole Foods Market,attribute,,"2022,",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"As part of this work, throughout 2023, we partnered with Samsung, Meta, Microsoft, and Comcast to develop standards that provide practical, meaningful steps for mitigating emissions at the customer use stage of the device lifecycle.",21,Products and Devices > Amazon Grocery and Whole Foods Market,target,,"2023,",,2023,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"We also helped 21 suppliers develop renewable energy plans, including final assembly suppliers that make up over 70% of our direct manufacturing spend for Echo, Kindle, Fire tablet, Fire TV, Ring, Blink, and eero devices and accessories.",21,Products and Devices > Amazon Grocery and Whole Foods Market,other,,70%,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In parallel, we are investing in climate mitigation outside of our value chain (“carbon neutralization”), and we plan to neutralize any emissions that cannot be eliminated by 2040.",21,Carbon Neutralization,target,hedged,,,2040,value chain,0.5,data/raw/amazon/2023_sustainability_report.pdf
"As we progress on our net-zero carbon emissions journey, Amazon is continuing to engage suppliers in the critical work of reducing their operational emissions and working with their own upstream supply chains to do the same.",21,Engaging Suppliers,attribute,,,,,supply chain; upstream,0.5,data/raw/amazon/2023_sustainability_report.pdf
"We have identified a list of the highest-emitting suppliers directly supporting our operations, and expect those suppliers, who collectively contribute more than 50% of emissions globally to Amazon’s Scope 3 footprint, to provide a plan for how they will decarbonize their operations and demonstrate real progress over time.",21,Engaging Suppliers,other,firm,50%,,,Scope 3; own operations; global,1.0,data/raw/amazon/2023_sustainability_report.pdf
We will prioritize our business toward those who provide their plans and results on their path to net-zero carbon emissions.,21,Engaging Suppliers,attribute,firm,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"In addition, we also launched our “Amazon Sustainability Exchange”—a free, publicly available website that democratizes our guidelines, playbooks, science models, and other resources to help other companies make meaningful progress toward net-zero carbon emissions.",21,Engaging Suppliers,attribute,achievement,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
Our carbon neutralization approach focuses on three actions outside of our value chain.,21,Engaging Suppliers,attribute,,,,,value chain,0.5,data/raw/amazon/2023_sustainability_report.pdf
Accelerating Forest finance (LEAF) Coalition—a public-private initiative that is mobilizing more than $1 billion to protect the world’s tropical forests and surrounding communities by supporting government policies and programs that reduce emissions from deforestation at national or large subnational scale.,22,Engaging Suppliers > The Climate Pledge by the Numbers,other,,1 billion,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"We committed to purchasing carbon dioxide removal credits equaling 250,000 metric tons of CO2 from 1PointFive, which is currently constructing its first DAC plant in Texas.",22,Engaging Suppliers > Scaling Up Carbon Removal Technologies,other,firm,"250,000 metric tons",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"When fully operational, the plant is expected to be the largest in the world, with capacity to capture up to 500,000 metric tons of CO2 annually.",22,Engaging Suppliers > Scaling Up Carbon Removal Technologies,other,,"500,000 metric tons",,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
The Climate Pledge is a commitment to reach net-zero carbon emissions by 2040.,22,The Climate Pledge,target,firm,,2040,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Amazon co-founded The Climate Pledge with Global Optimism in 2019 and was the first company to sign on.,22,The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
The Climate Pledge celebrates its fifth anniversary in September 2024.,22,The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"While companies will chart their own paths to net-zero carbon emissions, signing The Climate Pledge reinforces their commitment to sustainability, holds them accountable to their goals, and provides new opportunities for collaboration and a collective knowledge base to accelerate their progress.",22,The Climate Pledge,target,firm,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"At the end of 2023, The Climate Pledge represented 473 signatories in 42 countries and 59 industries.",22,The Climate Pledge,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, 77 additional companies signed The Climate Pledge, including Mastercard, Sony, and T-Mobile.",22,The Climate Pledge,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"Amazon encourages our suppliers to sign The Climate Pledge, and in 2023, nine Amazon transportation and logistics suppliers became signatories, including CTT Portugal Post, Global Feed Ecotrans, Poste Italiane, and Emirates Post.",22,The Climate Pledge,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"With 473 signatories, The Climate Pledge focused more on cross-industry collaboration in 2023 than ever before.",22,The Climate Pledge > Partnering with Others to Scale Progress,target,firm,473,2023,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, The Climate Pledge launched five joint action projects involving its signatories to accelerate progress to net-zero carbon emissions by 2040.",22,The Climate Pledge > Partnering with Others to Scale Progress,target,firm,"2023,",2040,2040,,0.75,data/raw/amazon/2023_sustainability_report.pdf
"So far, 24 signatories have joined The Climate Pledge projects related to lower-emission supply chain transportation solutions, circularity, increasing urban charging infrastructure, electrifying middle mile freight, and data transparency.",22,The Climate Pledge > Partnering with Others to Scale Progress,target,firm,24,,,supply chain,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, The Climate Pledge and C40, a global network of nearly 100 mayors of the world’s leading cities, developed Laneshift to accelerate the transition to zeroemission electric trucks and charging infrastructure across major cities in India and Latin America.",22,The Climate Pledge > Partnering with Others to Scale Progress,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
The Climate Pledge Fund is a $2 billion venture investment program supporting the advancement of sustainable technologies and services that enable Amazon to meet our net-zero carbon emissions goal.,23,The Climate Pledge Fund,target,firm,2 billion,,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, The Climate Pledge Fund made nine investments— including both new and follow-on investments for existing portfolio companies—bringing its total investment portfolio to 24 companies.",23,The Climate Pledge Fund,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"As part of The Climate Pledge Fund’s broader dedication to accelerate female-led climate solutions, in 2022, it committed at least $50 million to invest in femalefounded and female-led climate technology companies.",23,The Climate Pledge Fund > Accelerating Climate Solutions from Female Founders,target,firm,50 million,,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"In 2023, The Climate Pledge Fund invested in Genecis Bioindustries, a women-led climate tech company in the U.S. founded by scientist Luna Yu.",23,The Climate Pledge Fund > Accelerating Climate Solutions from Female Founders,target,firm,"2023,",,,,0.25,data/raw/amazon/2023_sustainability_report.pdf
"Yu and her team are using specialized bacteria to turn organic waste—such as bread crusts and other food scraps—into bioplastic, a biodegradable and easily recyclable alternative to plastic packaging.",23,The Climate Pledge Fund > Accelerating Climate Solutions from Female Founders,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"At Amazon, we are contributing to policymaking processes and informing public officials of our stances on issues that matter to our customers, stakeholders, and businesses, such as carbon-free energy and climate action.",23,Supporting Policies That Drive Decarbonization,attribute,,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
"Specifically, we seek to advance and incentivize decarbonization, supporting policies that scale zero-emission fuels, advance zero-emission vehicle deployment and associated infrastructure, drive the deployment of carbonfree energy, modernize the grid, and accelerate investments in clean technologies.",23,Supporting Policies That Drive Decarbonization,attribute,hedged,,,,,0.0,data/raw/amazon/2023_sustainability_report.pdf
Reaching net-zero carbon emissions by 2040 will be challenging.,23,Looking Forward,target,firm,,2040,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"We pledged $3 million to the USAID-led Climate Gender Equity Fund (CGEF), a public-private partnership that leverages funding to scale climate finance that advances gender-equitable climate action.",23,Looking Forward,other,,3 million,,,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Transitioning to carbon-free energy sources— which include renewable energy sources such as wind and solar as well as other sources such as nuclear power—is one of the most effective ways to lower Scope 2 emissions.,24,Carbon-Free Energy #1,attribute,,,,,Scope 2,0.5,data/raw/amazon/2023_sustainability_report.pdf
"That means we must diversify our energy portfolio with additional reliable carbonfree sources, so we remain on track to reach net-zero carbon emissions by 2040.",24,Carbon-Free Energy #1,target,firm,,2040,2040,,0.5,data/raw/amazon/2023_sustainability_report.pdf
Our goal to match 100% of the electricity consumed by our global operations with renewable energy by 2025 is a milestone that is now part of our broader carbon-free energy strategy.,24,Carbon-Free Energy #1,target,,100%,,2025,,0.5,data/raw/amazon/2023_sustainability_report.pdf
"In 2019, we set an ambitious goal to match 100% of the electricity we use with renewable energy by 2030.",25,Scaling Renewable Energy,target,,100%,,2030,,0.5,data/raw/amazon/2023_sustainability_report.pdf
