sentence,page,section_path,claim_type,strength,quantity,baseline,deadline,scope,slot_fill_score,source_file
Amazon has set a goal to reduce food waste across our U.S. and Europe operations by 50% by 2030.,18,Over 1M > Preventing Food Waste,target,,50%,,2030,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, our European operations achieved a 49% reduction in food waste intensity compared to a 2021 baseline, and our U.S. operations achieved a 23% reduction.",18,Over 1M > Preventing Food Waste,achievement,achievement,49%,2021,,,0.67,data/raw/amazon/2025_sustainability_report.pdf
"Whole Foods Market also expanded its collaboration with Too Good To Go , an app that connects customers with unsold food at discounted prices, helping to prevent waste across 530 stores and saving the equivalent of 1.55 million meals in 2025.",18,Over 1M > Preventing Food Waste,other,,1.55 million,2025,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"Materials in this hierarchy may be recycled, reclaimed, or otherwise reused in some way and may not end up as waste in landfills.",18,How We Manage and Prevent Waste,attribute,hedged,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
Amazon continues to prioritize recycled materials in device design and manufacturing.,19,How We Manage and Prevent Waste > Designing Products for Durability and Circularity,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, we launched 30 new devices and accessories with a SCS Recycled Content or a Carbon Trust certification, which are recognized by our Climate Pledge Friendly program.",19,How We Manage and Prevent Waste > Designing Products for Durability and Circularity,target,firm,"2025,",,,,0.25,data/raw/amazon/2025_sustainability_report.pdf
"By the end of 2025, components across Echo, Fire TV, Fire Tablets, and Kindle were made either predominantly or entirely from recycled materials—including 57% recycled plastic, 98% recycled yarn, 98% recycled aluminum, and 90% recycled magnesium.",19,How We Manage and Prevent Waste > Designing Products for Durability and Circularity,target,,57%,,2025,,0.5,data/raw/amazon/2025_sustainability_report.pdf
Select Kindle Scribe models featured 100% recycled cobalt in batteries and 85% recycled tin in the solder used on printed circuit boards.,19,How We Manage and Prevent Waste > Designing Products for Durability and Circularity,attribute,,100%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"In addition to using more recycled materials in our devices, Amazon has made new technology features available through updates, including Alexa+ across Echo devices, Dialogue Boost in Fire TV devices, and new AIpowered features for Ring cameras, reducing the need to replace devices to access new features.",19,How We Manage and Prevent Waste > Designing Products for Durability and Circularity,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"All final assembly sites worldwide for Echo, Kindle, Ring, Fire Tablet, and Fire TV devices achieved or renewed UL Solutions’ Zero Waste to Landfill (ZWTL) certification at the Silver level or higher in 2025.19 In addition to certifications at individual sites, we engaged UL Solutions to conduct system-level ZWTL assurance for the first time.",19,How We Manage and Prevent Waste > Working with Our Suppliers to Prevent Waste,achievement,achievement,2025.19,,,,0.33,data/raw/amazon/2025_sustainability_report.pdf
"UL Solutions examined 2025 waste data from 89 supplier sites across our Devices business and verified, to a reasonable level of assurance, a 99% waste diversion rate, including 6% through thermal processing with energy recovery.",19,How We Manage and Prevent Waste > Working with Our Suppliers to Prevent Waste,other,,99%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"We are also steadily increasing the use of recycled content into components, such as piloting air-cooled heat sinks with 50% recycled aluminum.",19,How We Manage and Prevent Waste > Maximizing Resource Efficiency in Data Centers,attribute,,50%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, RRL retained UL Solutions’ highest Zero Waste certification (Platinum level) for its Ireland facility and is pursuing certifications across additional reverse logistics locations.",19,How We Manage and Prevent Waste > Maximizing Resource Efficiency in Data Centers,attribute,,"2025,",,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"The machines, developed by robotics start-up Molg, securely disassemble servers into components to be securely reused or recycled.",19,How We Manage and Prevent Waste > Maximizing Resource Efficiency in Data Centers,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"The partnership started in 2024, when Amazon invested in Molg’s seed round through The Climate Pledge Fund .",19,How We Manage and Prevent Waste > Maximizing Resource Efficiency in Data Centers,target,firm,"2024,",,,,0.25,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, Amazon reduced our waste per shipped unit by 5% compared to 2024.",20,Maximize Recovery > Managing Our Waste,achievement,achievement,5%,2024,,,0.67,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, we diverted 84% of our waste from landfill, including 82% through recycling or composting and 2% through incineration with energy recovery.",20,Maximize Recovery > Managing Our Waste,other,,84%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
Landfill or incineration without energy recovery accounted for 16% of our waste.,20,Maximize Recovery > Managing Our Waste,other,,16%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"Cardboard and wood represent 64% of Amazon’s operational waste footprint, and we recycle almost 100% of it.",20,Maximize Recovery > Reducing Waste in Our Fulfillment Centers,other,,64%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, we also developed an AI system to identify the material composition of unsellable or non-donatable inventory, such as multilayer plastics, certain textiles, and certain electronics, to be sorted and recycled more effectively.",20,Maximize Recovery > Supplier Collaboration for Circular Waste Solutions,attribute,,"2025,",,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
Amazon customers can shop for products that contain recycled materials on Amazon.com.,20,Maximize Recovery > Supplier Collaboration for Circular Waste Solutions,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"We focus on avoiding unnecessary packaging when possible, reducing delivery packaging volume and weight, prioritizing paper packaging designed to work with local residential recycling systems, and improving the recycled content in our packaging materials.",21,Our Approach,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
This approach enables us to reduce plastic use while prioritizing recyclable materials.,21,Our Approach,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"Since we launched the Ships in Product Packaging program in 2020, 7.9 billion packages across North America and Europe used only the manufacturers’ packaging and an Amazon shipping label.",21,Our Progress,achievement,achievement,7.9 billion,,,,0.33,data/raw/amazon/2025_sustainability_report.pdf
"By using lighter, right-sized packaging, we have avoided 5.4 million metric tons of packaging materials in North America and Europe since 2015.",22,Do wnload Accessible Table,achievement,achievement,5.4 million,,,,0.33,data/raw/amazon/2025_sustainability_report.pdf
"Through these efforts, we have avoided 223,616 metric tons of single-use plastic packaging globally since 2020.",22,Do wnload Accessible Table,achievement,achievement,"223,616 metric tons",,,global,0.67,data/raw/amazon/2025_sustainability_report.pdf
"In 2025, we reduced our total plastic packaging globally from 74,137 metric tons in 2024 to 74,073 metric tons in 2025.",22,Do wnload Accessible Table,achievement,achievement,"74,137 metric tons",,,global,0.67,data/raw/amazon/2025_sustainability_report.pdf
"In North America, we avoided 288 million plastic bags in 2025, and 52% of fulfillment centers in North America did not ship plastic delivery packaging.",22,Do wnload Accessible Table,achievement,achievement,288 million,,,,0.33,data/raw/amazon/2025_sustainability_report.pdf
"This means that, in 2025, 73% of shipments in North America were recyclable in household waste streams, up from 63% in 2024.",22,Do wnload Accessible Table,attribute,,73%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"In cases where eliminating single-use plastics is not yet feasible, we work to increase the proportion of recycled content in our plastic materials.",23,Single-Use Plastic Delivery Packaging by Region22 > Single-Use Plastic Packaging Avoided since 2020 (MT),attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"Reducing packaging, especially plastic packaging, and increasing recyclability and recycled content are also priorities for our product and in-store packaging across Amazon.",23,In-Store and Product Packaging,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"Amazon Devices In 2025, 77% of new devices featured 100% recyclable packaging in the U.S., with 31 devices in total, down from 42 in 2024 due to the types of devices released in 2025.",23,In-Store and Product Packaging,attribute,,77%,2025,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"Our packaging reduces reliance on virgin tree-based and bleached fibers, resulting in an average of 95% of wood fiber-based materials from responsibly managed forests or recycled sources used in packaging across our device product line.",23,In-Store and Product Packaging,attribute,,95%,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
"Polyester-based biodegradable plastics, or biopolyesters, are made from renewable resources, are compostable, and easier to recycle than conventional plastics.",23,In-Store and Product Packaging,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"In parallel, Amazon piloted biopolyester materials in new packaging applications such as compostable produce bags, protective bags for liquids, and book wrapping to test material performance.",23,In-Store and Product Packaging,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"Inside Amazon's Sustainable Materials Innovation Lab, engineers test new packaging materials— examining everything from strength to how well they can keep food fresh.",23,In-Store and Product Packaging,attribute,,,,,,0.0,data/raw/amazon/2025_sustainability_report.pdf
"Whole Foods Market and Amazon Private Brands achieved 33 of 35 commodities goals and ambitions, including sourcing 100% of Whole Foods Market and Amazon Private Brands beef, cocoa, coffee, and tea from regions of low deforestation risk.",25,Reducing Habitat Conversion and Restoring Biodiversity in Our Supply Chain > Commodity Sourcing,achievement,achievement,100%,,,,0.33,data/raw/amazon/2025_sustainability_report.pdf
"We did not meet our goal to source 100% deforestation-free soy, but we are committed to continue working toward our ambition.",25,Reducing Habitat Conversion and Restoring Biodiversity in Our Supply Chain > Commodity Sourcing,target,firm,100%,,,,0.25,data/raw/amazon/2025_sustainability_report.pdf
"We also fell short of our goal to source 100% of Amazon Grocery Private Brands palm oil from regions of low deforestation risk or with full supply chain traceability, achieving 94% compliance in Amazon Private Brands North America.",25,Reducing Habitat Conversion and Restoring Biodiversity in Our Supply Chain > Commodity Sourcing,other,,100%,,,supply chain,1.0,data/raw/amazon/2025_sustainability_report.pdf
"The Right Now Climate Fund is Amazon’s $100 million commitment to restore ecosystems, support biodiversity, and benefit communities where we operate.",25,Restoring Biodiversity in Our Communities,other,firm,100 million,,,,0.5,data/raw/amazon/2025_sustainability_report.pdf
